#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           284.13154        4.09011        240.33801        2.89705        339.42080        6.12343       -15.41%     19.46%
        -4.9           357.86498        4.03489        301.40965        2.85930        430.50037        6.07876       -15.78%     20.30%
        -4.8           435.18894        7.96506        367.76307        5.65823        520.79995        11.7120       -15.49%     19.67%
        -4.7           548.95788        24.7169        460.34019        16.5475        662.70680        38.9549       -16.14%     20.72%
        -4.6           652.49235        5.27616        550.76047        3.71600        782.72449        7.99958       -15.59%     19.96%
        -4.5           805.88001        9.19230        680.47186        6.60742        966.47554        13.4272       -15.56%     19.93%
        -4.4           967.87140        9.72345        820.36011        6.94855        1154.6997        14.2859       -15.24%     19.30%
        -4.3           1171.8922        7.78185        993.91055        5.53172        1397.1291        11.6055       -15.19%     19.22%
        -4.2           1424.3888        9.46514        1206.8288        6.59796        1700.8860        14.4394       -15.27%     19.41%
        -4.1           1681.5327        8.82798        1428.9613        6.28304        1999.6191        13.2704       -15.02%     18.92%
          -4           1999.3879        10.0615        1699.0645        7.07216        2378.5801        15.2920       -15.02%     18.97%
        -3.9           2349.4423        11.1146        1997.4152        7.85915        2793.1398        16.6954       -14.98%     18.89%
        -3.8           2714.2123        12.6474        2311.9959        8.88237        3215.6964        20.5895       -14.82%     18.48%
        -3.7           3163.8493        15.5861        2691.1428        10.8676        3760.4570        23.7654       -14.94%     18.86%
        -3.6           3586.6581        13.9062        3054.6985        9.91229        4256.0435        20.7372       -14.83%     18.66%
        -3.5           4027.5176        23.6564        3435.8980        17.3094        4767.9422        33.7463       -14.69%     18.38%
        -3.4           4488.7048        18.7050        3831.3894        13.2772        5311.3874        27.9193       -14.64%     18.33%
        -3.3           4934.3095        17.0839        4217.2287        12.0022        5829.5070        25.9760       -14.53%     18.14%
        -3.2           5372.2585        19.3551        4597.3731        13.5601        6335.4354        29.4073       -14.42%     17.93%
        -3.1           5807.7663        29.9252        4975.5001        21.2238        6840.4759        44.3035       -14.33%     17.78%
          -3           6339.8973        25.4843        5420.1218        17.6147        7491.0203        39.1027       -14.51%     18.16%
        -2.9           6689.8308        20.8453        5739.5922        14.6575        7864.2916        31.5998       -14.20%     17.56%
        -2.8           7112.4184        23.3782        6099.8243        16.5723        8367.5234        34.8919       -14.24%     17.65%
        -2.7           7473.7860        26.9541        6413.8894        18.9446        8796.0758        43.2803       -14.18%     17.69%
        -2.6           7837.3464        25.7163        6728.3174        18.0337        9211.1919        38.9760       -14.15%     17.53%
        -2.5           8105.9246        27.3747        6965.6762        18.8903        9513.8449        42.3181       -14.07%     17.37%
        -2.4           8375.8626        35.8472        7200.0760        25.3570        9827.6195        53.5713       -14.04%     17.33%
        -2.3           8654.1018        30.7116        7437.2695        21.1362        10160.967        47.5087       -14.06%     17.41%
        -2.2           8803.1279        27.8385        7584.4081        19.5059        10298.397        42.1956       -13.84%     16.99%
        -2.1           9002.3047        26.1610        7752.7717        18.3562        10539.888        39.7203       -13.88%     17.08%
          -2           9177.4293        31.2373        7904.7487        21.9587        10745.491        47.0864       -13.87%     17.09%
        -1.9           9298.6737        32.2172        8009.7183        22.4356        10887.916        49.0942       -13.86%     17.09%
