#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           462.50947       0.149725        398.77741       0.127516        540.25037       0.181601       -13.78%     16.81%
           5           1022.3725       0.217767        876.07207       0.185490        1204.7106       0.264487       -14.31%     17.83%
          10           1083.9084       0.216299        921.75456       0.184451        1290.8326       0.262949       -14.96%     19.09%
          15           947.52153       0.195363        800.37596       0.166605        1138.8311       0.238062       -15.53%     20.19%
          20           779.09979       0.171536        654.29465       0.146176        943.74646       0.209683       -16.02%     21.13%
          25           627.85158       0.150352        524.65792       0.127820        765.54792       0.184622       -16.44%     21.93%
          30           504.21373       0.130450        419.37728       0.110635        618.52571       0.160975       -16.83%     22.67%
          35           406.35399       0.114383        336.60562      0.0966410        501.08279       0.141958       -17.16%     23.31%
          40           329.35114       0.100945        271.82375      0.0849088        407.99780       0.126016       -17.47%     23.88%
          45           268.55544      0.0895073        220.94325      0.0749660        333.99848       0.112343       -17.73%     24.37%
          50           220.48819      0.0796796        180.85853      0.0664217        275.21571       0.100543       -17.97%     24.82%
          55           181.86257      0.0713882        148.79631      0.0592499        227.70040      0.0905032       -18.18%     25.20%
          60           151.01958      0.0641549        123.28631      0.0530544        189.58542      0.0816446       -18.36%     25.54%
          65           126.03098      0.0580310        102.68805      0.0477851        158.57584      0.0741445       -18.52%     25.82%
          70           105.70731      0.0522403        85.971240      0.0428932        133.28657      0.0669316       -18.67%     26.09%
          75           89.155004      0.0475156        72.413306      0.0389852        112.58750      0.0609194       -18.78%     26.28%
          80           75.494524      0.0430597        61.243288      0.0351642        95.468620      0.0554307       -18.88%     26.46%
          85           64.175996      0.0392050        52.002913      0.0319505        81.257963      0.0505523       -18.97%     26.62%
          90           54.792188      0.0359234        44.363049      0.0292164        69.438592      0.0463941       -19.03%     26.73%
          95           47.011443      0.0328487        38.032682      0.0266857        59.630201      0.0424597       -19.10%     26.84%
         100           40.421556      0.0301558        32.673614      0.0244255        51.318503      0.0390611       -19.17%     26.96%
         105           34.919762      0.0277310        28.213898      0.0224475        44.354405      0.0359373       -19.20%     27.02%
         110           30.216217      0.0255198        24.361771      0.0206517        38.402535      0.0331017       -19.38%     27.09%
         115           26.294658      0.0235030        21.159065      0.0189948        33.446469      0.0304243       -19.53%     27.20%
         120           22.941275      0.0224977        18.428740      0.0184583        29.236039      0.0287129       -19.67%     27.44%
         125           20.016899      0.0201249        16.051541      0.0161893        25.558268      0.0261582       -19.81%     27.68%
         130           17.566096      0.0187358        14.060415      0.0150294        22.474268      0.0244196       -19.96%     27.94%
         135           15.435943      0.0174387        12.340791      0.0139759        19.774325      0.0227368       -20.05%     28.11%
         140           13.647839      0.0161902        10.892754      0.0129403        17.516269      0.0211701       -20.19%     28.34%
         145           12.058416      0.0154293        9.6147753      0.0123023        15.493120      0.0202049       -20.27%     28.48%
         150           10.707727      0.0140151        8.5237184      0.0111802        13.782597      0.0183577       -20.40%     28.72%
         155           9.5038462      0.0131030        7.5568819      0.0104577        12.248654      0.0171525       -20.49%     28.88%
         160           8.4545372      0.0123017        6.7122772     0.00978327        10.914395      0.0161645       -20.61%     29.10%
         165           7.5557330      0.0114735        5.9934850     0.00914025        9.7634838      0.0150523       -20.68%     29.22%
         170           6.7731651      0.0108504        5.3664695     0.00860941        8.7636633      0.0142870       -20.77%     29.39%
         175           6.0577797      0.0101702        4.7985843     0.00810494        7.8404289      0.0133471       -20.79%     29.43%
         180           5.4334061     0.00939456        4.2982515     0.00745655        7.0425572      0.0123740       -20.89%     29.62%
         185           4.9156028     0.00908744        3.8838648     0.00718707        6.3798852      0.0120114       -20.99%     29.79%
         190           4.4204046     0.00843141        3.4919086     0.00667171        5.7387267      0.0111415       -21.00%     29.82%
