qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.QT.32.VT.QCD)     

independent    0.5            1              22406.971       +- 2.4617307      
independent    1              1              19237.843       +- 2.1018013      
independent    2              1              16648.228       +- 1.8128326      
