qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NNLO.QT-CS.42.RRA)    

0.01           0.5            0.5            1.3083783       +- 0.0020425185   
0.01           1              1              0.866608        +- 0.0013474891   
0.01           2              2              0.59561328      +- 0.00092538337  

0.02           0.5            0.5            1.3083783       +- 0.0020425185   
0.02           1              1              0.866608        +- 0.0013474891   
0.02           2              2              0.59561328      +- 0.00092538337  

0.03           0.5            0.5            1.3083783       +- 0.0020425185   
0.03           1              1              0.866608        +- 0.0013474891   
0.03           2              2              0.59561328      +- 0.00092538337  

0.04           0.5            0.5            1.3083783       +- 0.0020425185   
0.04           1              1              0.866608        +- 0.0013474891   
0.04           2              2              0.59561328      +- 0.00092538337  

0.05           0.5            0.5            1.3083783       +- 0.0020425185   
0.05           1              1              0.866608        +- 0.0013474891   
0.05           2              2              0.59561328      +- 0.00092538337  

0.06           0.5            0.5            1.3083783       +- 0.0020425185   
0.06           1              1              0.866608        +- 0.0013474891   
0.06           2              2              0.59561328      +- 0.00092538337  

0.07           0.5            0.5            1.3083783       +- 0.0020425185   
0.07           1              1              0.866608        +- 0.0013474891   
0.07           2              2              0.59561328      +- 0.00092538337  

0.08           0.5            0.5            1.308378        +- 0.0020425191   
0.08           1              1              0.86660782      +- 0.0013474896   
0.08           2              2              0.59561315      +- 0.00092538368  

0.09           0.5            0.5            1.3083758       +- 0.0020425234   
0.09           1              1              0.86660631      +- 0.0013474925   
0.09           2              2              0.59561208      +- 0.00092538574  

0.1            0.5            0.5            1.3083758       +- 0.0020425234   
0.1            1              1              0.86660631      +- 0.0013474925   
0.1            2              2              0.59561208      +- 0.00092538574  

0.11           0.5            0.5            1.3083688       +- 0.0020425238   
0.11           1              1              0.86660148      +- 0.0013474925   
0.11           2              2              0.59560867      +- 0.00092538556  

0.12           0.5            0.5            1.3083617       +- 0.0020425291   
0.12           1              1              0.86659661      +- 0.0013474958   
0.12           2              2              0.5956052       +- 0.00092538773  

0.13           0.5            0.5            1.3083541       +- 0.0020425377   
0.13           1              1              0.86659159      +- 0.0013475016   
0.13           2              2              0.59560176      +- 0.00092539169  

0.14           0.5            0.5            1.3083496       +- 0.0020425452   
0.14           1              1              0.86658845      +- 0.0013475067   
0.14           2              2              0.5955995       +- 0.00092539532  

0.15           0.5            0.5            1.3083496       +- 0.0020425452   
0.15           1              1              0.86658845      +- 0.0013475067   
0.15           2              2              0.5955995       +- 0.00092539532  

0.16           0.5            0.5            1.3083496       +- 0.0020425452   
0.16           1              1              0.86658845      +- 0.0013475067   
0.16           2              2              0.5955995       +- 0.00092539532  

0.17           0.5            0.5            1.30834         +- 0.0020425463   
0.17           1              1              0.86658192      +- 0.0013475072   
0.17           2              2              0.59559495      +- 0.00092539551  

0.18           0.5            0.5            1.3083389       +- 0.0020425487   
0.18           1              1              0.86658119      +- 0.0013475088   
0.18           2              2              0.59559444      +- 0.00092539664  

0.19           0.5            0.5            1.3083389       +- 0.0020425487   
0.19           1              1              0.86658119      +- 0.0013475088   
0.19           2              2              0.59559444      +- 0.00092539664  

0.2            0.5            0.5            1.308333        +- 0.0020425533   
0.2            1              1              0.86657736      +- 0.0013475119   
0.2            2              2              0.59559184      +- 0.00092539879  

0.21           0.5            0.5            1.3083326       +- 0.0020425543   
0.21           1              1              0.86657708      +- 0.0013475126   
0.21           2              2              0.59559164      +- 0.00092539927  

0.22           0.5            0.5            1.3083326       +- 0.0020425543   
0.22           1              1              0.86657708      +- 0.0013475126   
0.22           2              2              0.59559164      +- 0.00092539927  

0.23           0.5            0.5            1.3083326       +- 0.0020425543   
0.23           1              1              0.86657708      +- 0.0013475126   
0.23           2              2              0.59559164      +- 0.00092539927  

0.24           0.5            0.5            1.3083326       +- 0.0020425543   
0.24           1              1              0.86657708      +- 0.0013475126   
0.24           2              2              0.59559164      +- 0.00092539927  

0.25           0.5            0.5            1.3083307       +- 0.0020425582   
0.25           1              1              0.86657579      +- 0.0013475152   
0.25           2              2              0.59559076      +- 0.00092540107  

0.26           0.5            0.5            1.3083307       +- 0.0020425582   
0.26           1              1              0.86657579      +- 0.0013475152   
0.26           2              2              0.59559076      +- 0.00092540107  

0.27           0.5            0.5            1.308327        +- 0.0020425614   
0.27           1              1              0.86657329      +- 0.0013475174   
0.27           2              2              0.59558901      +- 0.00092540255  

0.28           0.5            0.5            1.3083184       +- 0.0020425587   
0.28           1              1              0.8665676       +- 0.0013475155   
0.28           2              2              0.5955851       +- 0.00092540131  

0.29           0.5            0.5            1.3083132       +- 0.0020425615   
0.29           1              1              0.86656414      +- 0.0013475173   
0.29           2              2              0.5955827       +- 0.00092540249  

0.3            0.5            0.5            1.3083101       +- 0.0020425668   
0.3            1              1              0.86656197      +- 0.001347521    
0.3            2              2              0.59558114      +- 0.00092540508  

