           bin (pT_bx)   qTcut           order/list                                                                 dsigma +-            error

         0           5   extrapolation   dNNLO.QCD                                                                   5287.21814 +-         18.68581
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   extrapolation   NNLO.QT-CS.42                 woVT2                                         2291.72189 +-          9.84855
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.01            dNNLO.QCD                                                              5288.15164 +-         20.12080
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.01            NNLO.QT-CS.42                 woVT2                                         2292.65539 +-         12.35641
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.05            dNNLO.QCD                                                              5284.09689 +-         17.69199
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.05            NNLO.QT-CS.42                 woVT2                                         2288.60064 +-          7.80006
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.1             dNNLO.QCD                                                              5284.21509 +-         17.13409
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.1             NNLO.QT-CS.42                 woVT2                                         2288.71884 +-          6.43519
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.15            dNNLO.QCD                                                              5279.17518 +-         16.87518
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.15            NNLO.QT-CS.42                 woVT2                                         2283.67893 +-          5.71018
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.2             dNNLO.QCD                                                              5276.45292 +-         16.78367
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.2             NNLO.QT-CS.42                 woVT2                                         2280.95667 +-          5.43378
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.25            dNNLO.QCD                                                              5274.97678 +-         16.73460
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.25            NNLO.QT-CS.42                 woVT2                                         2279.48053 +-          5.28029
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

         0           5   0.5             dNNLO.QCD                                                              5253.34358 +-         16.54880
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.5             NNLO.QT-CS.42                 woVT2                                         2257.84732 +-          4.65803
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   133.04439 +-          0.21149
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1223.16599 +-          1.18233
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1842.35501 +-         15.80842
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -203.06914 +-          0.90368

===================================================================================================================================================

         5          10   extrapolation   dNNLO.QCD                                                                   6328.56296 +-         16.05215
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   extrapolation   NNLO.QT-CS.42                 woVT2                                         2004.64646 +-         13.16290
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   189.17976 +-          0.24110
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1761.15041 +-          1.00767
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2756.74079 +-          9.03733
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -383.15445 +-          1.28941

         5          10   0.01            dNNLO.QCD                                                              6322.59268 +-         16.92758
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   0.01            NNLO.QT-CS.42                 woVT2                                         1998.67617 +-         14.21736
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   189.17976 +-          0.24110
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1761.15041 +-          1.00767
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2756.74079 +-          9.03733
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -383.15445 +-          1.28941

         5          10   0.05            dNNLO.QCD                                                              6322.36475 +-         12.39102
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   0.05            NNLO.QT-CS.42                 woVT2                                         1998.44824 +-          8.31431
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   189.17976 +-          0.24110
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1761.15041 +-          1.00767
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2756.74079 +-          9.03733
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -383.15445 +-          1.28941

         5          10   0.1             dNNLO.QCD                                                              6310.74202 +-         11.56002
---------------------------------------------------------------------------------------------------------------------------------------------------
