            bin (y_bx)   qTcut           order/list                                                                 dsigma +-            error

        -5        -4.9   extrapolation   dNNLO.QCD                                                                   29.5044401 +-        1.5744743
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   extrapolation   NNLO.QT-CS.42                 woVT2                                          1.5406242 +-        0.6140053
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.9797665 +-        0.0149450
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.3887377 +-        0.0727721
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.6618607 +-        1.4457650
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -2.0665491 +-        0.0788116

        -5        -4.9   0.01            dNNLO.QCD                                                              29.1714083 +-        1.6198610
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.01            NNLO.QT-CS.42                 woVT2                                          1.2075924 +-        0.7224837
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.9797665 +-        0.0149450
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.3887377 +-        0.0727721
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.6618607 +-        1.4457650
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -2.0665491 +-        0.0788116

        -5        -4.9   0.05            dNNLO.QCD                                                              29.3629649 +-        1.5328188
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.05            NNLO.QT-CS.42                 woVT2                                          1.3991490 +-        0.4975607
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.9797665 +-        0.0149450
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.3887377 +-        0.0727721
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.6618607 +-        1.4457650
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -2.0665491 +-        0.0788116

        -5        -4.9   0.1             dNNLO.QCD                                                              29.3353335 +-        1.5134051
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.1             NNLO.QT-CS.42                 woVT2                                          1.3715177 +-        0.4340831
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.9797665 +-        0.0149450
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.3887377 +-        0.0727721
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.6618607 +-        1.4457650
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -2.0665491 +-        0.0788116

        -5        -4.9   0.15            dNNLO.QCD                                                              29.1106332 +-        1.5162974
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.15            NNLO.QT-CS.42                 woVT2                                          1.1468173 +-        0.4440620
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.9797665 +-        0.0149450
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.3887377 +-        0.0727721
