           bin (pT_lp)   qTcut           order/list                                                                 dsigma +-            error

         0           5   extrapolation   dNNLO.QCD                                                                   254.713544 +-         3.388663
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   extrapolation   NNLO.QT-CS.42                 woVT2                                          77.458817 +-         2.663297
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.01            dNNLO.QCD                                                              254.713936 +-         3.551585
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.01            NNLO.QT-CS.42                 woVT2                                          77.459209 +-         2.867728
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.05            dNNLO.QCD                                                              253.185276 +-         2.628133
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.05            NNLO.QT-CS.42                 woVT2                                          75.930549 +-         1.586567
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.1             dNNLO.QCD                                                              251.231494 +-         2.505028
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.1             NNLO.QT-CS.42                 woVT2                                          73.976767 +-         1.373055
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.15            dNNLO.QCD                                                              250.736683 +-         2.453513
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.15            NNLO.QT-CS.42                 woVT2                                          73.481956 +-         1.276651
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.2             dNNLO.QCD                                                              251.462952 +-         2.400995
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.2             NNLO.QT-CS.42                 woVT2                                          74.208225 +-         1.172556
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.25            dNNLO.QCD                                                              250.683321 +-         2.380476
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.25            NNLO.QT-CS.42                 woVT2                                          73.428594 +-         1.129946
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

         0           5   0.5             dNNLO.QCD                                                              249.922501 +-         2.317810
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.5             NNLO.QT-CS.42                 woVT2                                          72.667774 +-         0.991138
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.408166 +-         0.048776
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            76.682384 +-         0.215828
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           120.238118 +-         2.030021
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -27.073941 +-         0.468981

===================================================================================================================================================

         5          10   extrapolation   dNNLO.QCD                                                                   763.919695 +-         6.594235
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   extrapolation   NNLO.QT-CS.42                 woVT2                                         232.592697 +-         5.214735
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   22.203225 +-         0.085729
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           232.440103 +-         0.384784
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           360.154147 +-         3.904592
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -83.470477 +-         0.942991

         5          10   0.01            dNNLO.QCD                                                              753.622274 +-         7.293059
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   0.01            NNLO.QT-CS.42                 woVT2                                         222.295276 +-         6.074391
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   22.203225 +-         0.085729
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           232.440103 +-         0.384784
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           360.154147 +-         3.904592
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -83.470477 +-         0.942991

         5          10   0.05            dNNLO.QCD                                                              766.783085 +-         5.180890
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   0.05            NNLO.QT-CS.42                 woVT2                                         235.456087 +-         3.248252
