             bin (y_b)   qTcut           order/list                                                                 dsigma +-            error

        -5        -4.9   extrapolation   dNNLO.QCD                                                                   34.5824945 +-        1.6004260
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   extrapolation   NNLO.QT-CS.42                 woVT2                                          7.9539477 +-        0.5614691
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.01            dNNLO.QCD                                                              34.8525390 +-        1.6519503
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.01            NNLO.QT-CS.42                 woVT2                                          8.2239922 +-        0.6948554
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.05            dNNLO.QCD                                                              34.3341482 +-        1.5688268
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.05            NNLO.QT-CS.42                 woVT2                                          7.7056013 +-        0.4637906
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.1             dNNLO.QCD                                                              34.0850339 +-        1.5568982
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.1             NNLO.QT-CS.42                 woVT2                                          7.4564870 +-        0.4216824
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.15            dNNLO.QCD                                                              34.3038702 +-        1.5516854
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.15            NNLO.QT-CS.42                 woVT2                                          7.6753234 +-        0.4020095
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.2             dNNLO.QCD                                                              34.1432479 +-        1.5473619
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.2             NNLO.QT-CS.42                 woVT2                                          7.5147011 +-        0.3849843
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.25            dNNLO.QCD                                                              33.9921101 +-        1.5595860
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.25            NNLO.QT-CS.42                 woVT2                                          7.3635633 +-        0.4315005
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

        -5        -4.9   0.5             dNNLO.QCD                                                              34.0394914 +-        1.5378291
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.5             NNLO.QT-CS.42                 woVT2                                          7.4109446 +-        0.3446771
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.8969296 +-        0.0137668
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           10.1651941 +-        0.0653950
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           17.4143165 +-        1.4955878
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1.8478933 +-        0.0697628

===================================================================================================================================================

      -4.9        -4.8   extrapolation   dNNLO.QCD                                                                   39.8949865 +-        2.2488659
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.9        -4.8   extrapolation   NNLO.QT-CS.42                 woVT2                                          8.7232133 +-        0.6400170
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   1.0466801 +-        0.0158560
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.9438919 +-        0.0703727
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           20.6100778 +-        2.1530510
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -2.4288766 +-        0.0833286

      -4.9        -4.8   0.01            dNNLO.QCD                                                              39.5712582 +-        2.2939733
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.9        -4.8   0.01            NNLO.QT-CS.42                 woVT2                                          8.3994850 +-        0.7839246
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   1.0466801 +-        0.0158560
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           11.9438919 +-        0.0703727
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           20.6100778 +-        2.1530510
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -2.4288766 +-        0.0833286

      -4.9        -4.8   0.05            dNNLO.QCD                                                              39.7774056 +-        2.2163409
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.9        -4.8   0.05            NNLO.QT-CS.42                 woVT2                                          8.6056324 +-        0.5141897
      -4.9        -4.8   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   1.0466801 +-        0.0158560
