            bin (y_lp)   qTcut           order/list                                                                 dsigma +-            error

        -5        -4.9   extrapolation   dNNLO.QCD                                                                   12.4700166 +-        0.4073573
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   extrapolation   NNLO.QT-CS.42                 woVT2                                          7.0970357 +-        0.3190342
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.2217510 +-        0.0062959
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            2.4066096 +-        0.0251472
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            3.4522634 +-        0.2481731
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -0.7076430 +-        0.0435343

        -5        -4.9   0.01            dNNLO.QCD                                                              12.4635702 +-        0.4157666
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.01            NNLO.QT-CS.42                 woVT2                                          7.0905892 +-        0.3297039
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.2217510 +-        0.0062959
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            2.4066096 +-        0.0251472
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            3.4522634 +-        0.2481731
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -0.7076430 +-        0.0435343

        -5        -4.9   0.05            dNNLO.QCD                                                              12.5672607 +-        0.3345897
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.05            NNLO.QT-CS.42                 woVT2                                          7.1942797 +-        0.2186164
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.2217510 +-        0.0062959
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            2.4066096 +-        0.0251472
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            3.4522634 +-        0.2481731
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -0.7076430 +-        0.0435343

        -5        -4.9   0.1             dNNLO.QCD                                                              12.5100389 +-        0.3199454
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.1             NNLO.QT-CS.42                 woVT2                                          7.1370579 +-        0.1954684
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.2217510 +-        0.0062959
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            2.4066096 +-        0.0251472
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            3.4522634 +-        0.2481731
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -0.7076430 +-        0.0435343

        -5        -4.9   0.15            dNNLO.QCD                                                              12.6130645 +-        0.3135865
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   0.15            NNLO.QT-CS.42                 woVT2                                          7.2400835 +-        0.1848765
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   0.2217510 +-        0.0062959
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            2.4066096 +-        0.0251472
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            3.4522634 +-        0.2481731
        -5        -4.9   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -0.7076430 +-        0.0435343

