#qTcut         xiR=0.5  xiF=0.5              xiR=0.5  xiF=1                xiR=0.5  xiF=2                xiR=1  xiF=0.5                xiR=1  xiF=1                  xiR=1  xiF=2                  xiR=2  xiF=0.5                xiR=2  xiF=1                  xiR=2  xiF=2                  µR=xiR*mWbb  µF=xiF*mWbb
0.01           73100.367      49.598664      74477.548      52.428679      75490.443      55.002388      62038.769      32.581317      63536.012      34.318825      64664.298      35.901416      53163.738      22.584305      54681.263      23.718415      55847.837      24.752470      
0.02           73112.140      42.014579      74490.600      44.258887      75504.609      46.332093      62048.438      27.870474      63546.598      29.243997      64675.673      30.516084      53171.711      19.523996      54689.921      20.421067      55857.080      21.252994      
0.03           73100.571      40.122999      74478.080      42.070481      75491.285      43.895560      62042.781      26.745177      63540.463      27.937541      64669.141      29.058203      53169.213      18.815772      54687.203      19.596785      55854.184      20.331604      
0.04           73077.165      38.643941      74454.166      40.648956      75466.825      42.515139      62027.809      25.816236      63525.196      27.045464      64653.552      28.192927      53159.287      18.204960      54677.103      19.009689      55843.889      19.761825      
0.05           73052.898      37.444517      74428.156      39.326088      75439.305      41.083489      62013.507      25.085434      63509.906      26.238974      64637.409      27.319602      53150.561      17.735516      54667.804      18.491343      55834.097      19.200177      
0.06           73032.133      36.688756      74406.016      38.495617      75415.939      40.186963      62001.593      24.619907      63497.284      25.726983      64624.152      26.766459      53143.574      17.433048      54660.461      18.158353      55826.434      18.840083      
0.07           73037.670      36.635925      74411.579      38.421048      75421.528      40.097732      62006.048      24.594961      63501.819      25.689529      64628.762      26.720784      53147.203      17.417280      54664.190      18.134580      55830.254      18.811060      
0.08           73023.488      36.588488      74396.182      38.292317      75405.135      39.895483      61998.144      24.608445      63493.209      25.650668      64619.577      26.634061      53142.685      17.447695      54659.249      18.129864      55824.972      18.773924      
0.09           72992.395      35.868699      74363.383      37.595622      75370.895      39.223379      61978.604      24.116212      63472.678      25.173402      64598.216      26.173141      53129.926      17.101118      54645.897      17.792857      55811.130      18.447660      
0.1            72984.255      35.340988      74355.356      37.034885      75362.903      38.632505      61973.975      23.789398      63468.183      24.825316      64593.797      25.805631      53127.253      16.888019      54643.357      17.565287      55808.678      18.206850      
0.11           72964.849      35.151833      74335.500      36.847651      75342.730      38.445677      61961.883      23.674282      63455.892      24.710498      64581.385      25.690364      53119.417      16.812651      54635.451      17.489300      55800.746      18.129891      
0.12           72951.738      35.101779      74321.113      36.806651      75327.250      38.413338      61955.001      23.638126      63448.324      24.679868      64573.230      25.665074      53115.847      16.784171      54631.512      17.464043      55796.493      18.107792      
0.13           72949.860      34.781346      74318.244      36.469428      75323.463      38.058303      61954.401      23.438163      63447.182      24.468941      64571.583      25.442553      53115.862      16.652491      54631.228      17.324737      55795.929      17.960473      
0.14           72930.805      34.581535      74297.822      36.255941      75301.893      37.832311      61942.692      23.314755      63434.708      24.336552      64558.475      25.301962      53108.353      16.571205      54623.283      17.237145      55787.628      17.867120      
