qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.46           2              1                   dNLO.QCD.QT                                                          20389.06721 +-         4.12619
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.46           2              1                   NLO.QT.32                                                            20389.06721 +-         4.12619

0.46           2              2                   dNLO.QCD.QT                                                          20714.68002 +-         4.30056
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.46           2              2                   NLO.QT.32                                                            20714.68002 +-         4.30056

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.47           0.5            0.5                 dNLO.QCD.QT                                                          28602.77395 +-         6.83707
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           0.5            0.5                 NLO.QT.32                                                            28602.77395 +-         6.83707

0.47           0.5            1                   dNLO.QCD.QT                                                          28885.81636 +-         7.20950
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           0.5            1                   NLO.QT.32                                                            28885.81636 +-         7.20950

0.47           0.5            2                   dNLO.QCD.QT                                                          28909.44910 +-         7.53457
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           0.5            2                   NLO.QT.32                                                            28909.44910 +-         7.53457

0.47           1              0.5                 dNLO.QCD.QT                                                          23653.85657 +-         5.08238
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           1              0.5                 NLO.QT.32                                                            23653.85657 +-         5.08238

0.47           1              1                   dNLO.QCD.QT                                                          24095.46952 +-         5.34893
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           1              1                   NLO.QT.32                                                            24095.46952 +-         5.34893

0.47           1              2                   dNLO.QCD.QT                                                          24322.71895 +-         5.58085
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           1              2                   NLO.QT.32                                                            24322.71895 +-         5.58085

0.47           2              0.5                 dNLO.QCD.QT                                                          19884.10397 +-         3.91391
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           2              0.5                 NLO.QT.32                                                            19884.10397 +-         3.91391

0.47           2              1                   dNLO.QCD.QT                                                          20390.35144 +-         4.11357
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           2              1                   NLO.QT.32                                                            20390.35144 +-         4.11357

0.47           2              2                   dNLO.QCD.QT                                                          20716.21072 +-         4.28690
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           2              2                   NLO.QT.32                                                            20716.21072 +-         4.28690

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.48           0.5            0.5                 dNLO.QCD.QT                                                          28606.04333 +-         6.81529
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           0.5            0.5                 NLO.QT.32                                                            28606.04333 +-         6.81529

0.48           0.5            1                   dNLO.QCD.QT                                                          28889.62890 +-         7.18542
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           0.5            1                   NLO.QT.32                                                            28889.62890 +-         7.18542

0.48           0.5            2                   dNLO.QCD.QT                                                          28913.75077 +-         7.50844
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           0.5            2                   NLO.QT.32                                                            28913.75077 +-         7.50844

0.48           1              0.5                 dNLO.QCD.QT                                                          23656.12794 +-         5.06705
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           1              0.5                 NLO.QT.32                                                            23656.12794 +-         5.06705

0.48           1              1                   dNLO.QCD.QT                                                          24098.13868 +-         5.33200
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           1              1                   NLO.QT.32                                                            24098.13868 +-         5.33200

0.48           1              2                   dNLO.QCD.QT                                                          24325.74636 +-         5.56249
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           1              2                   NLO.QT.32                                                            24325.74636 +-         5.56249

0.48           2              0.5                 dNLO.QCD.QT                                                          19885.74145 +-         3.90276
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           2              0.5                 NLO.QT.32                                                            19885.74145 +-         3.90276

0.48           2              1                   dNLO.QCD.QT                                                          20392.28971 +-         4.10127
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           2              1                   NLO.QT.32                                                            20392.28971 +-         4.10127

0.48           2              2                   dNLO.QCD.QT                                                          20718.41990 +-         4.27358
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.48           2              2                   NLO.QT.32                                                            20718.41990 +-         4.27358

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.49           0.5            0.5                 dNLO.QCD.QT                                                          28608.78141 +-         6.79407
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           0.5            0.5                 NLO.QT.32                                                            28608.78141 +-         6.79407

0.49           0.5            1                   dNLO.QCD.QT                                                          28892.86555 +-         7.16193
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           0.5            1                   NLO.QT.32                                                            28892.86555 +-         7.16193

0.49           0.5            2                   dNLO.QCD.QT                                                          28917.43306 +-         7.48294
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           0.5            2                   NLO.QT.32                                                            28917.43306 +-         7.48294

0.49           1              0.5                 dNLO.QCD.QT                                                          23658.01985 +-         5.05212
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           1              0.5                 NLO.QT.32                                                            23658.01985 +-         5.05212

0.49           1              1                   dNLO.QCD.QT                                                          24100.39630 +-         5.31550
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           1              1                   NLO.QT.32                                                            24100.39630 +-         5.31550

0.49           1              2                   dNLO.QCD.QT                                                          24328.33104 +-         5.54459
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           1              2                   NLO.QT.32                                                            24328.33104 +-         5.54459

0.49           2              0.5                 dNLO.QCD.QT                                                          19887.09820 +-         3.89191
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           2              0.5                 NLO.QT.32                                                            19887.09820 +-         3.89191

0.49           2              1                   dNLO.QCD.QT                                                          20393.92332 +-         4.08930
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           2              1                   NLO.QT.32                                                            20393.92332 +-         4.08930

0.49           2              2                   dNLO.QCD.QT                                                          20720.30119 +-         4.26059
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.49           2              2                   NLO.QT.32                                                            20720.30119 +-         4.26059

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.5            0.5            0.5                 dNLO.QCD.QT                                                          28611.40463 +-         6.77322
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            0.5            0.5                 NLO.QT.32                                                            28611.40463 +-         6.77322

0.5            0.5            1                   dNLO.QCD.QT                                                          28896.00092 +-         7.13888
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            0.5            1                   NLO.QT.32                                                            28896.00092 +-         7.13888

0.5            0.5            2                   dNLO.QCD.QT                                                          28921.02694 +-         7.45792
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            0.5            2                   NLO.QT.32                                                            28921.02694 +-         7.45792

0.5            1              0.5                 dNLO.QCD.QT                                                          23659.81322 +-         5.03745
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            1              0.5                 NLO.QT.32                                                            23659.81322 +-         5.03745

0.5            1              1                   dNLO.QCD.QT                                                          24102.56504 +-         5.29931
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            1              1                   NLO.QT.32                                                            24102.56504 +-         5.29931

0.5            1              2                   dNLO.QCD.QT                                                          24330.83599 +-         5.52703
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            1              2                   NLO.QT.32                                                            24330.83599 +-         5.52703

0.5            2              0.5                 dNLO.QCD.QT                                                          19888.37155 +-         3.88124
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            2              0.5                 NLO.QT.32                                                            19888.37155 +-         3.88124

0.5            2              1                   dNLO.QCD.QT                                                          20395.48067 +-         4.07754
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            2              1                   NLO.QT.32                                                            20395.48067 +-         4.07754

0.5            2              2                   dNLO.QCD.QT                                                          20722.11303 +-         4.24785
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.5            2              2                   NLO.QT.32                                                            20722.11303 +-         4.24785

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.51           0.5            0.5                 dNLO.QCD.QT                                                          28615.01919 +-         6.75280
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           0.5            0.5                 NLO.QT.32                                                            28615.01919 +-         6.75280

0.51           0.5            1                   dNLO.QCD.QT                                                          28900.27954 +-         7.11633
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           0.5            1                   NLO.QT.32                                                            28900.27954 +-         7.11633

0.51           0.5            2                   dNLO.QCD.QT                                                          28925.90164 +-         7.43348
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           0.5            2                   NLO.QT.32                                                            28925.90164 +-         7.43348

0.51           1              0.5                 dNLO.QCD.QT                                                          23662.30694 +-         5.02307
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           1              0.5                 NLO.QT.32                                                            23662.30694 +-         5.02307

0.51           1              1                   dNLO.QCD.QT                                                          24105.54295 +-         5.28345
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           1              1                   NLO.QT.32                                                            24105.54295 +-         5.28345

0.51           1              2                   dNLO.QCD.QT                                                          24334.24859 +-         5.50985
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           1              2                   NLO.QT.32                                                            24334.24859 +-         5.50985

0.51           2              0.5                 dNLO.QCD.QT                                                          19890.15822 +-         3.87078
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           2              0.5                 NLO.QT.32                                                            19890.15822 +-         3.87078

0.51           2              1                   dNLO.QCD.QT                                                          20397.63220 +-         4.06602
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           2              1                   NLO.QT.32                                                            20397.63220 +-         4.06602

0.51           2              2                   dNLO.QCD.QT                                                          20724.59214 +-         4.23539
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.51           2              2                   NLO.QT.32                                                            20724.59214 +-         4.23539

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.52           0.5            0.5                 dNLO.QCD.QT                                                          28618.20072 +-         6.73283
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           0.5            0.5                 NLO.QT.32                                                            28618.20072 +-         6.73283

0.52           0.5            1                   dNLO.QCD.QT                                                          28904.07684 +-         7.09427
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           0.5            1                   NLO.QT.32                                                            28904.07684 +-         7.09427

0.52           0.5            2                   dNLO.QCD.QT                                                          28930.24925 +-         7.40955
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           0.5            2                   NLO.QT.32                                                            28930.24925 +-         7.40955

0.52           1              0.5                 dNLO.QCD.QT                                                          23664.48092 +-         5.00902
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           1              0.5                 NLO.QT.32                                                            23664.48092 +-         5.00902

0.52           1              1                   dNLO.QCD.QT                                                          24108.16750 +-         5.26795
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           1              1                   NLO.QT.32                                                            24108.16750 +-         5.26795

0.52           1              2                   dNLO.QCD.QT                                                          24337.27599 +-         5.49305
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           1              2                   NLO.QT.32                                                            24337.27599 +-         5.49305

0.52           2              0.5                 dNLO.QCD.QT                                                          19891.70136 +-         3.86056
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           2              0.5                 NLO.QT.32                                                            19891.70136 +-         3.86056

0.52           2              1                   dNLO.QCD.QT                                                          20399.51581 +-         4.05476
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           2              1                   NLO.QT.32                                                            20399.51581 +-         4.05476

0.52           2              2                   dNLO.QCD.QT                                                          20726.78028 +-         4.22319
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.52           2              2                   NLO.QT.32                                                            20726.78028 +-         4.22319

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.53           0.5            0.5                 dNLO.QCD.QT                                                          28621.06931 +-         6.71330
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           0.5            0.5                 NLO.QT.32                                                            28621.06931 +-         6.71330

0.53           0.5            1                   dNLO.QCD.QT                                                          28907.50260 +-         7.07269
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           0.5            1                   NLO.QT.32                                                            28907.50260 +-         7.07269

0.53           0.5            2                   dNLO.QCD.QT                                                          28934.17487 +-         7.38613
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           0.5            2                   NLO.QT.32                                                            28934.17487 +-         7.38613

0.53           1              0.5                 dNLO.QCD.QT                                                          23666.43996 +-         4.99528
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           1              0.5                 NLO.QT.32                                                            23666.43996 +-         4.99528

0.53           1              1                   dNLO.QCD.QT                                                          24110.53402 +-         5.25279
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           1              1                   NLO.QT.32                                                            24110.53402 +-         5.25279

0.53           1              2                   dNLO.QCD.QT                                                          24340.00824 +-         5.47661
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           1              2                   NLO.QT.32                                                            24340.00824 +-         5.47661

0.53           2              0.5                 dNLO.QCD.QT                                                          19893.09124 +-         3.85057
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           2              0.5                 NLO.QT.32                                                            19893.09124 +-         3.85057

0.53           2              1                   dNLO.QCD.QT                                                          20401.21348 +-         4.04375
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           2              1                   NLO.QT.32                                                            20401.21348 +-         4.04375

0.53           2              2                   dNLO.QCD.QT                                                          20728.75430 +-         4.21127
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.53           2              2                   NLO.QT.32                                                            20728.75430 +-         4.21127

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.54           0.5            0.5                 dNLO.QCD.QT                                                          28623.55807 +-         6.69420
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           0.5            0.5                 NLO.QT.32                                                            28623.55807 +-         6.69420

0.54           0.5            1                   dNLO.QCD.QT                                                          28910.51547 +-         7.05155
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           0.5            1                   NLO.QT.32                                                            28910.51547 +-         7.05155

0.54           0.5            2                   dNLO.QCD.QT                                                          28937.66312 +-         7.36318
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           0.5            2                   NLO.QT.32                                                            28937.66312 +-         7.36318

0.54           1              0.5                 dNLO.QCD.QT                                                          23668.13386 +-         4.98185
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           1              0.5                 NLO.QT.32                                                            23668.13386 +-         4.98185

0.54           1              1                   dNLO.QCD.QT                                                          24112.61201 +-         5.23794
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           1              1                   NLO.QT.32                                                            24112.61201 +-         5.23794

0.54           1              2                   dNLO.QCD.QT                                                          24342.43462 +-         5.46051
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           1              2                   NLO.QT.32                                                            24342.43462 +-         5.46051

0.54           2              0.5                 dNLO.QCD.QT                                                          19894.28870 +-         3.84081
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           2              0.5                 NLO.QT.32                                                            19894.28870 +-         3.84081

0.54           2              1                   dNLO.QCD.QT                                                          20402.70154 +-         4.03298
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           2              1                   NLO.QT.32                                                            20402.70154 +-         4.03298

0.54           2              2                   dNLO.QCD.QT                                                          20730.50597 +-         4.19960
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.54           2              2                   NLO.QT.32                                                            20730.50597 +-         4.19960

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.55           0.5            0.5                 dNLO.QCD.QT                                                          28626.16606 +-         6.67552
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           0.5            0.5                 NLO.QT.32                                                            28626.16606 +-         6.67552

0.55           0.5            1                   dNLO.QCD.QT                                                          28913.62765 +-         7.03089
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           0.5            1                   NLO.QT.32                                                            28913.62765 +-         7.03089

0.55           0.5            2                   dNLO.QCD.QT                                                          28941.23030 +-         7.34075
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           0.5            2                   NLO.QT.32                                                            28941.23030 +-         7.34075

0.55           1              0.5                 dNLO.QCD.QT                                                          23669.93186 +-         4.96873
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           1              0.5                 NLO.QT.32                                                            23669.93186 +-         4.96873

0.55           1              1                   dNLO.QCD.QT                                                          24114.78027 +-         5.22344
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           1              1                   NLO.QT.32                                                            24114.78027 +-         5.22344

0.55           1              2                   dNLO.QCD.QT                                                          24344.93702 +-         5.44477
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           1              2                   NLO.QT.32                                                            24344.93702 +-         5.44477

0.55           2              0.5                 dNLO.QCD.QT                                                          19895.57514 +-         3.83127
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           2              0.5                 NLO.QT.32                                                            19895.57514 +-         3.83127

0.55           2              1                   dNLO.QCD.QT                                                          20404.26858 +-         4.02245
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           2              1                   NLO.QT.32                                                            20404.26858 +-         4.02245

0.55           2              2                   dNLO.QCD.QT                                                          20732.32625 +-         4.18819
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.55           2              2                   NLO.QT.32                                                            20732.32625 +-         4.18819

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.56           0.5            0.5                 dNLO.QCD.QT                                                          28627.99974 +-         6.65713
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           0.5            0.5                 NLO.QT.32                                                            28627.99974 +-         6.65713

0.56           0.5            1                   dNLO.QCD.QT                                                          28915.94059 +-         7.01055
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           0.5            1                   NLO.QT.32                                                            28915.94059 +-         7.01055

0.56           0.5            2                   dNLO.QCD.QT                                                          28943.98073 +-         7.31868
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           0.5            2                   NLO.QT.32                                                            28943.98073 +-         7.31868

0.56           1              0.5                 dNLO.QCD.QT                                                          23671.15667 +-         4.95579
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           1              0.5                 NLO.QT.32                                                            23671.15667 +-         4.95579

0.56           1              1                   dNLO.QCD.QT                                                          24116.35724 +-         5.20916
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           1              1                   NLO.QT.32                                                            24116.35724 +-         5.20916

0.56           1              2                   dNLO.QCD.QT                                                          24346.83547 +-         5.42929
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           1              2                   NLO.QT.32                                                            24346.83547 +-         5.42929

0.56           2              0.5                 dNLO.QCD.QT                                                          19896.42460 +-         3.82187
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           2              0.5                 NLO.QT.32                                                            19896.42460 +-         3.82187

0.56           2              1                   dNLO.QCD.QT                                                          20405.38509 +-         4.01209
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           2              1                   NLO.QT.32                                                            20405.38509 +-         4.01209

0.56           2              2                   dNLO.QCD.QT                                                          20733.68654 +-         4.17697
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.56           2              2                   NLO.QT.32                                                            20733.68654 +-         4.17697

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.57           0.5            0.5                 dNLO.QCD.QT                                                          28629.76311 +-         6.63862
-----------------------------------------------------------------------------------------------------------------------------------------------------
