qTcut          mu_R/mWbb      mu_F/mWbb      XS +- err (NLO.QCD)               

independent    1              0.5            37801.780       +- 2.0766106      
independent    1              1              39470.421       +- 2.2022470      
independent    1              2              40782.079       +- 2.3250548      
