#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1875.0308      1.6535156      1472.2943      1.2099578       3139.422      9.7075137
              5      1498.3026      1.2020294       1196.033     0.94347985       1955.079      1.8047011
             10       959.1938     0.94111767      766.98263     0.74572412      1231.7153      1.3021658
             15       634.5885     0.76623204      507.34764     0.61096279      812.07157      1.0431162
             20      436.08636     0.63198947      348.26385     0.50223733      557.97513     0.86004362
             25      309.60817     0.53519635      246.88152     0.42587168      396.57999     0.72151359
             30      226.48962     0.45490063      180.40082       0.360652      290.42143     0.61761167
             35      169.73692      0.3933063      134.87143     0.31012207      218.28694     0.52837699
             40      130.10271     0.34392137      103.28216     0.27142978       167.4653     0.46092319
             45       100.9652     0.30384833      80.071946     0.23886396      130.23049     0.42518947
             50      79.905122     0.27070696      63.155665     0.21313011      103.18343     0.36718371
             55      64.366039     0.24405413      50.763067     0.19158481      83.322487     0.33279258
             60      52.467101     0.22202291      41.154153     0.17260167      68.377304     0.30369167
             65      42.592347     0.19844766      33.330007     0.15540387      55.655496     0.27196174
             70      35.650467     0.18036407      27.826301      0.1396341      46.725689     0.24677329
             75      29.958923     0.16559664      23.313065     0.12800233      39.412081     0.22776411
             80      25.150086     0.16227732      19.507354     0.12322404      33.242384     0.22745626
             85      21.295685      0.1407389      16.470269     0.10778017      28.238999     0.19494048
             90      18.398671     0.13197731      14.208569      0.1006371      24.423703     0.18301582
             95      15.774086     0.11986919      12.173106     0.09245582      20.959759     0.16772752
            100      13.425291     0.11271417      10.336044    0.085851192      17.886894      0.1591064
            105      11.915557      0.1067665      9.1323177    0.081096758      15.971636     0.15002918
            110      10.290486     0.10116376      7.8992138    0.076523063      13.758647      0.1428379
            115      9.1775261    0.092677812      7.0208351    0.070251644      12.325422     0.13040643
            120      8.0824271     0.08799458      6.1705738    0.066270308      10.880456     0.12467957
            125      7.1187708    0.084782995      5.4223929    0.064495351      9.6080851     0.11931138
            130      6.2753732    0.079838276      4.7761846    0.059683231       8.477648     0.11483726
            135      5.7647057      0.1179449      4.3506889     0.08352026      7.8706937     0.17458107
            140       4.989081    0.069711948      3.7950866    0.052394385      6.7441327    0.099725886
            145      4.5239547     0.06809923      3.4201951    0.050563876      6.1613437    0.097765464
            150      4.0814108    0.060736149      3.0930463    0.049046257       5.537682     0.09867347
            155      3.7231235    0.066856387      2.7965366    0.048882326      5.1129519    0.097019626
            160      3.2914427    0.056559768      2.4881715      0.0419944      4.4816719    0.080787743
            165      2.9924067    0.052402779      2.2521433    0.039208905       4.098512    0.075207226
            170      2.7852921    0.051395937      2.0902037    0.038082242      3.8281799    0.073917933
            175      2.5624769    0.053173256      1.9134292    0.039070642      3.5423063    0.076728984
            180      2.2407444    0.056367312      1.6762625     0.04077988      3.0913112    0.082935434
            185      2.1544922    0.053975782      1.6074678    0.039150275      2.9817553    0.080053126
            190      1.8813992    0.041928589      1.4096202     0.03164301      2.5906666    0.061465039
            195      1.7355657    0.042587196      1.2977259    0.031327556       2.395772    0.061893441
            200      1.6362943    0.072045416      1.2133501    0.049738375      2.2803294     0.10920554
            205      1.4167361    0.036926663      1.0584315     0.02742026      1.9583349    0.053261831
            210       1.370737    0.036679452      1.0117206    0.026749312      1.9213997    0.053153405
            215      1.2990402    0.053105427     0.96045892    0.035839712      1.8180557    0.084801673
            220      1.2097796    0.044516114     0.88959224     0.03104155      1.7036468    0.067338894
            225      1.0538015    0.037508932     0.77790139    0.026612221      1.4767144    0.056252308
            230     0.98533874    0.030996466     0.73169148    0.022797515      1.3713347    0.044771084
            235     0.88682006    0.028912131     0.66012783    0.021436207      1.2312656    0.042317082
            240     0.87498187    0.030835686      0.6437238    0.022258402      1.2312523    0.045220584
            245     0.78069181    0.027143136     0.57670589     0.01985849      1.0931825    0.039412748
            250     0.75488118    0.045094887     0.55983466    0.036332239      1.0515613    0.056269189
            255     0.68927012    0.026981231     0.50540233     0.01943452      0.9729372    0.039525485
            260     0.60233303     0.02327171      0.4460556    0.017035593     0.84082959     0.03406159
            265     0.54319061    0.022784762     0.40519205    0.016832918     0.75212363    0.034915181
            270     0.54527364    0.022255941      0.3957398    0.016039901     0.78064436    0.032809145
            275     0.50452967    0.021233837     0.37254252    0.015704351     0.70786416     0.03236152
            280      0.5197249    0.023295409     0.37995458    0.016825158     0.73727998    0.034727647
            285     0.44497579    0.021223688     0.32282226    0.015161174     0.63635862    0.031460993
            290     0.45260236    0.022684016     0.32962495    0.015971728       0.644849    0.034398289
            295     0.41910903    0.025309781     0.30309359    0.017538029     0.60269298    0.038692992
            300     0.38716299     0.01883009     0.28471579    0.013786677     0.54584671    0.027889329
            305     0.37764567    0.023388037     0.27598795    0.016411069     0.53579276    0.035232964
            310      0.3311636    0.018811497     0.24301915    0.013530514     0.46776648    0.028113304
            315       0.294119    0.016365904     0.21298278    0.011731309     0.42192114     0.02416662
            320     0.32209384    0.019158051     0.23308894    0.013619477     0.46218772    0.028830389
            325     0.28363953    0.019290509     0.20429902    0.013470646     0.41005202     0.02929825
            330     0.24288413    0.015014452     0.17521819    0.010792087     0.34941329    0.022058757
            335     0.25281884    0.016001213     0.18373888    0.011379478     0.36157433    0.023960325
            340     0.26626496    0.017871957     0.18985811    0.012480064     0.38895435    0.026977781
            345     0.22070634    0.016657028     0.16016257    0.011619976     0.31584106    0.025490402
            350     0.21645413    0.029078501     0.15381691    0.019756372     0.31687486    0.044400879
            355     0.19547913    0.013962194     0.14010778   0.0097755213      0.2840276    0.021218474
            360     0.17735051     0.01274035      0.1276015   0.0091102464     0.25658024    0.018946492
            365     0.16791425    0.013396212     0.12192418   0.0094673048     0.24066976    0.020365347
            370     0.17869524    0.014350011     0.12843207    0.010168521     0.25815657     0.02134851
            375     0.15463303    0.011624959     0.11207845   0.0083805043     0.22132884    0.017081345
            380     0.14834028    0.011415082     0.10660827    0.008143564     0.21461179    0.016971064
            385     0.16086535    0.013323064     0.11536123   0.0093547581     0.23345746    0.020198979
            390     0.14655238    0.014555317     0.10697029    0.010189655     0.20820545    0.022438146
            395     0.14927126    0.023989585     0.10673827    0.016474808     0.21685218    0.036262425
            400     0.11869388    0.010152855    0.085857796   0.0072541686     0.17080644    0.015144683
            405     0.12587258    0.020135801    0.088551063    0.013582293     0.18710992    0.031204318
            410     0.10835388   0.0095676651    0.081177795   0.0073686309      0.1489098    0.015309658
            415     0.11169907    0.009759181    0.078611791   0.0069020459     0.16546022    0.014662583
            420    0.099842303    0.011586626     0.07120002   0.0079308075     0.14557998    0.017901204
            425    0.099681142    0.010159545    0.072168335   0.0072516629     0.14332417    0.015436148
            430     0.10734002    0.010645085    0.077845063   0.0074882493     0.15380193    0.016278089
            435    0.081642224    0.015156598    0.057983799    0.010357028     0.11958616    0.023102793
            440    0.080442972    0.011635125    0.058180984   0.0077760349     0.11566427    0.018700303
            445    0.085357185   0.0085673653    0.060660807   0.0060985581     0.12505876    0.012764878
            450    0.088796712    0.010513296    0.062539075   0.0072615001     0.13149289    0.016113468
            455    0.070662284   0.0077306698    0.051174272   0.0055158074     0.10152911    0.012043567
            460    0.089673347     0.01003709    0.063886575   0.0070611466     0.13112959    0.015204194
            465    0.062697224   0.0077125012     0.04519626    0.005500497    0.090391437    0.011564939
            470     0.06733624   0.0084647715    0.047026004   0.0058880059     0.10049199    0.012834625
            475    0.055338091   0.0072573473    0.039067657   0.0051102563    0.081630787    0.010865033
            480    0.064049764   0.0074506979    0.044635728   0.0052042921    0.095928268     0.01135896
            485    0.058193662   0.0072121927    0.041214468   0.0050962194    0.085739547    0.010875331
            490    0.060382579   0.0085410401    0.042638091   0.0058963137    0.089368012    0.013109211
            495    0.044134803   0.0061852176    0.031266831   0.0043616946     0.06508122   0.0093296055
            500    0.044134803   0.0061852176    0.031266831   0.0043616946     0.06508122   0.0093296055
