# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      252.24594      1.9728831      204.31517      1.5609158      317.00426      3.2031685
            0.4      238.93239      1.9499447      193.69641      1.5459899      301.35281      4.6736807
            0.8      209.18117      1.8251272       169.9032      1.4426664      260.15763      3.0185987
            1.2      172.24118      1.6808653      139.90037      1.3170506      220.14243      4.7629525
            1.6      124.43173      1.4034983       101.3605      1.1169535      160.22263      2.2640592
              2      78.334989      1.1404498      63.988419     0.90412759      98.435837      1.7218081
            2.4      78.334989      1.1404498      63.988419     0.90412759      98.435837      1.7218081
