# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      274.67481      2.2784343      197.47392      1.4400314      451.42567      15.241934
              1      985.85829       4.131896      715.27398       2.684398      4350.5062      48.394333
              2      1176.0126      3.8193968       891.6951      2.6506628       2815.413      23.479594
              3      1209.0988      3.4798771      933.20947      2.4936155      2179.8721      12.233496
              4      1175.1369      3.1799857      915.74835       2.333228      1853.2201      8.2436053
              5      1122.3969      2.9747039      878.72263      2.2153364      1657.5025      6.2532937
              6      1060.8993      2.7579295       833.0599      2.0708062      1507.7796      5.3701929
              7      1009.3015      2.6131521      794.07748      1.9828656      1397.0613      4.5800111
              8      953.00854      2.4813969      751.10906      1.8931966      1296.0666      4.3316171
              9      898.76704      2.3679061      709.32077      1.8055523      1210.6444      3.8371704
             10      854.59721      2.2690486      675.33579      1.7359123      1142.8937      3.5102927
             11      814.70639      2.1825461      644.40874      1.6942251      1081.9093      3.4102252
             12      774.30311      2.1053462      612.51994      1.6399818       1022.976      3.2044198
             13      734.83656      2.0362613      581.90865      1.5696093      963.15978      3.0995263
             14      700.83947      1.9649296      555.51126      1.5337241      918.54506      2.9675889
             15      673.43557      1.9109701      534.01793      1.4877067      878.45687      2.7356515
             16      642.35708      1.8555227       509.2555       1.447479      836.50373      2.6500222
             17        615.999      1.8053586      488.78797      1.4050403      800.29656      2.5659064
             18      591.19888      1.7627236      469.43458      1.3925347      766.22682      2.5078937
             19      566.47237      1.7159887      450.07164      1.3505142      732.16007      2.4481749
             20      544.77965       1.672659      432.74288      1.3131389      703.41428       2.366937
             21      524.05781      1.6310191      416.14248      1.2765409       675.5246      2.3705201
             22      504.50015      1.6056898      401.06031      1.2654398      648.69972      2.2324728
             23      485.24442      1.5617537      385.59292      1.2263228      624.56974      2.1341599
             24      466.52352      1.5250791      370.77817      1.1940719      600.22315      2.0933167
             25      449.03135      1.4899234      357.08316       1.171478      576.82487      2.0315732
             26      432.82442      1.4617325      343.89242      1.1471985      556.16875      1.9896839
             27      415.70449       1.435324       330.4928      1.1314653      533.39796      1.9847096
             28      401.79226       1.399395      319.53435       1.100202      515.11679      1.9785574
             29      387.35621      1.3703216       308.0362      1.0789019      495.79128      1.8948853
             30       374.2285      1.3432096      297.81356      1.0614323      478.85596      1.8444356
             31      361.58877      1.3167769      287.77791      1.0385312      462.78521      1.7809946
             32      347.92152      1.2897225      276.70295      1.0172708      445.49301      1.7373586
             33      335.85082      1.2631107      267.04519     0.99727482      430.60067      1.7556475
             34      324.71565      1.2854283      258.50807      1.0244832      415.05606      1.7331198
             35      314.04658      1.2172161      249.85436     0.96219977      401.82084      1.6411164
             36      302.28037       1.189652      240.41331     0.93768551      386.79399      1.5969454
             37      292.17243      1.1692465      232.39616     0.92161899      373.67201      1.5663317
             38      281.35726      1.1433631      224.07837     0.90314751      359.23248      1.5435224
             39      273.51647       1.125504      217.74113     0.88750023      349.27741      1.5227879
             40          263.3      1.1004572      209.56542     0.87000084      336.36612      1.4802984
             41      255.37492        1.08215      203.09535     0.85577065      326.44405      1.4620354
             42      246.19161      1.0653495      195.94948     0.83973546      314.32339      1.4347384
             43      238.52668      1.0417764      189.92568     0.82264726      304.33929        1.40224
             44      229.90269      1.0226076      182.93172     0.81174157      293.56723      1.3723524
             45      223.36529      1.0066994      177.52465     0.79377739      285.82068      1.3559958
             46      214.14034     0.98315124      170.37192     0.77519243      273.55153      1.3192219
             47       207.1557     0.96540667      164.90802     0.76232665      264.36386      1.2967051
             48      199.83802     0.94762795      158.93315     0.75042429      255.44708      1.2720386
             49      195.31439     0.93361964      155.44093     0.73768382      249.37879       1.249213
             50      195.31439     0.93361964      155.44093     0.73768382      249.37879       1.249213
