#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1016.9526      1.5511772      773.03396      1.0699593      2419.7282      14.231002
              5      1109.4258       1.207369      875.02554     0.91347825      1555.7931      2.3535177
             10      890.92328     0.99141278      707.44716     0.76967447      1179.2612      1.5605938
             15      735.66118     0.87025463      585.87989     0.68313538       955.9496       1.263551
             20      619.32128     0.78241712      493.95664     0.61683781      797.45695      1.0984263
             25      524.87824     0.71360348      419.10248     0.57245306      672.66053     0.97876217
             30      448.32337     0.66269729      358.29227     0.52616404      572.89926     0.90200348
             35       383.9471      0.5994942      306.95891     0.47612169       489.9253      0.8088858
             40      329.78371     0.55208809       263.6845     0.43858047      420.21475     0.73925935
             45      283.10923     0.51114787       226.4145       0.408143      360.52415     0.68205592
             50      244.90063     0.47796385      195.89712       0.380666      311.59787      0.6356679
             55      211.23806     0.43869114      169.05356      0.3512004      268.46048      0.5878477
             60       183.1672     0.40588114      146.59197        0.32368      232.85048     0.55073331
             65      158.68843     0.38029254        127.066     0.30267851      201.51026      0.5068997
             70      137.52717     0.35195091      110.23285     0.28822395      174.41237     0.47641488
             75      119.55074     0.33166842      95.809056     0.26498907      151.60476     0.44687443
             80      104.81146     0.30653902      83.968252     0.24396779      132.96618     0.40755935
             85      91.623829     0.29433626      73.377242     0.23227471      116.31842     0.39500857
             90      80.468135     0.26803297      64.536668     0.21446398      101.81599     0.36704689
             95      70.853546     0.25125316      56.642051     0.19922867       89.94971     0.33702804
            100      61.981978     0.23483429      49.505235     0.18602108      78.743656     0.31612491
            105      54.431179     0.21933749      43.492746     0.17402648      69.099902     0.29627472
            110      48.412701     0.21130509      38.600865     0.16613129      61.609354     0.28591326
            115      42.632537     0.19691372      33.936313     0.15446042      54.343469     0.26546857
            120      38.256686     0.18527356       30.46245     0.14617734      48.734402      0.2506558
            125       33.99196     0.17373848      27.026504     0.13611141      43.383585      0.2343396
            130       30.11513     0.16461029       23.95085     0.13164203      38.403773     0.22837156
            135      27.123796     0.15611246      21.568602     0.12293948      34.597845     0.21271683
            140      23.696388     0.14602483       18.88665     0.12596638      30.115897     0.21230573
            145      21.774385     0.14123888      17.262256      0.1101124      27.869771     0.19212604
            150      19.282508     0.13317641      15.303029     0.10436388      24.630358     0.18207847
            155      17.296254      0.1279483      13.725264    0.099801906      22.088474     0.17698663
            160      15.555948     0.11893422       12.36357    0.094265249       19.82127     0.16641032
            165      14.070174     0.11299419      11.145978    0.088308502      18.005966     0.15621111
            170      12.688521     0.10790251      10.041564    0.084157075      16.258575     0.14763361
            175      11.757113     0.10258706      9.3004797    0.080078769      15.064529     0.14012869
            180      10.324479     0.09744303      8.1624308    0.076031066      13.235926      0.1345055
            185      9.2777257    0.091307132      7.3290586    0.070882395      11.898501     0.12512941
            190      8.5295945    0.087962733      6.7209711    0.068220762       10.97997     0.12175455
            195       7.865531    0.085922696      6.2212256    0.066920635      10.071461     0.11911363
            200      7.2014339    0.081011809       5.710757    0.063401114       9.186168     0.11377066
            205       6.584734    0.076964488      5.2191154    0.062439824      8.4032436     0.11352316
            210       5.949215    0.074844382      4.7361912    0.069277597      7.5421334     0.13669333
            215      5.3517416    0.071909466      4.2416784    0.055681839      6.8249337     0.10092636
            220      4.9111229    0.067034431      3.8765428    0.051827679      6.2996373    0.092437833
            225      4.6689491    0.065330373      3.6741821    0.050219386      6.0117605    0.089987252
            230      4.1927425    0.061663537      3.2985199    0.047790439      5.4007216    0.085577338
            235      3.8428398    0.079919952      3.0246168     0.05838012      4.9455693     0.11565171
            240      3.5164269    0.056233189      2.7717736    0.043421909      4.5156329    0.078402013
            245      3.2348679    0.053855834      2.5428433    0.041539529      4.1697213    0.073772428
            250      3.0285921    0.058327662       2.380114    0.043820601      3.9026981    0.083739506
            255      2.8298623    0.052158656       2.233064    0.040088807       3.627525    0.074036378
            260      2.5580847    0.048025245      2.0166825    0.037245612      3.2802595    0.066782565
            265      2.3660069    0.046850455      1.8690741    0.036365658      3.0270915    0.065127297
            270      2.1975824    0.044578839      1.7217343    0.034050476      2.8430329    0.061967513
            275      2.0783002    0.044654163      1.6414552     0.03422976      2.6583469    0.062674437
            280      1.9328159      0.0421139      1.5262436    0.032467809      2.4718685    0.058831279
            285      1.7870184    0.040492954       1.413433     0.03168715      2.2805443    0.058481553
            290      1.5762585    0.037664671      1.2410408    0.028963535      2.0230119    0.052209411
            295       1.489227    0.036890813       1.166083    0.028158707      1.9267469    0.051349102
            300      1.4639398    0.036535928      1.1523376    0.028023484      1.8804724    0.051323304
            305      1.2604278    0.034189156      1.0049308    0.026607642      1.5889816    0.048765979
            310      1.2303016    0.034149098     0.96357137    0.025930736      1.5905752    0.047840878
            315      1.1488078    0.032411737     0.89331569    0.024581434       1.499867    0.045361054
            320      1.1323011    0.036469358     0.89129611    0.027499924      1.4526485    0.052822211
            325     0.91844523    0.029593172     0.72331719    0.022389576       1.177767    0.042671079
            330     0.97157642    0.029362654     0.76656676    0.022483558      1.2429581    0.041615771
            335     0.90896443    0.028894338     0.71598344    0.022266591      1.1645202    0.040331836
            340     0.77792966    0.026636492     0.61406354    0.020254522     0.99290441    0.037736098
            345     0.80786657    0.026267375     0.63713839     0.02091498      1.0324676    0.037332789
            350     0.69915646     0.02527793     0.55107293    0.019473586     0.89518771    0.035247386
            355     0.67054766    0.026685171     0.52764967    0.020035439     0.85897739    0.038408596
            360     0.61449594    0.024387431     0.50523519    0.026674878     0.73900796    0.056290278
            365     0.56337687    0.029880604     0.44075444    0.021593429     0.72808293    0.043804993
            370      0.5222898     0.02211098     0.40874911    0.016904062     0.67453047    0.031604629
            375     0.55801929     0.02364439     0.43673228    0.017925813     0.72040363     0.03337809
            380     0.46314846    0.020693755     0.36304488     0.01572921     0.59611124    0.029410957
            385     0.45315886    0.020325311     0.35134043    0.015357943     0.59228444    0.028449213
            390     0.45700718    0.020983069     0.35823373    0.015982128     0.58898822    0.029309461
            395     0.36948636    0.018714294     0.29990879    0.016992612     0.44985933    0.037504665
            400      0.3779824    0.018707002     0.29495096     0.01416615     0.48930238    0.025977857
            405     0.38717045    0.018879005     0.30498196    0.014483163     0.49491083    0.026055616
            410     0.32566266    0.017636874     0.25696324    0.013342975     0.41602272    0.025321924
            415      0.3083686    0.016683317     0.24725466    0.013076539     0.38342778    0.023095637
            420     0.30314809    0.017144326     0.24046756     0.01320029     0.38335795    0.024219965
            425     0.27560319    0.015830972     0.21958489    0.012110895      0.3455313    0.023410506
            430     0.27586155    0.016091664     0.21609923    0.012208566     0.35491835    0.022855074
            435     0.28071185    0.016269575     0.21926345    0.012183289     0.36348226    0.023443216
            440     0.22670478    0.014638022     0.17948837    0.011174917     0.28725427    0.020628952
            445     0.25521836    0.033158579     0.19854619    0.022418333     0.33170648    0.051366845
            450     0.21455218     0.01458534     0.16898195    0.010944392      0.2740198    0.021326333
            455     0.20825665    0.013633276     0.16405691      0.0106107     0.26549219    0.019060819
            460     0.17562132    0.013098838     0.13732835   0.0097595327     0.22634098    0.018812068
            465     0.18133713    0.013642336     0.14080864    0.010134089     0.23604059    0.019633596
            470     0.15846671    0.012538651     0.12252957   0.0092347445     0.20767047    0.018048971
            475     0.15199392    0.012318172     0.12023776   0.0092859102     0.19195475    0.017642883
            480     0.14585094    0.011814572     0.11233189   0.0087411496     0.19241445    0.016968237
            485      0.1451676    0.012121859     0.11120169   0.0088627972     0.19267758    0.017609691
            490     0.15436882     0.01202254     0.12084902   0.0091601234     0.19851562    0.017587516
            495     0.13501685    0.010831077     0.12323853     0.02037247     0.13890211    0.012727117
            500     0.14452831     0.02378487     0.11134975    0.016079406      0.1899166    0.036846703
            505     0.13091004    0.010963838     0.10311091   0.0084314315     0.16697038    0.015139375
            510     0.10967959     0.01009896    0.087341128   0.0077915807     0.13792001    0.014361529
            515     0.12075352    0.010626471     0.09100313   0.0077985608     0.16384807    0.015219945
            520     0.11314917    0.010702046    0.091554842   0.0085152742     0.13863316    0.016897301
            525     0.15268002    0.038173264     0.11890201     0.03186351     0.19723105    0.052297237
            530    0.081622696    0.009158523    0.063493268   0.0067477541     0.10555821    0.013291411
            535    0.096844015   0.0095015805     0.08042086   0.0085291596     0.11406458    0.015334707
            540    0.084129133    0.008718786    0.067221941   0.0066107092      0.1047564    0.012780025
            545    0.077567362   0.0088599567    0.061881902   0.0064916557    0.096611752    0.013068537
            550    0.061323346    0.007994321    0.048564567   0.0058170324    0.077657598    0.012027449
            555    0.083589192    0.016595463      0.0659961    0.011280838     0.10623449    0.025925022
            560    0.096408504   0.0096853467    0.072476594   0.0071281356     0.13113396    0.013837533
            565    0.064621732   0.0077857399    0.049911837   0.0057135103    0.084721398    0.011284454
            570    0.067377834   0.0079328753    0.053018307   0.0062171955     0.08616004    0.011547306
            575    0.062636929   0.0076856111    0.050344744   0.0058350596    0.077248189    0.010999679
            580     0.06119372   0.0073918018    0.047366595   0.0055554939    0.079923563    0.010431367
