#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      568.31251     0.83156046      440.00208     0.61092044      913.22932      5.2005373
              5      1229.2481      1.1935415       956.4664     0.88284425      1932.0084      7.2563808
             10      1253.4356      1.2011671      981.87254      0.8961385      1896.6548      6.6359406
             15      1049.4708      1.1088261      827.00721     0.83629088      1546.1992      5.5309535
             20      827.50918     0.98641318      656.01243     0.75075768      1171.7259      4.5457482
             25      643.35107     0.87333073      512.19971     0.66800079      897.83595      3.6426437
             30      498.42924     0.77243066      398.37745     0.59422166      680.02499      2.9757243
             35      391.05943     0.68050747      313.72599     0.52795391      521.13323      2.4932392
             40      309.71646       0.607094      249.18678     0.47298856      408.78825      2.0371709
             45      247.83472     0.54228482      199.87489     0.42679724      323.62832      1.6188073
             50      200.38207     0.48541779      161.90729     0.38273008      258.73198      1.4825665
             55      163.13936     0.43876814      132.08545     0.34579897      210.47496      1.2584935
             60      133.64462     0.39651541      108.48465     0.31271925      168.60721      1.1017606
             65      111.22095     0.36022581      90.360231     0.28624333      140.06736     0.94775413
             70      92.766937     0.32951357      75.499569     0.26459724      117.95119     0.81644898
             75      78.644797     0.30717389      64.174625     0.26327471       97.57389     0.46054331
             80      66.467743     0.27693712      54.209445       0.220455      83.420579      0.7291514
             85      56.569718      0.2562685      46.253078     0.21546809      71.575534     0.59813711
             90      48.556537     0.23765795      39.809624     0.19561776      60.242074     0.35917663
             95      41.731343     0.21793618      34.127664     0.17625379      52.121246     0.31511015
            100      35.728344     0.20246021      29.164403      0.1624105      44.574365     0.29859963
            105       31.73088     0.18922731      25.839738     0.15246977      39.637567     0.26706548
            110      27.651496     0.17899433      22.536231     0.14373014      34.568345     0.25903377
            115      24.100346     0.16785964      19.625025     0.13559565      30.066888     0.24374779
            120      21.191784     0.15573339      17.273143     0.12552109      26.359663     0.23344817
            125      18.701203     0.14798165      15.244581     0.11873515      23.226049     0.21643094
            130      16.758554     0.13640106      13.599802     0.10900587      20.978363     0.18473847
            135      14.852623     0.12955105      12.057463     0.10311984      18.591063     0.17637134
            140      13.113538     0.12049614      10.615882      0.0960078      16.409744     0.16655584
            145      11.642665     0.11520682      9.4531173    0.091531982       14.58161      0.1706465
            150      10.338968     0.11659267      8.4339605    0.094916605        12.8186     0.16184431
            155      9.4706441     0.10625222       7.684769    0.083694774       11.85034     0.14654275
            160      8.3989272    0.095985091      6.8367173    0.081289204      10.441653     0.14110051
            165      7.4965838    0.092345296       6.084404    0.073351301      9.3109141     0.14963277
            170      7.0265212    0.093505901      5.6706264    0.073101131      8.8702332      0.1377346
            175       6.283196    0.084432546      5.1035929    0.067306816      7.8261109     0.12683972
            180       5.657762    0.078551399       4.564378    0.062458969      7.0961425     0.10650432
            185      4.9899684    0.074929652       4.043033    0.059285934      6.2138966     0.10296935
            190      4.6629889    0.074022444      3.8006179    0.058282168      5.7776667     0.10378853
            195      4.3719879    0.070368129      3.5280359    0.055273843      5.4724121    0.096775681
            200      3.8811947    0.072489522      3.1236601    0.055754529      4.8910112    0.099929444
            205      3.6243986    0.064651914      2.9498923     0.05173034      4.5039914     0.08935542
            210      3.3093482    0.062968147      2.6721959    0.049361825      4.1503058    0.085885191
            215      2.9892564    0.058356445      2.4137768    0.046048567      3.7452695     0.07918981
            220      2.6689748    0.054583449      2.1718269    0.043799105      3.3071555    0.078368566
            225      2.4537955     0.05266359      1.9792279    0.041391664       3.078402     0.07466351
            230      2.3467517    0.051320311       1.906663    0.040610571      2.9140477    0.070962041
            235      2.1702364    0.049160026      1.7399187    0.038482744       2.743148    0.066183041
            240      2.0029177    0.049663017      1.6188574    0.038480223      2.5015953    0.068377941
            245      1.8509517    0.051269821      1.4906706    0.039341196       2.296092    0.068532698
            250      1.6745881    0.043310095       1.348093    0.033933346      2.1060017    0.059358241
            255      1.5870058    0.042324417      1.2866291    0.033850976       1.982211    0.058245002
            260      1.4753948    0.045104319      1.1789847    0.034068732      1.8701743    0.063558743
            265      1.3480258    0.037909647       1.104975    0.035418666       1.644697    0.067954325
            270      1.2351885    0.036963816      0.9873289    0.028798362      1.5643056    0.050217509
            275      1.1105654    0.035288856     0.89871046    0.028275079       1.384045    0.049607856
            280      1.0641487    0.034842722      0.8642851    0.027337193      1.3281313    0.048951323
            285     0.98108542    0.033667072     0.78765625    0.026245295       1.233139    0.045891982
            290     0.93509244    0.034919721     0.75435868    0.026833426      1.1663406    0.049649655
            295     0.89791342    0.033223583     0.72566195    0.026015117      1.1180013    0.045747315
            300     0.77317313    0.030644423      0.6225348     0.02366539     0.96768929    0.042956187
            305     0.77325925    0.030322415     0.61883975    0.023375298     0.97495809    0.041843302
            310     0.68665962    0.027957068     0.55401133    0.021848503     0.85861735    0.038164194
            315     0.66507364    0.026926536     0.53748386     0.02080802     0.82866774    0.037352249
            320        0.62147    0.028128784     0.49480242    0.021393687     0.79055566     0.03944455
            325     0.56519898    0.024675914     0.45541903    0.019575261     0.70781336    0.033401664
            330      0.5369336    0.024683117     0.43169923    0.019136521     0.67251757    0.034233343
            335     0.50764366    0.023254606     0.40131197    0.017878153     0.65145787    0.031893514
            340     0.43707726    0.022874418     0.35308424    0.017632695     0.57139183    0.058661452
            345     0.43767841    0.022046151     0.36271963     0.01783499     0.52544468    0.031939764
            350     0.41281866    0.022743684     0.34137779    0.017842535     0.49756855    0.033768627
            355     0.40859492    0.020763602     0.32522837    0.016118386     0.51855708    0.028576169
            360     0.37011193    0.020750698     0.29844148    0.015898736     0.46252233     0.02886677
            365     0.30127065    0.018588932     0.24550003    0.014119703     0.37025575    0.027442964
            370     0.34143352    0.019766026     0.27440289    0.015213486     0.42773195    0.027135529
            375     0.29335307     0.01786911     0.23656131    0.013995736     0.36605616    0.024087207
            380     0.28359545    0.018525215      0.2320134    0.014480793     0.34557163    0.025979094
            385     0.29906724    0.020421238     0.23733755    0.015421369     0.38180786    0.029360551
            390     0.25175368    0.018067405      0.2079374    0.013766985     0.30242059    0.026472307
            395     0.22461193    0.016530883     0.18213333    0.013015124     0.27859571    0.022370415
            400     0.23702953    0.017095953      0.1930499    0.013091265     0.28961937    0.024004936
            405     0.20519402    0.014948762     0.16433988    0.011606865     0.25824413    0.021011798
            410      0.2176536    0.015444322     0.17525121    0.011985412     0.27192003    0.021028869
            415     0.21391281    0.015134207     0.17221699    0.012359359     0.26660274    0.021608211
            420     0.21124561    0.014269221     0.16737368    0.011158232     0.26904475    0.019193354
            425     0.17797778    0.014154326     0.14587076    0.011284821     0.21547835    0.022588712
            430     0.15196423    0.012920319     0.12073728     0.01012194     0.19422921    0.017775237
            435     0.14392183    0.014391956     0.11648882    0.010697518     0.17813766    0.020875543
            440     0.13904746    0.012962542      0.1116953   0.0098822527      0.1740835    0.018330584
            445     0.15541189    0.012793356     0.12366305    0.009951811     0.19681969    0.017218629
            450     0.12860697    0.012046072     0.10407516   0.0090751081     0.15906685    0.017242814
            455     0.13667195    0.011837855     0.10881768   0.0091265434     0.17275589    0.016284068
            460     0.12428801    0.012755853    0.098659476   0.0094828724     0.15806954    0.018457675
            465      0.1350627    0.013352419     0.10747327    0.010391662      0.1731228    0.018563707
            470    0.098826141    0.011296275    0.078445787   0.0082405748     0.12583648    0.016687178
            475     0.11803177     0.01165082     0.09354065   0.0089765972     0.15057463    0.016403438
            480     0.10722762    0.011185746    0.084410728   0.0084978909     0.13862969    0.015595349
            485    0.084176397   0.0095448118     0.06861061   0.0075931959      0.1027306    0.012818868
            490    0.077285571    0.010002262    0.063256296   0.0075722847    0.094291102    0.014301873
            495    0.076999724   0.0093415557    0.061935984   0.0073593578    0.095663716    0.013409762
            500    0.066510708   0.0091708834    0.054080227   0.0069013573    0.081736967    0.013015646
            505    0.092247933   0.0098437742    0.072703024   0.0075093141     0.11823689    0.013687563
            510    0.053994409   0.0082418526    0.045153307   0.0064327917    0.063790315     0.01108493
            515    0.077191161    0.009712313    0.060174882   0.0071659109     0.10068795    0.013947937
            520    0.068645748   0.0088891398     0.05496588   0.0067158619    0.086242027    0.012512144
            525    0.061457992   0.0081108043    0.049083602   0.0062852192    0.077286437    0.011089141
            530    0.054564862    0.007498036    0.042981063   0.0058170097    0.069733681    0.010154477
            535    0.092334349    0.031071575    0.068117677    0.020551409     0.12874084    0.048747666
            540    0.043169567   0.0072718585    0.035902232   0.0055100143    0.051180729    0.010328927
            545    0.059799213   0.0079931858    0.048612356   0.0060184845    0.073156516    0.011502151
            550    0.044372677   0.0071426223    0.035599715   0.0054177808    0.055521844    0.010006148
            555    0.035379803   0.0068827033    0.027928445   0.0049600988     0.04513449    0.010139179
            560    0.051090629   0.0075333464    0.040335512   0.0056079919    0.065241122    0.010756486
            565    0.058196023   0.0076957123    0.047161189   0.0060351371     0.07190415    0.010616129
            570    0.042686358   0.0063970662    0.033332303   0.0049489235    0.055287518   0.0087725976
            575    0.042543917    0.006541463      0.0340125   0.0051210129    0.053641063   0.0088001595
            580     0.03200874   0.0074931506    0.028432874    0.005867836    0.033381378    0.011095102
            585    0.038522598   0.0062072296    0.031124112   0.0050036956    0.047177283   0.0080133085
            590     0.03406313   0.0061712361    0.027214075   0.0046396259    0.042682421   0.0089595746
            595    0.030172401   0.0059056292    0.026364904   0.0046878909    0.032562835    0.008091398
            600       0.028335    0.005858301     0.02330752   0.0045496944    0.034091299   0.0078678239
            605    0.029462323   0.0058722891    0.027309193    0.011008769     0.02969246   0.0058848195
            610    0.026472992   0.0051812871    0.021126043   0.0040833338    0.033243996   0.0074041987
            615    0.026458543   0.0054279035    0.022565965   0.0042052724    0.029779527   0.0075376464
            620    0.026232736   0.0052247573    0.020423799   0.0039316012    0.033953032   0.0074652244
            625    0.017573543    0.004682819    0.015046646   0.0034653718    0.019707244   0.0068656705
            630    0.023751594   0.0060945036     0.01769248   0.0043169226    0.032783032   0.0091247888
            635     0.01755998   0.0042335607    0.013554803   0.0032124982    0.023086418   0.0057838841
            640    0.026601791   0.0058678694    0.021762815   0.0046849979    0.032844709   0.0080238256
            645     0.02130187   0.0053796263    0.018368563   0.0039865392    0.023521161   0.0082273223
            650    0.022064606   0.0054982568    0.017418002   0.0040333073    0.028322599   0.0080121782
            655    0.020417283    0.004819416    0.015706516   0.0035392704    0.026998642    0.006879439
            660   0.0055221851   0.0035524542   0.0025464765   0.0054981157   0.0064465354   0.0032045107
            665    0.020204232   0.0045794563    0.015022835   0.0033230705    0.027994941   0.0066766371
            670     0.01754624   0.0042321469     0.01411374   0.0031754638    0.021795335   0.0059980425
            675    0.014566693   0.0039534552    0.011843346   0.0030132256    0.017790099   0.0054619536
            680    0.017275571   0.0039249991    0.013629429   0.0031219953    0.022023366   0.0050440647
            685    0.018159961   0.0041843027    0.016100532    0.003834316     0.01932811   0.0050549308
