#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12080.486      7.7317506      9605.7736      5.8632558      17117.787      38.234469
              1      12080.486      7.7317506      9605.7736      5.8632558      17117.787      38.234469
