# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30       4.831673    0.039258156      3.8871845    0.030483059      6.1820236      0.1268018
             50      5.2671124    0.041178472      4.2574983    0.032275818      6.7005495      0.1338384
             70      3.5547649     0.03344296      2.8804702    0.026617537      4.4906157    0.088002838
             90      2.2982576    0.026937466      1.8749356    0.021510882      2.8691131    0.040975591
            110      1.2781573    0.014120586      1.0435912    0.011380691      1.5967608    0.020441228
            150     0.59980362   0.0089828032     0.48373172    0.007096842     0.76048797    0.012115809
            200     0.59980362   0.0089828032     0.48373172    0.007096842     0.76048797    0.012115809
