# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      235.13595      1.2780252      188.67617      1.0190974      299.79893      1.9373009
            1.2       100.8914     0.87131733       81.27054     0.69154765      128.02846      1.2535985
              2      96.743539      1.2492909      78.847824     0.99272388      120.12438      2.0315213
            2.4      123.02555      1.2317872      101.52689      0.9733572      158.57049       3.353177
              3      97.537258      1.4218118      81.449285      1.1226916      116.79569      2.4883127
            3.4      13.660651     0.45845696      11.430205     0.34761947      16.670497     0.71871308
              4       2.014302     0.18255161      1.6497917     0.14344013      2.5505299     0.24444581
            4.5     0.34902677    0.064200466     0.28445984      0.0523495     0.44746811    0.083771095
              5     0.34902677    0.064200466     0.28445984      0.0523495     0.44746811    0.083771095
