#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      8771.3854      6.8521665       6918.098      5.1449402       12871.99      36.173726
            0.5      2878.9535      4.0074779        2338.41      3.1661264      3705.0438      11.998267
            1.5      430.14696       1.650638      349.26562       1.305154      540.75337      4.5306861
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
