#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      432.50157      5.3957669      336.63988      3.9813021      625.37697      26.912296
           -4.9       501.7773      5.8226108      390.07912       4.292395      761.45121      34.598286
           -4.8      585.26678      6.2992796       456.5509      4.6990532      917.78846      38.023314
           -4.7      674.15415      6.7450032      526.11579      4.9826785      1076.8059       38.89217
           -4.6      793.93372      7.3870058      620.34348      5.4987234      1275.6219      41.185602
           -4.5      915.20367      7.7978199      714.68128      5.8095996      1373.4238       50.06698
           -4.4      1026.5159      8.2886871      801.57616      6.1389069      1607.2022      46.408895
           -4.3      1169.1618      8.8751214      915.78313      6.6313779      1808.2546      44.096334
           -4.2      1293.6666      9.3912756      1013.2277      6.8944249      2004.6898      51.015642
           -4.1      1453.4935      10.358151      1140.7087      7.7470231      2262.1519      48.278961
             -4      1606.8908      10.387817      1261.0172      7.7796824      2511.3843      53.133435
           -3.9      1783.3226      11.021301      1400.7887      8.2184719      2755.2236      54.731357
           -3.8      1957.5363      11.361221      1537.2407      8.4871199      3044.4193      59.955914
           -3.7      2143.0483       11.89717      1685.4248      8.9173255      3264.9067      58.642501
           -3.6      2280.7309      12.271622      1796.3273      9.1941785      3502.5927      64.144998
           -3.5      2461.1385      12.956824      1943.6368       9.772272      3471.3439       68.50121
           -3.4       2684.811      13.428103       2118.172      10.110798       3964.168        66.5276
           -3.3      2883.9489      13.673268      2274.6915      10.309464      4265.5694      70.602513
           -3.2      3076.8497      14.333005      2429.3677      10.850478      4483.0681      68.000906
           -3.1      3299.0501      14.508368       2605.292      10.988393      4856.4716      71.817094
             -3      3463.2824      14.868336      2738.1701      11.329274      5149.9278       71.62611
           -2.9      3666.4347      15.298712       2898.624      11.600951      5342.9137      72.975966
           -2.8      3887.0719      15.752638      3078.6749      12.096324      5532.5781      73.880608
           -2.7      4053.2294      15.981536      3206.9272       12.09223      5942.1626      79.333988
           -2.6      4288.1916      16.459627      3394.4453      12.551114      6295.3567      78.590379
           -2.5      4482.0045      16.703752      3549.7836      12.928452      6559.5612      74.597144
           -2.4      4636.6584      16.967368      3673.8383       13.00106      6754.2596       78.12058
           -2.3      4874.3964      17.419697      3865.3976      13.265263       7027.038      79.671367
           -2.2      5023.1353      17.600287      3987.6685       13.46265      7194.9536      82.805155
           -2.1      5221.8623      17.923354      4139.2909      13.636614      7436.0347      85.374725
             -2      5356.2271       18.03071      4254.2091      13.832545      7592.1034      82.722192
           -1.9      5586.1364      18.344742      4433.3509       14.03197      7844.6364      83.562722
           -1.8      5705.8216      18.553778      4532.7699      14.341968      8116.5694      87.091612
           -1.7      5831.7732      18.846144      4632.1055      14.408261      8203.8954      86.349229
           -1.6      6038.4576      19.005451      4797.3933      14.991517      8616.6868      78.915485
           -1.5      6140.1181      19.192202      4880.3872      14.728293      8644.1439      85.805774
           -1.4      6230.9058      19.330713      4950.3068      14.859445      8821.3963       89.76106
           -1.3      6405.3564      19.499838      5092.7329      15.038452      8974.1454       83.27459
           -1.2      6524.1187      19.696592      5183.9129      15.071641      9258.3731      87.894517
           -1.1      6638.8854       19.79643      5278.1597      15.249639      9347.4747       83.18489
             -1      6719.3901      20.562992      5345.6109      15.787637      9313.0939      88.407416
           -0.9      6791.4451      19.970652       5397.304      15.326107      9516.8745      82.905521
           -0.8      6867.5196      20.198626      5464.1507      15.543116       9690.205      85.522113
           -0.7      6931.4351      20.163927      5515.5625      15.661572       9666.934      84.480433
           -0.6      7018.7297      20.281842      5583.6243      15.657267      9933.9138      86.517572
           -0.5      7043.9583      20.389783      5608.7986      15.758717      9833.5343      87.436672
           -0.4      7100.9754      20.481699      5649.8758      15.803217      9894.1191      90.258127
           -0.3       7109.581      20.387075      5660.7132      15.786934      9842.5969      85.599167
           -0.2      7113.4535      20.370807      5662.4758      15.685678      9791.5554      87.067053
           -0.1      7158.5178      20.389886      5698.9984      15.813962      9997.8576      86.761904
              0      7148.0153       20.66464      5686.2904      15.890314      9970.8597      84.393661
            0.1      7152.4082      20.625235      5691.6789      15.831153      9960.3792      90.769714
            0.2      7181.2113      20.493104      5709.4293      15.847324      9956.9919      85.686523
            0.3      7135.0811      20.494545      5677.4059      15.820619      9991.7855      90.513154
            0.4      7060.2159      20.328409      5616.4401      15.707778      9883.5985      83.805944
            0.5      6999.0675      20.343495       5566.142      15.629143      9943.1832      88.035084
            0.6      6935.5583      20.309834       5514.555      15.567168      9647.0329      84.270569
            0.7       6868.164      20.319539      5467.0998      16.398354      9561.0592      84.522778
            0.8      6838.3682      20.161015      5431.7594      15.447032      9649.4841      88.278983
            0.9      6705.3775      19.920559      5335.7575      15.272214      9339.1243      82.371744
              1       6633.903      20.004345      5273.4793      15.312164      9386.0094       89.05276
            1.1      6538.3304      19.738956      5198.8769      15.312256      9108.7678       89.76865
