#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1661.6794      1.3444924      1299.7421     0.99931963      2543.8712      8.0750359
              5      2114.7514       1.488021      1662.2283      1.1174494      3152.3426      8.2445239
             10      1393.2421       1.250717      1101.9303     0.94553492      2000.6284      6.0324946
             15      886.21375      1.0166148      704.91791     0.77765497      1246.5732      4.3658392
             20      583.45944     0.83308524       466.2568     0.64095937       801.0835      3.2301989
             25      398.85128     0.69160261      319.98116      0.5371986      535.37922      2.4847293
             30      283.93789     0.58513794      228.57204     0.45786433      377.65143      2.0203657
             35      207.30879     0.49865332      167.26226      0.3903364      272.09403      1.6383916
             40      155.40605     0.43266592      125.88342     0.34274855      201.18209      1.3703305
             45      118.01037      0.3774574      95.705432     0.29790823      152.18004      1.1388487
             50      91.850406     0.33471456      74.597296     0.26355517      117.62183     0.95350182
             55      72.761695     0.29514712      59.219714      0.2340043      91.935553     0.72435177
             60      58.596699     0.26598827      47.831286     0.22281538      72.923234     0.42735434
             65      47.134572     0.23733027      38.486744     0.18829429      59.950239     0.56124559
             70      39.164168     0.21644563      32.035136       0.172795      49.389312     0.61574778
             75      32.050529      0.1963079      26.202219     0.15741151      40.234737     0.29694157
             80      26.789737     0.17870809      21.886521     0.14323678      33.575458     0.25620009
             85      22.066539     0.16383058       18.05005     0.13179198      27.812026     0.37199842
             90       19.04991     0.15068621      15.548846     0.12072777      23.779106     0.24189649
             95      16.415779      0.1388339      13.396966      0.1117151      20.519887     0.20318531
            100      13.812793     0.12950253      11.299426     0.10367667      17.168794     0.17811175
            105      12.024541     0.11888086      9.8548961    0.095414001      14.895238     0.17296481
            110      10.328993     0.10937754      8.4083685    0.087743093      12.905819       0.149739
            115      9.0430774     0.10337215      7.3808241    0.086366064      11.245032     0.15264956
            120      7.6286369    0.095903044      6.2163097    0.075987631      9.5008167     0.13049767
            125      6.9120219    0.089531365      5.6839014    0.073880047      8.4508226     0.13496654
            130      6.0862073    0.084971582        4.93677     0.06762322      7.5835802     0.12106558
            135      5.3030017    0.079781551      4.3266732    0.063536655      6.6038047     0.11199031
            140      4.5187449    0.078357276        3.66682    0.061406745      5.6441939     0.11253247
            145       4.129997    0.070404321       3.356257    0.055755087      5.1240054    0.097214548
            150       3.729154    0.075476178      3.0174786    0.060931489      4.6821264    0.099768518
            155      3.3024387    0.068607757      2.6678324    0.053267305      4.1551041    0.095864043
            160      2.9909373    0.067438178      2.4457023    0.052467591      3.6710112    0.091607041
            165      2.6198016    0.055775696      2.1438862    0.044381253      3.2350221    0.078053648
            170      2.3284843    0.052231627      1.8902697    0.041445896      2.9065942    0.070324713
            175        2.17247    0.052129469      1.7546568    0.040792528      2.7119161    0.072534235
