#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            180      1.9308739    0.047881116      1.5539912    0.037696443      2.4390586    0.064937175
            185      1.7192046    0.045116203      1.3910493    0.035489742      2.1535467    0.060958958
            190      1.5827524    0.045116519      1.2821734    0.035290328      1.9780014    0.061681474
            195       1.410716    0.040518882      1.1462886    0.031924537      1.7563626    0.055437936
            200      1.3515107     0.04376254      1.0890054    0.033781091      1.7031997    0.060667036
            205      1.1785479    0.037843365     0.95360712    0.029680749      1.4797408    0.052036931
            210      1.0911221    0.035180083     0.88885161    0.028342569      1.3502249    0.047742709
            215     0.91564895    0.032830517     0.74194902    0.025788408      1.1420599    0.044955192
            220     0.91841045    0.032611136     0.75008597    0.025858907      1.1315318    0.044194798
            225      0.8817329    0.032920368     0.71356525    0.026185341      1.1064925    0.045351113
            230     0.69403581     0.02837685       0.562033    0.022193201     0.86436388    0.038403278
            235     0.64279244    0.027351676     0.52015509    0.021459521     0.80470397    0.036832303
            240     0.63476043    0.028174844     0.50901004    0.021936077     0.80039933    0.038748775
            245     0.60813071    0.029418976     0.48688826    0.022363556     0.77067286    0.041223782
            250     0.54702779    0.024821639     0.44344431    0.019609124     0.68187644    0.033704534
            255     0.47868713    0.025175315     0.40518276    0.027254651     0.55697336    0.056126781
            260     0.48551183    0.024682926     0.39721247    0.019470544     0.59712288     0.03372742
            265     0.39856882    0.020976562     0.32504576    0.016430679     0.49052943    0.029158916
            270     0.41988719    0.023058573     0.34203481     0.01871378     0.52864459    0.033248147
            275     0.36067998     0.02248652     0.28792011    0.017094744     0.45812004    0.031456472
            280     0.35352793    0.019901033     0.28678477    0.016040068     0.43867873    0.028529865
            285      0.3093422    0.018783448     0.25131214    0.014965629     0.38242818    0.025524661
            290     0.27088244    0.018082341     0.21690048    0.013978629     0.34176931    0.024754571
            295      0.2603914    0.017174091     0.21193477    0.013595046     0.32136964    0.024062829
            300     0.22882738     0.01629293     0.18806229    0.013070101     0.27925933    0.022523131
            305     0.22847222     0.01641063      0.1846926     0.01283167     0.28518211    0.022327408
            310     0.21025524    0.016370639      0.1714255    0.012859323     0.26121984    0.022546669
            315     0.20067419    0.016210735     0.16275528    0.012376605     0.24880026    0.022583915
            320     0.19419982    0.015088726     0.15822193    0.011790119     0.23953122       0.020446
            325     0.18996653    0.014723442     0.15330011    0.011364572       0.235991    0.020990514
            330     0.15504882    0.014531712     0.12864851    0.011094998     0.18597283    0.021187535
            335     0.17137429    0.016169292       0.135594    0.012269943     0.22153974    0.022850213
            340       0.134676    0.012807658     0.11053517    0.010278509     0.16314537    0.019226847
            345     0.11698518    0.011817355     0.09540939   0.0092450954     0.14351725    0.016034552
            350     0.11606614    0.012324862    0.097972618    0.010445758     0.13661199    0.017431047
            355      0.1028048    0.011383261    0.083914744   0.0089126436     0.12591585    0.015748516
            360      0.1067289    0.010502971    0.087941241   0.0086400628     0.12886085    0.014519554
            365     0.10694648    0.011966477    0.086636955   0.0090544839     0.13310476    0.016930881
            370    0.095191417    0.010351297    0.074807776   0.0080203076      0.1231347    0.013912197
            375     0.10052994     0.01070106    0.080743976   0.0084733129     0.12621951    0.014237568
            380    0.076464566   0.0093355432    0.064208781   0.0075032688    0.089525835    0.012845796
            385    0.079950315   0.0095031355    0.064044208   0.0075326492     0.10126423    0.013032038
            390    0.087325019   0.0094576482     0.06975437   0.0074808319     0.11076481    0.012634723
            395    0.077965079   0.0097814615     0.06677624   0.0078355736    0.089048169     0.01317718
            400    0.065848091   0.0088892833    0.052734153   0.0068187892    0.082802579    0.012442872
            405    0.068756574   0.0096969158    0.055636988   0.0077017038    0.086421252    0.013057203
            410     0.07274876   0.0092317948    0.056666358   0.0070769435    0.095186828    0.012743677
            415    0.060002638   0.0091379404    0.047306929   0.0069251695    0.077283738    0.012715514
            420    0.042972421   0.0074583132    0.036989744   0.0064304993    0.048748642   0.0096612094
            425    0.035963287   0.0073954651    0.029095728   0.0056883805    0.044093996    0.010200893
            430    0.056938268   0.0086352083    0.044260413   0.0064479788    0.074390452    0.012266252
            435    0.041004744   0.0077846389    0.032462658   0.0058529589    0.052431378    0.010861638
            440    0.048966397   0.0072843041     0.04066437   0.0059714905    0.058670492   0.0098822681
            445    0.032577972   0.0062028989     0.02613813   0.0048101484    0.040813602   0.0083576728
            450    0.029035847   0.0070327103    0.023903514   0.0053671834    0.035055846   0.0099275002
            455    0.047719764    0.007369217    0.037181909   0.0056426249    0.062489528    0.010044412
            460    0.041091594   0.0068874161    0.031389311   0.0051184407    0.055081358   0.0097874164
            465    0.060601042    0.030279841    0.044734913    0.019954144    0.084392557    0.047659186
            470    0.020588878   0.0053449285    0.016921654   0.0040607772    0.025330295   0.0076023887
            475    0.027011909   0.0063379994    0.022640512    0.005049705    0.031875748   0.0086773235
            480    0.023058248    0.005219328    0.017805807   0.0038724113    0.030475512   0.0074037249
            485    0.028609941   0.0060005557    0.022691299   0.0045118759    0.036662224    0.008531304
            490     0.02343435   0.0062427282    0.019370492   0.0046901157    0.028148819   0.0087850462
            495    0.022350846   0.0050170193    0.018873051   0.0038656637    0.025647244   0.0072873689
            500    0.022350846   0.0050170193    0.018873051   0.0038656637    0.025647244   0.0072873689
