# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150      1.2525852    0.012835255      1.0070881   0.0098492818       1.597174     0.04786119
            200      1.8358949    0.015376018      1.4859021     0.01206462      2.2952985    0.048402473
            250      1.4646905    0.013558278      1.1871425    0.010773889      1.8370054     0.03551751
            300      1.0886236    0.011665034     0.88375649   0.0092775512      1.4039127    0.025297465
            350     0.76633333   0.0096531304     0.62264794   0.0077616055     0.96754794     0.01498575
            400     0.54320326   0.0083160334     0.44082714    0.006661681     0.68145356    0.013904233
            450     0.39715715   0.0069633269     0.32017374    0.005558004     0.50608839   0.0096976234
            500        0.24752   0.0040385151     0.19893774   0.0031856424     0.31588815   0.0055219637
            600        0.24752   0.0040385151     0.19893774   0.0031856424     0.31588815   0.0055219637
