#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            3.2      2864.1078      13.962816      2260.0218      10.449779      4289.6531      71.141131
            3.3      2673.9818      13.588444      2113.9592      10.210203      4017.2301      68.103652
            3.4      2493.9879      13.124437      1967.5707      9.8514573      3696.5673      66.298873
            3.5      2292.2517      12.565822      1808.3844      9.3554291       3476.945      64.296356
            3.6      2129.3257      12.112855      1678.6008      9.0303379      3138.7112      66.066836
            3.7      1942.0075      11.629104      1529.5707       8.581056      2894.7675      58.531907
            3.8      1756.0391      11.167459      1386.5852      8.3943637      2605.5825      57.102333
            3.9      1585.8963      10.538921      1249.0129      7.8468782      2352.5735      59.353349
              4      1425.2773      9.9508099      1121.1312      7.3963684      2170.1418       47.64546
            4.1      1266.6078      9.5131036       994.9016      7.1037245      1967.3603      51.556355
            4.2      1146.7108       9.021799      899.89046      6.7012066      1789.8948      53.703652
            4.3      993.47379      8.4284393      782.14633      6.2404134      1513.1781      43.485153
            4.4      881.55127      7.9254477       691.0626       5.977582      1432.7147      40.019921
            4.5      760.70821      7.3367833      598.80321      5.4501778       1157.592       35.22042
            4.6      657.39031      6.8735953       514.3666      5.0840336      1080.7742      35.744914
            4.7       566.1251      6.3145438      444.51535      4.6967296      855.82483      36.420187
            4.8      488.67119      7.0119343       381.4935      5.1092505      791.07477       35.24168
            4.9      400.89144      5.3412491        314.292      3.9282985      627.04038      34.449543
              5      400.89144      5.3412491        314.292      3.9282985      627.04038      34.449543
