#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17387.849      7.2448254      13901.114      5.7552408      22163.746      10.069869
              1      17387.849      7.2448254      13901.114      5.7552408      22163.746      10.069869
