#  pt_Z-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      271.10663     0.65213611      207.87034     0.46473887      518.28176       5.099917
              5      669.38363     0.98812158      516.74898     0.71263618      1191.0179      7.1039511
             10      822.95752      1.0541234      640.62917     0.77390842      1341.9836      6.6046168
             15      821.89892      1.0248492      644.08332     0.76332637      1259.2132      5.4767001
             20      749.61908     0.95724667      591.06207     0.72332631      1079.4654      4.5783386
             25      659.89675     0.88467162      522.54551     0.67264116      928.13431      3.7027587
             30      568.82829     0.81094795      452.18526     0.62685543       775.3065      3.0271026
             35      487.21317     0.74350496      388.12605     0.57542303      648.67568      2.5562941
             40      412.62275     0.67434739      329.55122     0.52432203      542.36701      2.0982696
             45      351.41653     0.61725931      281.02182     0.48283304      460.04359      1.7063241
             50      298.21915     0.56584411      238.85421     0.44393237      385.46329      1.5665286
             55      251.39447     0.51718635      201.63683     0.41052207      322.99268       1.306353
             60      214.90407     0.47762355      172.43839     0.37497574      274.49502      1.1293179
             65      182.75266     0.44196953      146.88979     0.36342366      231.46157      1.0263503
             70       154.7585     0.39913762      124.43899     0.31550316       197.9379     0.86911647
             75       133.1373     0.36815495      107.14181     0.29384735      168.05032     0.86755813
             80      114.11693     0.34705526      91.833558     0.27364654      144.21369     0.71505076
             85      96.952714     0.31325833        78.1289     0.24815455      123.57662     0.72303624
             90      84.388763     0.29284565      68.028349     0.23169844      106.15921     0.56524825
             95      72.919192     0.26988127      58.718934     0.21424626      92.389197     0.49869932
            100      62.964158     0.25063804      50.790441     0.19923063      79.285334     0.52697784
            105      54.314626      0.2328283      43.746975     0.18548338      68.456135     0.38054626
            110      47.084027     0.21965742      38.002051     0.17379101      59.467642     0.41016302
            115      41.228692     0.20199171      33.314321     0.16069066      51.718703      0.2791008
            120      35.739703     0.18767142       28.86618     0.14929222      44.975694     0.31637193
            125      31.538401     0.17680962      25.460697     0.14105283      39.541226     0.25158481
            130       27.45887     0.16501328      22.193893     0.13301123      34.504852     0.22520142
            135      24.151114     0.15358935      19.480416     0.12244955      30.421947     0.20737907
            140      21.320353     0.14560407       17.19445     0.11573531      26.804921     0.19895442
            145      18.795444     0.13532767      15.117617      0.1074985      23.776282     0.19452412
            150       16.40006     0.12744492      13.221678     0.10146784      20.617956     0.17653645
            155      14.624396     0.11883664      11.770589    0.095491551      18.440813     0.17210191
            160      12.952261     0.11396884      10.407221    0.090346623      16.381335     0.15702011
            165      11.561644     0.10576864      9.2894521    0.083748058      14.563584     0.16410226
            170      10.123962    0.097532175      8.1191726    0.077242552      12.786533     0.13219828
            175      9.1731627    0.092899389      7.3771262    0.074299849      11.608898     0.13527085
            180      8.2601517    0.089235964       6.615014    0.070523004      10.452008     0.12177253
            185      7.3751996    0.084678582      5.9376816    0.068113635      9.2453036     0.12754028
            190      6.5167889     0.07851344      5.2188819    0.063151344      8.2593078     0.11188227
            195      5.8595504    0.073969446      4.6965884    0.058985654      7.3916437     0.10251835
            200      5.2384046    0.069823077      4.1869035    0.054987677      6.6438463    0.094104955
            205      4.8330535    0.067805265      3.8728582    0.053837684      6.1028619    0.094855118
            210      4.2875216    0.062455843      3.4249333    0.049384943      5.4375494    0.084376917
            215      3.9087186    0.059637782      3.1565332    0.060730176      4.8771915     0.12055995
            220      3.3650052    0.055373208       2.678548    0.043868395       4.287499    0.077397137
            225       3.149429    0.053412916      2.5064672    0.042088307      4.0091398    0.072637485
            230      2.8422221    0.072956642      2.2646213    0.053702811      3.6181924      0.1058047
            235      2.5387256    0.048477823      2.0268114    0.038068567      3.2147892    0.066653278
            240      2.2819688    0.045501937      1.8155878    0.035680796      2.9027902    0.062385375
            245      1.9973524    0.042381883      1.5898277    0.033157486       2.539987    0.058758273
            250      1.9058478    0.041019631      1.5063036    0.031843988      2.4418771     0.05578018
            255      1.7148664    0.038288375      1.3549823    0.029897201      2.1977412    0.051696952
            260      1.5572607    0.036980427      1.2320297    0.028890333      1.9929244    0.050527506
            265      1.4329336     0.03512612      1.1407457    0.027562222      1.8166239     0.04946188
            270      1.3248429    0.033874277      1.0533795    0.026399439      1.6821276    0.046856548
            275      1.1822896    0.034685458     0.93027478    0.026149077       1.522669    0.048788023
            280      1.0814628    0.031303269     0.85556244     0.02418372      1.3820913    0.043604257
            285      1.0008762    0.030812372     0.78803517    0.023578989      1.2875899    0.042741558
            290     0.93363624    0.028657668     0.73682087    0.022149086      1.1966823    0.039249972
            295     0.84319236    0.026755324     0.66349466    0.020708487      1.0851342     0.03634731
            300     0.75150252    0.025816181     0.59502632    0.019923751     0.95906546    0.036496879
            305     0.73964342    0.029558917     0.58756364    0.022361601     0.93923443    0.041631098
            310     0.65389981    0.023676152     0.51455201    0.018281173     0.84033134    0.032818673
            315     0.60739482    0.024284256     0.47679763    0.018443432     0.78345174    0.034176561
            320     0.56412787    0.022358718     0.44213001    0.017197372     0.73000351    0.031239758
            325     0.54935327    0.021540347     0.43506307     0.01673772     0.69996446    0.030119004
            330     0.47182132    0.019871452     0.37349457    0.015527336     0.60061413    0.026769382
            335      0.4523963    0.019595066     0.35776943     0.01526375     0.57688186    0.026644444
            340      0.4315472     0.01897139     0.34046563    0.014662903     0.55137897    0.025936883
            345     0.36385884    0.017779006     0.28285366    0.013670278     0.47523531    0.024560895
            350     0.32913949    0.025592409      0.2557691    0.018203259     0.42963701    0.037754371
            355     0.30201374    0.015951309      0.2401922    0.012548101     0.38213526    0.023232441
            360     0.29679061    0.015754998     0.23081841    0.012083705     0.38675421    0.021572456
            365     0.28003025    0.015469018     0.23290146    0.015404377        0.32729    0.034388216
            370     0.24629073    0.014590604     0.19464572    0.011200037     0.31384382    0.020679029
            375      0.2342475    0.014282602     0.18537184    0.011055419     0.29792046    0.019953867
            380     0.22292844    0.013810089     0.17764382    0.010879776     0.28113543    0.018953769
            385     0.22168484    0.014299944     0.17430803    0.010981727      0.2839602    0.020444492
            390     0.19834146    0.013331168     0.15543597    0.010144275     0.25564556    0.018533973
            395     0.17280496    0.012218666     0.13735396   0.0094026959     0.21840933    0.017433729
            400     0.20834492     0.03872531     0.16396476    0.032295862     0.26572638    0.053005668
            405     0.15243535    0.012064143     0.12526835    0.010011034      0.1834547    0.018232342
            410     0.13761594    0.010823262     0.10821468   0.0082482138     0.17617522    0.015140625
            415     0.13977175    0.011014129     0.11045291   0.0084993974     0.17782691     0.01508183
            420     0.12557779    0.010808578     0.10095306   0.0082238189     0.15549582    0.015436835
            425     0.13039402    0.010393696     0.10406927   0.0082229723     0.16322075    0.014032427
            430     0.11646655   0.0098490176      0.0913926   0.0075407983     0.14939222    0.013438443
            435     0.10146112   0.0094414332    0.080541355   0.0072713673     0.12832679    0.013185342
            440     0.10181254   0.0093031913    0.079131083   0.0070704207     0.13233659    0.012827118
            445    0.090142854   0.0090262546    0.070015433     0.04953619     0.09102187    0.018388325
            450    0.086117972   0.0088751016    0.067751437   0.0066835182     0.11038102    0.012531752
            455    0.085718641   0.0088772994    0.069252689   0.0066864436     0.10514368    0.013279392
            460    0.077471141   0.0081168589    0.061145158    0.006328048    0.098463297     0.01102488
            465    0.062875787   0.0077740386    0.049424528   0.0058588132    0.080613543    0.010901042
            470    0.070570944   0.0078214435     0.05632699   0.0061406565    0.088284921    0.011224895
            475    0.058940866   0.0075360543    0.048026675   0.0057432853    0.071227974    0.010862897
            480    0.052859901   0.0069784211    0.041941536   0.0052098727    0.066562252    0.010047728
            485    0.063873877   0.0071787315    0.049983661    0.005543065    0.082083451   0.0099451008
            490    0.062841181    0.007158036    0.049238799   0.0055808251     0.08048678   0.0095390405
            495      0.0444812    0.006134358    0.034545827   0.0046568788    0.057674784   0.0084650703
            500    0.041897086   0.0065425431    0.034677717   0.0049041023    0.049256555    0.010100823
            505    0.046366811    0.006278304    0.037894232   0.0050190892    0.055597169    0.008347252
            510    0.043211909   0.0063703742    0.034515984   0.0048871405    0.053925433   0.0089305388
            515    0.037110905   0.0056787185    0.029202224   0.0043992251     0.04728578    0.007864233
            520    0.042015236    0.005735855    0.033594331   0.0051633714    0.052585866    0.009128659
            525    0.042252421   0.0058005661    0.032427028   0.0044360556    0.056048579   0.0079681288
            530    0.031097775    0.005701108    0.025641831   0.0043272607    0.036740531   0.0079968417
            535    0.030683996   0.0050956973    0.022593878   0.0037283407    0.042771417   0.0072654374
            540    0.024328642   0.0046568471    0.020621559   0.0037735591    0.027937894   0.0063753786
            545    0.032137461   0.0051887807    0.024574921   0.0039640129     0.04249563   0.0073218882
            550    0.030821535    0.005187241    0.024892612   0.0040230189    0.037904724   0.0073233491
            555     0.02963563   0.0049429774    0.022838839   0.0037589532    0.038946654   0.0067432835
            560    0.021444055   0.0043320191    0.017283464   0.0033981829    0.026216732   0.0056868834
            565    0.026361535   0.0046551486    0.019925216   0.0035000005    0.035462657   0.0064374132
            570    0.022242579   0.0042697679     0.01739998   0.0032900505    0.028436988   0.0057797234
            575    0.029107283   0.0048441484    0.022062205   0.0036038886    0.039126161   0.0068342129
            580    0.017612401   0.0041234077    0.013474862   0.0029869469    0.023367992   0.0061430683
            585    0.020675433   0.0039787904    0.015630039   0.0030214552    0.027782677   0.0053933704
            590    0.018376476   0.0041936092     0.01625752   0.0031866436    0.019709685   0.0061875631
            595    0.017789252   0.0038665003    0.013615866   0.0029290098    0.023675138   0.0052998407
            600    0.016456949    0.004059056    0.013606693   0.0032095076    0.019551122   0.0054378106
            605    0.016443248    0.003908612    0.012313051   0.0028225561    0.022446023   0.0057283619
            610     0.01645309   0.0036086573    0.012449587   0.0027530945    0.022185689     0.00489941
            615    0.013782244   0.0034240587    0.011024921   0.0026776278     0.01708311   0.0045360292
            620    0.016079272   0.0035086093    0.012472953    0.002769961    0.020983467   0.0047339774
            625    0.012356732   0.0032747728    0.009699685   0.0024900889     0.01570502   0.0044775915
            630   0.0053597244   0.0022969061   0.0042089567   0.0017240252   0.0068114763   0.0032558144
            635    0.014671142   0.0033677598    0.011223661   0.0026113209    0.019526378   0.0045915744
            640   0.0091882086   0.0030625388   0.0077918701    0.002427617    0.010242874   0.0042698123
            645   0.0099539961   0.0031568682   0.0078175788   0.0022832169    0.012692992   0.0045994013
            650    0.010743169   0.0028711796   0.0077634055   0.0020877885    0.015409902   0.0041502293
            655   0.0022098622   0.0020602176   0.0019009449   0.0013099176   0.0024589172   0.0034937473
            660    0.010719587   0.0032483575   0.0086208268   0.0024393033    0.013147244   0.0045709677
            665   0.0091881889    0.002864771   0.0076778347   0.0022642802    0.010566653   0.0037876341
            670   0.0084225196   0.0027605546   0.0062667519   0.0019407252     0.01152437   0.0041785224
            675   0.0084224606   0.0027605279   0.0063684251   0.0019954411    0.011333248   0.0040677009
            680   0.0038269094   0.0020251414   0.0031653149   0.0015302453   0.0044779529    0.002941384
            685   0.0042793504   0.0027606944   0.0037138976   0.0017096759    0.004755768   0.0048112601
            690   0.0071719685   0.0024051558   0.0055418701   0.0018931584   0.0093981298   0.0032048065
            695   0.0065604133   0.0023547551   0.0046850984   0.0017043749   0.0095989762   0.0034442108
            700   0.0084558661   0.0025495874   0.0062866143   0.0019126727     0.01165815   0.0035694605
            705   0.0068932677   0.0022976419   0.0058834055   0.0020373711   0.0078374488   0.0027229225
            710   0.0030627559   0.0018754214   0.0027615354   0.0013606461   0.0031697049   0.0021186746
            715   0.0052998819   0.0034767259   0.0046457854   0.0023957162   0.0055363582   0.0050883922
            720   0.0030627559   0.0015313014   0.0024578937   0.0012455431   0.0038056104   0.0019633853
            725   0.0038283464   0.0017120029   0.0029017717   0.0013082897   0.0051796259   0.0023614467
            730   0.0068911417   0.0022969324   0.0058744882   0.0019875538   0.0076117342   0.0026674555
            735   0.0030626968   0.0015312718   0.0021395669    0.001071503   0.0045454134   0.0022778465
            740   0.0023792519   0.0020581132   0.0020373424   0.0033764644   0.0024000787   0.0022692388
            745   0.0076567913    0.002652252   0.0061314587   0.0018619205   0.0094913977   0.0042999272
            750   0.0068911614   0.0022969389    0.005221496   0.0017563071   0.0091767128   0.0031206428
            755   0.0061254527   0.0021655663   0.0047600394    0.001692902   0.0078267126    0.002806848
            760   0.0045941141   0.0018754455   0.0038227165   0.0015904218   0.0052818109   0.0022949908
            765   0.0022971259    0.001712003  0.00016100392   0.0025336872   0.0029091732   0.0017436413
            770   0.0038501378   0.0017218574    0.002769311   0.0012393273   0.0055070079   0.0024665407
            775  0.00076570864   0.0013261345  0.00062403546   0.0019752194  0.00078419286     0.00148064
            780   0.0078777756   0.0031644536   0.0054552954   0.0021589096    0.011809843   0.0048475041
            785   0.0038283661   0.0017120118   0.0028126181   0.0012759916   0.0053998033   0.0024786976
            790   0.0022970866   0.0017120206   0.0019291732   0.0012154722   0.0026059449   0.0023649799
            795   0.0023088583   0.0013329884   0.0016782677  0.00097176675   0.0032836614   0.0019006098
