#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            550      7.1100148    0.063230143      5.6837663    0.050706339      9.2043949    0.096439156
            560      6.8388366    0.063870674      5.4541051     0.04999572      8.8593742    0.092347248
            570      6.2610957    0.059926243      5.0141567    0.053871989      8.0973138    0.092375139
            580      6.1040631    0.059898776      4.8605148    0.047407431      7.9547981    0.083324843
            590      5.7249675    0.057235168      4.5650859    0.045588247      7.4563441    0.081294586
            600      5.4549203    0.057351813        4.34264    0.045331543      7.0751496     0.08051593
            610       5.095972    0.054233817      4.0673146    0.043266696      6.6093638     0.07563322
            620      4.9492788    0.053356736      3.9629174    0.045544515      6.4072027    0.080206001
            630      4.6772486    0.052521352      3.7129603    0.041103741      6.1318136    0.074282679
            640      4.4534806    0.050657056      3.5418398    0.039806972      5.7977332    0.070552572
            650      4.2405025    0.049342593      3.3634352     0.03869423       5.522017    0.067584337
            660      4.0667033    0.056223176      3.2199533    0.042654206      5.3135005    0.081584545
            670      3.8819064    0.047432754      3.0873424    0.037206978      5.0555657    0.066884055
            680      3.6038887     0.04641486      2.8522702    0.036055233      4.8107596    0.083801282
            690      3.4825656    0.045182036      2.7593025    0.035332387      4.5269743    0.070527592
            700       3.359684    0.044102287      2.6659993    0.034719319      4.3882857    0.061857918
            710      3.1524699    0.043246392      2.4967473    0.033657188      4.1186033    0.060433938
            720      3.0272019    0.042694821      2.3989702    0.033595826      3.9507691    0.059528145
            730      2.9707102    0.042194679      2.3578795    0.033024806      3.8752028    0.058472034
            740      2.7712405    0.040458766      2.1933272    0.031799781      3.6483178    0.058359462
            750      2.6998147     0.04008821      2.1341637    0.031373386      3.5456076    0.056277616
            760      2.5092311    0.040803889      1.9872515    0.031706232      3.2824967    0.057304184
            770      2.4074027    0.037715525      1.9047139    0.029517116      3.1584368    0.052248838
            780      2.3434596    0.045664511      1.8499983    0.034095906      3.0796473    0.067168229
            790      2.2374508    0.037472526      1.7675548    0.029208175      2.9422323      0.0519997
            800      2.1065429    0.038532473      1.6661422    0.029855623      2.7515467    0.057161217
            810      2.0174443    0.035403627      1.5921079    0.027406767      2.6454642    0.048995194
            820      1.9026188    0.034170737      1.4980096     0.02651156      2.5152064    0.047655636
            830      1.7889444    0.032903425      1.4162048    0.025592862      2.3409425    0.045998032
            840      1.7958811    0.033646281      1.4166398    0.026025811      2.3640277    0.047055604
            850      1.7269614    0.032223339      1.3582721     0.02497535      2.2773327    0.044496494
            860      1.5697681    0.034577823      1.2329092    0.025957435      2.0727421    0.049206791
            870      1.6056671     0.03132739      1.2660481    0.024252595      2.1191975     0.04411624
            880      1.4668683    0.030985101      1.1547206    0.024049903      1.9296058    0.042757064
            890      1.4052276    0.029664568      1.1111638    0.024011352      1.8420076     0.04130963
            900      1.4066446    0.030967068      1.1046024    0.023740359      1.8555526    0.043594525
            910      1.3285096    0.029938868      1.0446179    0.022913232        1.75645     0.04250781
            920      1.3494592    0.056601194      1.0606062    0.040877153       1.786294    0.083768803
            930      1.2173452    0.027732473     0.96208676    0.021529186      1.6045351    0.040451568
            940      1.2136981    0.027039166     0.95527177    0.021000346      1.6034601    0.037310614
            950      1.1763357    0.029561727     0.92346545    0.022868301      1.5577151    0.042104117
            960      1.1018885     0.02722485     0.86939572    0.021770174       1.455877    0.041354637
            970       1.065093    0.028990965     0.83405051    0.021796099      1.4659132    0.068660706
            980     0.96397328    0.024025045     0.75521791    0.018532351      1.2770906    0.033152108
            990     0.96277962    0.024785868     0.75866064    0.019198941      1.2892466    0.093389894
           1000     0.96277962    0.024785868     0.75866064    0.019198941      1.2892466    0.093389894
