#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            100       485.5289     0.54703725      377.23391     0.40031016      774.63112      3.4811702
            110      451.86098     0.52535483      353.37426       0.388237      689.53813      3.0319385
            120      373.47761     0.47672151       293.6457     0.35626726      553.19226      2.4838604
            130      302.50612     0.42905845      238.85317      0.3237387      439.93012      2.0774931
            140      248.91909     0.38745906      197.20283     0.29380409      353.03719      1.7294408
            150       207.2377      0.3525416      164.54617     0.26900808       290.3976      1.4442636
            160      174.54467     0.32264072      138.94779     0.24776044      240.99077      1.3151743
            170      149.73337     0.29816866      119.47025     0.23068011      201.49038      1.1179462
            180      128.84319     0.27425878      102.99667     0.21370054      174.93359     0.96608822
            190      112.88586     0.25677283      90.259304     0.20151079      151.83303     0.88102261
            200      99.081532     0.23929682      79.382637     0.18642226      131.55194     0.76232202
            210      88.191257      0.2258233      70.690377     0.17628918      116.85932     0.69265226
            220       78.85924     0.21196684       63.26893     0.16682719      104.19528     0.62761769
            230      70.717978     0.20334105      56.794984     0.15936769      93.912655     0.57912389
            240      63.751571     0.19161017      51.243493     0.15099894      84.291243      0.4933931
            250       57.72568     0.18030812      46.480555       0.142474      75.874675     0.53660543
            260      52.122843     0.17307546      41.982788     0.13783501      68.227961     0.51120864
            270      47.767194     0.16424143        38.4954     0.13426897      62.678476     0.44798143
            280      43.753792     0.15730633      35.257099     0.12538723      56.800944     0.40206854
            290      40.163408     0.15020595      32.376378      0.1189521      51.962661     0.37889094
            300      36.987077     0.14440929      29.837691     0.11466199      48.203369     0.33990277
            310      34.053126     0.13948068       27.51408     0.11120279      44.457309     0.32076126
            320      31.260674     0.13609305      25.250764     0.11829865      41.053508     0.37202249
            330      29.186808     0.12830654      23.612714     0.10226808      37.962902     0.25493544
            340      27.103108     0.12430059      21.911708    0.099118558      35.130005     0.31175474
            350      25.033603     0.11815665      20.245467    0.094689761      32.276045     0.28581017
            360      23.325429     0.11381758      18.851088    0.091099076      30.138169     0.21683641
            370      21.555603     0.10958803      17.405948    0.087773089      27.815771      0.2554522
            380       20.17546     0.10715398      16.282996    0.085422177      26.022195     0.21741594
            390      18.904901     0.10384182      15.265536    0.082807928       24.22464     0.21341287
            400      17.723113     0.09971899      14.332697     0.08142401      22.688017     0.19471507
            410      16.474775    0.095827641      13.261345    0.076452456       21.41741      0.1896101
            420      15.448918    0.092883485      12.408711    0.073969531      20.091184      0.1753263
            430       14.53132    0.090206529      11.686778    0.071872375      18.617257     0.12822718
            440      13.548857    0.087588583      10.886316    0.069812712      17.425768      0.1330651
            450      12.828158    0.085300508      10.332563    0.070967374      16.513855     0.12514389
            460       12.03458    0.082122122      9.6650775    0.065667336      15.483762     0.11717647
            470      11.246992    0.079545707      9.0378823    0.063615219      14.552216     0.17862676
            480      10.676354    0.077597558      8.5537664    0.061545737      13.809401     0.11255525
            490      10.042268    0.074707739      8.0572012    0.059534258      12.925818     0.11194656
            500      9.4760286     0.07289025      7.5919183    0.058473579      12.247373     0.10536485
            510       8.927839    0.070990692      7.1382317    0.056328547      11.585632     0.10024129
            520      8.3010587    0.068016172      6.6440784     0.05437863      10.766402    0.097554626
            530      7.9847811    0.071046933      6.3732833    0.055474831      10.405641     0.10541462
            540      7.4863815    0.064929514       5.981158    0.051184348      9.7265301    0.091067932
