#   y_j1-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1              0              0              0              0              0              0
             -4              0              0              0              0              0              0
           -3.9     0.03828248    0.038280567    0.023382874    0.023381705    0.065377957    0.065374687
           -3.8     0.27432874     0.11699821     0.22206496    0.087366671     0.33361516     0.16726699
           -3.7     0.34643799     0.13463717     0.27420473      0.1015919     0.43799901     0.18596911
           -3.6     0.57701181     0.17683299     0.44337499     0.13153589     0.76182186     0.24895413
           -3.5      1.5850906     0.27186935       1.292188     0.21818654      1.9524272     0.36526877
           -3.4      2.3266762     0.31258516      1.7857963       0.242112      3.0884252     0.43056236
           -3.3      3.8597608     0.40429331      2.9284567     0.30845172      5.2150197     0.57380856
           -3.2      5.7171378     0.50615035      4.5793581     0.43453175      7.1376358     0.98640209
           -3.1      8.7242303     0.62556664      6.6207194     0.46527687      11.779371     0.89366662
             -3      14.048046     0.81039365      10.692771     0.62572294      18.918404      1.1752522
           -2.9      17.454407     0.87988883      13.335491     0.66309404      23.333948      1.2321186
           -2.8      24.250944      2.2126254      18.439718      1.4351746      32.724896      3.6257917
           -2.7      30.246842      1.1588875      23.150164     0.87097929      40.490142      1.6481134
           -2.6      37.763096      1.3232844      28.938661     0.99122531      50.436798      1.8925448
           -2.5      42.553409      1.3777082      32.676506      1.0537859       56.60216      1.9906371
           -2.4      51.165655      1.5142469      39.547898      1.1529574      67.503371      2.1315902
           -2.3      60.702827       1.636026      46.738535      1.2366819      80.476339      2.3188977
           -2.2      71.385641      1.8171377      55.163842      1.3730533      94.210938      2.5805236
           -2.1      77.515566      1.8934649      60.031331      1.4346004      102.19551      2.7701061
             -2      92.554536        2.02973      71.321971      1.5422342      122.63149      2.8524177
           -1.9      97.434193      2.1157754      74.818661      1.5914564       129.7244      2.9809334
           -1.8      109.59682       2.385158      84.127893      1.7744209      146.00946      3.4284537
           -1.7      119.57918      3.8478999      92.225394      2.7124572      158.36262      5.7557829
           -1.6      122.12761      2.3599222      94.195386      1.7895944      161.78702      3.3296141
           -1.5      126.80844      2.3770958      98.027844      1.8103974      167.53281      3.3403029
           -1.4      141.13393      2.5380931      108.49025      1.9245303      187.65122      3.5974764
           -1.3      139.38178      2.6144998      107.66159      1.9634236      184.29066      3.7307478
           -1.2      145.57296      2.6459221      112.20308      1.9909709      192.85498      3.7821287
           -1.1      152.74387      2.6373078      117.01384      1.9840158       204.0952      3.7425153
             -1      156.47337      3.0919047       120.5907      2.2706547      207.43307      4.5167358
           -0.9      161.03911      2.8185311      123.75068      2.1066589      214.26929      4.0195066
           -0.8      161.96827      2.8346006      124.87932      2.1395822      214.53214      4.0673716
           -0.7      168.64774      3.0461654        129.394      2.2643364      224.79946      4.4334174
           -0.6      170.65395      2.8224978      131.24208      2.1248685      226.70519      4.0325394
           -0.5       168.8026      2.7781429      129.59594      2.1014723      224.81533      3.9478272
           -0.4      178.86855      3.5035437      136.77208      2.7008884      239.30076      4.7542192
           -0.3      181.46188       3.663819      139.57585      2.6598869      240.96493      5.3870073
           -0.2      178.10993       3.091953      136.80807      2.2899931      237.01979      4.4460538
           -0.1       176.3174      2.8432737      135.11701      2.1455508      235.36366      4.0243437
              0      174.99485      2.9063546      134.62717      2.1859483      232.40318      4.1304628
            0.1      173.87873      2.8859852      133.64593      2.1794875        231.122      4.1568989
            0.2      182.60481      3.1270486      140.66331      2.3355107      241.99096      4.4723413
            0.3      170.33928      2.8960585      131.07896       2.195235      226.15533      4.2045426
            0.4      178.55192       3.061163       138.1446      2.4782532      235.39968      4.9025843
            0.5      171.98727      2.8168024      132.63054      2.1342083      227.74664      4.0243965
            0.6      168.35827      2.9540385      129.21478      2.1934581      224.34129      4.2450641
            0.7       167.5928      2.8109812      129.72532      2.1311598      220.83543      4.0351219
            0.8      157.77779      2.7179191      121.93594      2.0658224       208.4139        3.88186
            0.9      155.66999      2.6602798      120.31579      2.0302097      205.52185      3.7498157
