#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5       6.357188     0.67352513      4.7981484     0.49049198      12.630709      2.5473102
           -4.9      16.064337      1.0773721      12.271354     0.78508526      25.636103      6.8104259
           -4.8       37.19982      1.5840152      28.788314      1.1660343      59.513398      13.358673
           -4.7      84.496279      2.5963849      65.215205       1.938743      139.72344      13.492832
           -4.6      151.19132       3.171608      117.37062      2.3713027      211.09724      16.508762
           -4.5      255.56357      4.2593609      199.78982      3.1440476      400.26821      24.502175
           -4.4      424.52067      5.3343992      330.55428      3.9741662      664.84308      23.395112
           -4.3      642.42023      6.5657943      500.52137      4.8943139      1040.3782      34.492918
           -4.2      912.84671      7.7783132      710.69323      5.8101732      1430.2164      39.928404
           -4.1      1209.0699      8.9706307      946.06916      6.7255007      1767.2037      49.590488
             -4      1537.7645      10.083896      1203.3411      7.5555924      2310.0703      51.868344
           -3.9      1915.2967       11.19112      1502.0471      8.4241793      2898.2042      53.752395
           -3.8      2274.1532      12.147002      1786.9842      9.1669741      3377.9556      55.139929
           -3.7      2638.2655      13.195436      2074.5983      9.9488487       3931.613      60.413262
           -3.6      3031.4298      14.056834      2385.3228      10.621516      4548.7632      65.930991
           -3.5      3399.3567      14.735809      2677.5162      11.201868      4944.7615      67.655051
           -3.4      3735.8409      15.448233      2946.7182      11.706362       5401.447      79.499869
           -3.3      4078.2443      16.075766      3218.3256      12.209236      5933.9061      72.609055
           -3.2      4344.1604      16.544033      3431.6803      12.573166      6260.3384      73.915611
           -3.1      4603.0999      17.066618      3636.0415      12.972274      6615.2984      80.616283
             -3       4851.073      17.425585      3836.2833      13.219981       7011.178      78.188852
           -2.9      5068.7966      17.794289      4015.6145      13.570418      7257.2627      83.448029
           -2.8      5242.6392       17.99064      4150.9552      13.697167      7501.9449      79.268333
           -2.7      5399.7102         18.218      4278.5364      14.005811      7895.9129      81.231477
           -2.6      5520.3226      18.579886      4375.5513      14.157191      7967.9186       82.38151
           -2.5      5616.3709      18.551517      4453.5193      14.284041      8048.4389      81.607975
           -2.4      5692.9526      18.730291      4516.6187      14.269472      8054.6196      85.156401
           -2.3      5750.1732      18.682711      4561.9922      14.276956      8283.7831      86.855031
           -2.2      5823.0809      19.067772      4622.0494      14.596285      8368.7363      84.464828
           -2.1      5862.1479      18.895944       4650.567      14.402083      8378.9088      86.717022
             -2      5884.3323      18.901859      4675.6478      14.510176      8358.1068      87.409094
           -1.9      5933.5185       18.95761       4720.301      14.643505       8402.756      84.791889
           -1.8       5922.637      18.854543      4702.0735      14.397773      8367.7523      84.917444
           -1.7      5958.3543      18.884906      4731.9322      14.631321       8496.967      86.247274
           -1.6      5955.8309       18.97663      4733.2228      14.509386      8427.1878      85.071911
           -1.5      5954.8762      18.894591       4735.668      14.532706      8359.6729      89.021029
           -1.4      5931.7632      18.840267      4712.8524      14.394097      8366.8468      82.343969
           -1.3      5954.5168      18.888536      4734.6847      14.449009      8367.2832      88.498624
           -1.2      5955.8154      18.859271      4733.5435      14.514589      8530.6848      83.749111
           -1.1      5962.1541      18.935684      4734.8606      14.478838       8436.646      88.909807
             -1      5931.5981      18.840983      4715.3621      14.400111      8419.5432      86.143065
           -0.9      5920.1288      18.977806      4706.2297      14.673409      8350.4375      87.202821
           -0.8      5961.8617      18.864493      4737.3706      14.526438      8542.0509      87.630747
           -0.7      5937.1079      18.826693      4718.4611      14.459286      8437.8597      85.268279
           -0.6      5958.9202      18.838823      4731.0485       14.40842      8554.3038      82.733073
           -0.5      5931.8998      18.829453      4710.9054       14.38399      8417.4451      83.737543
