# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0       1769.315      5.0570232       1436.268      4.0026961      2269.4516      14.356922
            0.4       1697.633      4.9583647      1378.0165      3.9091269      2188.1984      14.894114
            0.8      1548.9359      4.7691554      1258.0725      3.7663335      1969.0176      13.283283
            1.2      1336.5601      4.4277498      1085.6157       3.499484      1717.8939      13.177008
            1.6      1085.2653      4.0215471      882.29992      3.1802247      1383.9547      12.191572
              2      835.04196      3.5700213      678.91643      2.8469437      1085.9768      10.393985
            2.4      835.04196      3.5700213      678.91643      2.8469437      1085.9768      10.393985
