# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      306.45615      1.5321363      245.37787      1.3057374      389.09799      2.0710147
            0.6      358.85258      1.6716844        287.292      1.3338005       456.0406      2.2997687
            1.2      511.32865      2.0095503      411.17469      1.5958909      647.74568      3.3707405
            1.8      818.31073       3.210803      661.20973      2.5548539      1035.0475      5.2576785
            2.2      1368.2079      4.3466263       1111.129      3.4737253      1738.0363      10.819811
            2.6       2383.045       6.929796      1944.2633      5.4993637      3034.2093      17.092653
            2.9      4188.4177       11.01878      3425.9158      8.5923599      5498.2245      43.048908
          3.142      4188.4177       11.01878      3425.9158      8.5923599      5498.2245      43.048908
