#    y_j1-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5    0.039198819    0.039196859     0.03168504    0.031683457    0.048965552    0.048963103
           -4.9    0.040490157    0.040488134    0.031098426    0.031096871    0.054131891    0.054129184
           -4.8     0.11629921    0.067143638    0.084769685    0.049257906     0.16731594    0.097626875
           -4.7     0.17688878    0.089124961     0.15531595    0.080422959     0.19914272    0.099942977
           -4.6     0.45752756     0.13996127     0.34777165     0.10775053     0.62756988     0.19255192
           -4.5      9.0141053     0.63789901      6.9654612      0.4848455      11.993794     0.90400159
           -4.4      15.687969     0.86150145      12.346063     0.66124933      20.391573      1.2087671
           -4.3      23.247534      1.0290003      18.392985     0.81296452      29.964069      1.4434847
           -4.2      35.540157      1.2756544      27.787836     0.98739561      46.609491      1.7490334
           -4.1      49.917918       1.511845      39.000175      1.1655088       65.35227      2.0693294
             -4        66.0785      1.7477776      52.070608      1.3514832      85.271208      2.3937201
           -3.9      87.830254      2.0119142      69.400341      1.5655153      113.03383      2.7658462
           -3.8      123.28986      2.4002463      97.478222      1.8762544       158.7168      3.3095526
           -3.7      152.63803      2.6569008      120.78514      2.0646629      196.25058      3.6551081
           -3.6      191.03882       2.936756      151.44491      2.3117621      244.94459      4.0134699
           -3.5      225.26439      3.2141955      178.93346      2.5101618      288.21746      4.4324554
           -3.4      279.59852      3.6267384      222.34842      2.8575462      356.97011      5.0766825
           -3.3      332.06256      3.9189022      264.02379      3.1012563      424.37481      5.3936274
           -3.2      397.91144      4.2632114      316.76684      3.3758132      507.68962      5.8444338
           -3.1      453.69647      4.6095497       360.1518      3.5890083      581.32395      6.2908268
             -3      509.73151      4.8400674      406.00348      3.7980597      650.36197      6.5827465
           -2.9      580.22978      5.1465277      462.73821      4.0463342      739.07727      7.0176955
           -2.8      653.51382      5.8660083      520.17118      4.5277871       835.8799      8.3009048
           -2.7      717.34641      5.7195663      570.93242      4.4913117      916.39646      7.7371953
           -2.6      782.30144       5.977106      622.21484      4.7194828      1000.4053      8.1229369
           -2.5      848.74419      6.2061093      677.10671      4.8936477      1081.0301       8.402765
           -2.4      915.57896      6.5009144      729.46662      5.2624821      1168.2228      9.1292529
           -2.3      993.56917      6.7068191      790.55944      5.2731648      1270.0579      9.0273654
           -2.2      1039.6031      6.8843931      828.50011      5.4127827      1326.2063      9.3108052
           -2.1      1109.8587      7.0821873      884.58195      5.5811146      1415.7719      9.5959394
             -2      1169.1575      7.2730447      931.97878       5.876773      1491.1125      10.028916
           -1.9      1203.5841      7.4403164      958.92774      5.8804231      1535.9653      10.189987
           -1.8      1284.9004      7.6488045      1023.0937      6.0087733      1642.7461       11.58468
           -1.7      1334.0151      8.3763722      1065.6329      7.5630726       1697.313      12.524596
           -1.6       1369.333      8.0646591      1091.6635       6.343385      1746.4277      10.947491
           -1.5      1413.2243      8.1509476      1127.2182      6.4411676       1800.933       11.15523
           -1.4       1439.702      8.0996924      1147.0258      6.3840425      1837.2654      10.876429
           -1.3       1482.772      8.2141973      1180.7738      6.4587194      1892.8553      11.067665
           -1.2      1533.6146      8.3135848      1221.5102      6.5642539      1957.4938      11.175877
           -1.1      1559.8192      8.3775663       1240.347      6.6059058      1995.2137      11.295179
             -1      1591.5072      8.6149442      1267.7788      6.8521227      2030.7206      11.713273
           -0.9      1605.0188      8.5284727      1278.8944      6.7668024      2047.2425      11.450038
           -0.8      1628.3912      9.0775037       1296.225      7.0921945      2079.5539      12.459124
           -0.7      1664.7876      8.7406198      1322.7704        6.85864      2131.2324      11.770146
           -0.6      1665.0513      8.6701398      1323.9537      6.8135415      2129.9541      11.695954
           -0.5      1676.5825      8.6723017      1333.0464      6.8277408      2144.1892      11.675819
           -0.4      1702.8426      8.9636139      1352.8688      7.0904673      2180.2466       12.01376
           -0.3      1705.9072      9.4286816      1356.1456      7.3010617       2182.159       12.93404
           -0.2       1715.496      8.9177488      1365.5117       7.006707      2190.7957      12.017429
           -0.1      1714.0069       8.823585      1365.0203      7.0761331      2186.8277      12.044892
              0      1686.5491      8.7867769      1343.1761      6.9322381      2154.8189      12.715108
            0.1      1699.6644      8.8772853      1351.5683      6.9781957      2173.1061      12.008649
            0.2      1703.4715      8.8163042      1352.6919       6.932228       2181.922      11.893493
            0.3      1697.0284      8.7874218      1348.1217      6.9201785      2172.7496        11.8336
            0.4      1670.3834      8.7136861      1330.7698      6.9693416      2130.6828      12.007393
            0.5      1678.9866      8.6760395      1340.0932      7.4001483      2136.5439      12.389306
            0.6      1661.0683      9.2143852      1320.7152      7.1527275      2124.5187      12.598064
            0.7      1634.1123      8.5723471      1301.4717      6.8113665      2085.5622      11.624166
            0.8      1608.2319      8.6500383      1280.8581      6.8076044      2052.2609       11.70296
            0.9      1578.5896      8.5414159      1256.2803      6.7221068      2016.6448      11.491402
              1      1562.2885      8.3926838      1244.0079      6.6249056      1994.3998      11.298107
            1.1       1508.976      8.2808078      1203.5123      6.5488002      1922.2842      11.189912
            1.2       1471.828      8.2403127      1171.5462      6.4880486      1880.5604      11.116206
            1.3      1459.1487      8.1394698      1161.2557      6.4338551      1864.5155      11.019213
            1.4      1408.5872      7.9561739      1122.3303      6.2965093      1797.6349      10.750744
            1.5      1364.1718      8.5591805      1087.1203      6.6717513      1740.2341      11.937995
            1.6      1324.2678      7.7366038      1055.6809      6.1181421      1688.5406       10.47887
            1.7      1284.5181      7.7042532      1022.6357      6.0563794      1641.1929      10.436995
            1.8      1222.1469      7.4530564      973.52352      5.9008796      1560.0524      10.158981
            1.9      1158.9272      7.2911863      925.73984      5.9112502      1473.6694      10.394506
              2      1100.7595      7.3961916       877.8052      5.7979018      1402.8422       10.16289
            2.1      1039.3021       6.854879      828.21006      5.3991341      1326.1827       9.253592
            2.2      976.61478      6.6175091      780.91522      5.3109809      1240.4444      9.1354728
            2.3      920.69757      6.4620178      732.81307      5.0999641      1176.7055      8.7621422
            2.4      852.21421      6.2250558      678.00733      4.9087038      1089.5831      8.4370151
            2.5      776.66589      5.9159638      618.23409      4.6649188      991.83169      8.0149974
            2.6      715.91631      5.6827342      570.96801      4.5070246      912.09374      7.7396988
            2.7      643.80532      5.4162558      511.28547      4.2447259      825.10865      7.3025051
            2.8      582.70021      5.1458287       463.4788      4.0749193      745.00605      7.0550016
            2.9      515.95817      4.8330435      410.69872      3.8207645      658.88245      6.6125248
              3      443.76517      4.4843437      351.60955      3.5124663      570.20147      6.0854278
            3.1      391.30215      4.2131199      310.51308      3.3288062      501.64503      5.7299218
            3.2      334.56708      3.8917024      265.07357      3.0439758      429.82908       5.293791
            3.3      281.07988      3.5619376      224.76506      3.2859199      356.63613      5.9451852
            3.4      234.56465       3.270805      186.02083      2.5708926      300.86482      4.4139264
            3.5      188.00123      2.9254384      148.70393      2.2832372      241.88312      3.9941125
            3.6      153.43749      2.6371738      121.57868      2.0973242      196.96892      3.6662821
            3.7      118.26025      2.3160757       93.36114      1.8031063      152.40727      3.2074492
            3.8      89.278523      2.0161037      70.495749       1.578541      115.11686       2.789709
            3.9      66.492315      1.7371823      52.123372      1.3403945       86.55614      2.3864806
              4       48.95366         1.4983      38.779258      1.1846493      62.850411      2.1182315
            4.1      32.807347      1.2278171      25.692133     0.94223301       42.71283      1.7083363
            4.2      23.405626      1.0635153      18.740337      1.0520668      29.480988      1.6852277
            4.3      15.916937     0.86037936      12.418097     0.66745228        20.8837      1.1802329
            4.4      9.1452815     0.64279855      7.1633055     0.50350415      12.048615     0.94020277
            4.5     0.74996063     0.17848061     0.55742913     0.13373968      1.0505659     0.25186368
            4.6     0.29154036     0.11113913     0.21310531    0.081744185     0.41709843     0.15934263
            4.7     0.16770768    0.084319558     0.12768209    0.065143727     0.22787894     0.11398687
            4.8     0.04449508    0.044492854    0.032832679    0.032831037    0.061248032    0.061244969
            4.9              0              0              0              0              0              0
              5              0              0              0              0              0              0
