#     pt_b-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      465.95941      1.7043929      364.36272      1.2733354      719.95576      9.9198215
              1       1306.773      2.8313798      1021.8252      2.1259853      1997.9138      16.305656
              2      1911.1027      3.4271364      1494.0262      2.5615888      2951.7688      19.719115
              3      2250.9821      3.6804839      1760.6751      2.7540345      3439.1661      21.632277
              4      2388.1966      3.8001788      1870.3179      2.8516836      3662.7649      20.870963
              5      2367.8175       3.765084      1856.4862      2.8274542       3581.729       20.19161
              6      2274.5879      3.6941253      1785.6346      2.7779925      3417.0535      19.565121
              7      2131.4919      3.5842115      1674.9478      2.6908116      3163.7498      18.396532
              8        1970.51      3.4524974       1551.275      2.5958907       2903.424      17.547671
              9        1819.19      3.3303039      1433.5311      2.5320563      2677.3404      16.050879
             10      1660.9495      3.1991788      1310.8644      2.4175732      2421.4215      15.297035
             11      1516.1052      3.0383658      1197.9983      2.3065411      2182.6483      13.858773
             12      1376.9314      2.8980872      1089.4325      2.2016679      1994.8252      13.755433
             13      1260.8772      2.7786139      998.70852      2.1150419      1805.1741      12.640734
             14      1152.7075      2.6613789      914.61016      2.0345626      1647.6435      12.234449
             15      1047.4569      2.5417881      831.69205      1.9370132      1498.6119      11.118723
             16      956.05519      2.4504175      759.83367      1.8715192      1335.8345       10.84955
             17      878.46615      2.3169068      698.88983      1.7730493      1220.9457      9.8921779
             18      803.44561      2.2778782      639.98025      1.7440449      1115.6747      9.3267228
             19      743.65247      2.1319603      592.67721      1.6378955      1030.2632      8.4677124
             20       678.8086      2.0491065      541.55236      1.5826068      949.07081       8.148778
             21      628.57669       1.960399      501.73752      1.5153051      861.01468      7.4113588
             22      578.88219      1.8904417      462.61827      1.4562583      793.75822      7.1865228
             23      538.13675       1.823853      430.38886      1.4063849      734.60483      6.6110996
             24      498.22164      1.7686637      399.26558      1.4108043      661.92978      6.5896728
             25      459.18047      1.6804823      367.71174      1.2991899      618.81256      6.3289051
             26      425.58293      1.6147131      341.31931      1.2513471      568.60036      5.9602881
             27      394.88238      1.5756441      316.97602      1.2148603      524.75364      5.6257713
             28      371.02169      1.5092331      297.72638      1.1690707      495.54408      5.1091267
             29      343.90836      1.4569399      276.18158      1.1304917      462.11771       5.058172
             30      321.18501      1.4031828       258.3372      1.0931108       428.0992      4.9148613
             31      299.02409      1.3694003      240.63956       1.065636      397.79005      4.5487776
             32      279.25079      1.3134616      225.07952      1.0231975        363.618      4.6745209
             33      263.87777      1.2682492       212.7342     0.98921172      344.44329      4.2442144
             34      247.24387      1.2301816      199.05222     0.95881662       323.0033      3.9220732
             35      232.95919      1.1941339      187.72196     0.92944053      313.81061      4.1998996
             36      217.91073      1.1531183      175.73599     0.90086101      282.76758      3.6642443
             37      206.03019      1.1547688      166.40616     0.89155574      266.97452       3.308436
             38      193.26973      1.0822292      155.85428     0.84700124      253.87327      3.0458759
             39      183.90836      1.0521542      148.55923     0.82677387      244.65799      3.1682594
             40      172.37828      1.0494442       139.1504      0.8166607      224.61931      3.1540642
             41      165.25464      1.0104147       133.6964     0.79549816      213.01085      3.1615797
             42       155.4214     0.96967306      125.81364     0.76432717      197.75515      2.9832139
             43      147.17032     0.95304898      119.10519     0.76583978      192.37806      2.7352356
             44        137.441     0.91004844      111.08228     0.71307203      179.41911      2.7062871
             45      131.79313      0.8895826      106.97151     0.70512238      168.89473      2.5959614
             46       123.8296     0.86752443      100.20601     0.68221511      159.99919      2.4483148
             47      118.53891     0.84154217      96.068406     0.67318865      150.81574      2.2281359
             48      112.52126     0.83551156      91.435238     0.66533733      143.20634      2.6130482
             49      106.97592     0.80758244      86.726762      0.6356749      137.94238      2.2601946
             50      106.97592     0.80758244      86.726762      0.6356749      137.94238      2.2601946
