# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      76.353243     0.14967285      61.380534     0.11684323      101.25748     0.50839149
             50      34.271935    0.099452923      27.809096    0.078774142      43.635208     0.27817115
             70      18.644915    0.073508134      15.238581    0.058749743      23.275317     0.19259968
             90      11.119478     0.05635371      9.1352283    0.045325979      13.772899     0.12588292
            110      5.8757489    0.029214358      4.8413604    0.023647588      7.2019469    0.042643875
            150      2.6202032    0.017794687      2.1482747    0.014170746      3.2310816    0.024335456
            200      2.6202032    0.017794687      2.1482747    0.014170746      3.2310816    0.024335456
