# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0      1.3584441    0.081429588      1.0897338    0.064849254      1.7682618     0.11547273
              1      4.1619803     0.14752831      3.3357776     0.11558453      6.3324756     0.58645599
              2      7.7864186     0.19974336      6.2220685     0.15893439      10.273873     0.28747799
              3      11.048849      0.2393078      8.8504495     0.18820892      14.379801     0.33119208
              4      15.049579     0.27754031      12.021525     0.21953524      19.543441     0.37953927
              5      18.709871      0.3096963      14.942146     0.24374363      24.276856     0.43350919
              6      22.601002     0.33860036      17.897371     0.26444331      29.641566     0.46345028
              7      26.907655     0.37128224      21.305641     0.29106609      35.234944     0.51043685
              8      32.597919     0.40709652      25.704048     0.31727975      42.819847     0.55554747
              9      36.614086     0.42937535      29.000318     0.33617086      47.833966      0.5882046
             10      42.411439     0.46376588      33.553396     0.36318716      55.327444     0.63265028
             11      48.018793     0.49087259      38.019154     0.39657886      62.601841      0.6718742
             12      53.242773     0.51782165      42.030881     0.40482635      70.218531     0.89697533
             13      59.018824     0.54674131      46.718464     0.42958259      76.936638     0.74508666
             14      64.745476     0.57036042      51.131493     0.44631699      84.507423     0.77397876
             15      71.460793     0.59795102      56.470018     0.46815468      93.203116     0.81529043
             16      78.049977     0.62445472      61.757551     0.49089023      101.85934     0.87645852
             17      85.640388     0.65927586      67.656143     0.51524671      111.54831     0.89512226
             18      94.771226     0.68390678      74.918627     0.55265261      123.34254     0.95647424
             19      100.40842     0.70630829      79.483703     0.56134118      130.30701      0.9799295
             20      109.97203     0.73569803      87.017401      0.5777836      142.86749      1.0011271
             21      118.36432     0.76251226       93.66173     0.59788605      153.53238      1.0294577
             22      129.53534      0.8137488      102.55236     0.63865211       167.7561      1.1209176
             23      139.68578     0.82754103      110.72729      0.6540217      180.67299      1.1177206
             24      148.89665     0.85719874      117.91959     0.68182325       192.9849      1.1665995
             25      158.99689     0.88330922      126.18286     0.69612582      205.21186      1.1978944
             26      167.58076     0.90646571       132.8403     0.71462067      216.62321      1.2307832
             27      180.00673     0.93465137      142.93256     0.73804062      231.95286      1.2863979
             28      191.40155     0.96325439      152.02987     0.75946868      246.49047      1.2947922
             29      200.28201     0.98607349      159.10592     0.77763556      257.39896      1.3854698
             30      222.83945      1.0409601      177.22729     0.82042768      286.12108       1.430325
             31      234.55336      1.0640791      186.89073      0.8439487      300.87366      1.4340666
             32      244.72585      1.0859071      195.02381     0.85908355      313.54367      1.4573663
             33      251.85682      1.1020431      200.77432     0.87686491      323.02059      1.5745552
             34       259.7488       1.169108       207.2279     0.93299642      332.22855      1.5646554
             35      265.35898      1.1297983        211.913     0.89843607      339.19169      1.5227471
             36      269.13593      1.1334331      214.80205     0.90273252       344.0778      1.5260378
             37      273.19964      1.1450616      217.89217     0.90657693      349.83328      1.5689303
             38       273.9721      1.1425156      218.97045     0.90916971      349.58892      1.5361843
             39      274.95236      1.1459717      219.41384      0.9063661      351.28692      1.5408426
             40      274.71589      1.1381496      219.40455     0.90341921      350.66369      1.5181089
             41      272.25057      1.1327304      217.38148     0.89782738      347.45001      1.5114386
             42      270.69181      1.1336562       216.1725      0.8959628      345.33155      1.5126575
             43      267.67389      1.1195296      213.93296     0.88795815      341.02421      1.4970457
             44      264.96837      1.1234692      211.68799     0.89561088      337.88608      1.5004984
             45       262.4355      1.1174021      209.67457     0.91143623      334.65179      1.4920396
             46       256.7335      1.1045646      205.11297      0.8743684      327.31063      1.4729907
             47      251.74166      1.0841544      201.19092     0.85903267      320.77464       1.444638
             48      247.11446      1.0796384      197.30726     0.85839976         315.38      1.4340983
             49      244.53353      1.0658684      195.44673     0.84759034      311.54741      1.4141477
             50      244.53353      1.0658684      195.44673     0.84759034      311.54741      1.4141477
