#    y_j1-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      3.2001388     0.38106991      2.4923356     0.29640336      4.2293415     0.51399716
           -4.9      5.2812421     0.49708365      4.1681191     0.39232159      7.2022077     0.80242855
           -4.8      7.0591053     0.57837544      5.5205289     0.45122635      9.2705424     0.77946743
           -4.7      11.419232     0.74677557      9.1613462     0.59394936      14.532062     0.99697047
           -4.6      16.997134      0.9013928      13.465629     0.70746072      21.943823      1.2208567
           -4.5      89.265744      2.0794576      70.911102      1.6318364      115.35318      2.8623452
           -4.4      116.09647      2.3620671      92.000817      1.8507986      150.13156       3.193009
           -4.3      152.64051      2.6931446       120.8203      2.1087512      197.59721      3.6443299
           -4.2      197.47447       3.059444        156.335      2.3916191      255.93976       4.130299
           -4.1      241.42047      3.3815338      191.50837      2.6666394      311.32166      4.5602253
             -4      291.62879      3.7176136      232.08885      2.9165322      374.51019      5.0178329
           -3.9      353.70903      4.0948302      280.87889      3.2049244      455.11461      5.5120633
           -3.8      429.07589      4.5414798       342.1584      3.5687557       549.4167      6.3308195
           -3.7       506.3827       4.917563      403.96434      3.8636741      647.91138      6.5864251
           -3.6      586.65644      5.2635683      468.18556      4.1465546      750.04411      7.0805036
           -3.5      681.33808      5.6745287       544.1019      4.4710831      869.95174      7.6253623
           -3.4      787.83878      6.1321991       629.2838      4.8480784      1005.3424      8.2599597
           -3.3      896.71617      6.5285263       716.7723      5.1536867      1139.8428      9.4860276
           -3.2      1022.1268       6.945039      815.87478      5.4905545      1304.8573      9.3384754
           -3.1       1127.683      7.3302125       901.6485      5.8127073      1438.0791         10.063
             -3       1248.565      7.6933848      999.28512      6.0731497       1588.544      10.307526
           -2.9      1366.8145      8.0380216      1094.6001      6.3754253      1737.4725      10.892246
           -2.8      1493.7267      8.6489489       1193.045      6.8006897      1909.7269      12.161028
           -2.7      1623.5304      8.7399976      1299.3722      6.9619917      2064.9687      11.669982
           -2.6      1737.3744      9.0455913      1389.5197      7.1772892      2212.0004      12.129897
           -2.5      1861.6401       9.335582      1489.8383      7.3832944      2369.7067      12.513816
           -2.4      1981.6423      9.6553918      1585.3189       7.724763      2522.8647      12.990815
           -2.3      2106.0705      9.9156499      1684.1305      7.8413252      2683.0934      13.259479
           -2.2      2205.5873      10.197968      1764.9773      8.0887249      2806.4303      13.673242
           -2.1      2319.3987      10.390739      1855.3171      8.2255112      2952.8321      13.883931
             -2      2439.6328       10.64197      1951.6076      8.5094196      3107.4304      14.363168
           -1.9      2504.1325      10.854085      2001.9959      8.6188644      3192.4438      14.667068
           -1.8      2631.1695      11.083553      2103.3051       8.772819      3359.1956      15.780322
           -1.7      2715.9312      11.651326      2173.7783      9.7776572      3460.6123      16.849251
           -1.6      2788.4397      11.508269      2228.8231      9.0874539      3555.7888      15.453622
           -1.5      2865.7957      11.633924      2293.7952       9.232723      3646.4373      15.571917
           -1.4      2931.5384      11.668846      2343.2866      9.2439082      3736.7972      15.514731
           -1.3      3002.7603       11.80915      2400.2864      9.3466261      3827.5381      15.735883
           -1.2      3088.8524      11.952485      2469.2553      9.4803794      3938.7882      15.903518
           -1.1      3147.1913       12.04931      2513.9311      9.5635084      4015.1532      16.054452
             -1      3186.8554      12.220564      2549.2519      9.7298345      4057.6101      16.329062
           -0.9      3230.6176      12.345917        2583.75      9.8048554      4114.9227      16.454875
           -0.8      3277.0728       12.66484      2622.6868      10.243089      4170.3389      17.049748
           -0.7      3348.8768      12.470632      2676.6389      9.9961468      4269.3479      16.949647
           -0.6      3333.9768      12.400495      2664.6069      9.8339852      4251.8794      16.630817
           -0.5      3364.4897      12.453169      2690.0631      9.9035307      4288.0856      16.936315
           -0.4      3384.5952      12.640679      2703.1801      10.011344        4318.22      16.862344
           -0.3      3398.7204      12.972833      2715.1979      10.258138      4337.2164      17.433144
           -0.2      3422.3094      12.640018      2736.9674      10.037136      4360.2252      16.969291
           -0.1      3443.1153      12.628122      2752.4365      10.084043       4387.809      17.042106
              0      3399.1817      12.566054      2717.1371      9.9760552       4339.283      17.422826
            0.1      3405.2542      12.671651      2722.3871      10.254198      4336.9963      17.097088
            0.2      3414.7667      12.560525      2725.5637      9.9447161      4360.1774      16.781271
            0.3      3402.3817       12.55549      2717.6077      9.9621592      4341.8945      16.697644
            0.4       3361.576       12.55136       2687.554      10.133651       4284.848      16.702859
            0.5      3351.5914      12.409754      2683.2131      10.134979        4262.01      16.909642
            0.6      3301.5052      12.724994        2637.08      10.007989      4213.6494      17.101813
            0.7      3286.2749      12.306911      2628.9929      9.8101074      4185.5714      16.494906
            0.8      3229.6538      12.328042      2583.8797      9.7454127      4111.6421      16.680714
            0.9       3180.158      12.186848      2542.6485      9.6492115      4053.7742      16.316505
