#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      440.58678     0.72841888      340.37349     0.53600919      716.81504      4.7360679
              5      1597.0494      1.3269197      1243.5921     0.98193269      2488.1873      8.0997866
             10      1539.7691      1.3090007      1209.3719     0.97786462      2300.5769      7.0495229
             15      1152.6581      1.1537316      911.85194      0.8741258      1660.0943      5.5036985
             20      830.43648     0.98663358      660.73166     0.75364276       1159.924      4.1465812
             25        599.458     0.84168237      479.05075       0.648135      815.05985      3.2421299
             30       442.3821     0.72596155      355.01454     0.56315765       591.1248      2.6255158
             35      332.57435       0.630674      267.56036     0.49037238      441.44391      2.1364147
             40      254.81796     0.55380344      205.80503     0.43667926       332.1933      1.8220141
             45      197.94686     0.48651802      160.12777     0.38283514      256.50256      1.4784092
             50      155.88768     0.43210033      126.35415     0.33965879       201.2005      1.2424602
             55      125.40725     0.38447303      101.85686     0.30709591      159.00887      1.0451329
             60      100.70925     0.34795598      82.057973     0.28743955       126.4209      0.9207507
             65      82.226957     0.31205839      67.074693     0.24820666      103.97089     0.76284558
             70      68.431313      0.2849081        55.9137     0.22733831      85.628458     0.79971649
             75      56.398894     0.26294594      46.146671     0.23117987      70.355596      0.3888372
             80       47.66146     0.23854093      38.985137     0.19206276      59.470057     0.35989284
             85      39.741124     0.21901637      32.497055     0.17597986      49.592983     0.32527966
             90      34.082868     0.19938444      27.881705     0.16133834      42.416956     0.30363256
             95      29.435193     0.18581427      24.015427      0.1496482      36.791758     0.26651693
            100       24.79385     0.16996229      20.255405     0.13663888      30.838218     0.24169126
            105      21.764248      0.1600304      17.821585     0.12905348      26.972756     0.23983799
            110      18.854775     0.14764331      15.347342     0.11817547      23.615565     0.20369828
            115      16.541624     0.13886619      13.505103      0.1147992      20.479734     0.21170073
            120      13.963164     0.12795522      11.356839     0.10165948      17.430646     0.17395325
            125      12.522439     0.12010425      10.246853    0.098119683      15.440922     0.17360613
            130      10.963162     0.11280205      8.8939979    0.089682524      13.674964     0.15721931
            135      9.7585364      0.1070187      7.9615431    0.085684526       12.14716     0.14854519
            140      8.4729308     0.10353761      6.8844721    0.081542488      10.560097     0.14583443
            145      7.6451017    0.094777348      6.1974927    0.075010075      9.5945306     0.14229573
            150      6.7920463    0.096155879      5.5130513    0.077093687      8.5008076     0.12979396
            155      6.1390956    0.094024069      4.9504291    0.072481299      7.7433887       0.131454
            160      5.5245666     0.08618937      4.4935529    0.067603387      6.8538648     0.11752056
            165      4.9980878    0.079733344      4.0617434    0.062451637      6.2515051     0.11352003
            170      4.3808723    0.073236307      3.5411209    0.057439211      5.5148736     0.10081036
            175      3.9729889    0.068872912      3.2126379    0.054211346      4.9621843    0.094778789
            180      3.6145444     0.06465677      2.9164353     0.05146192       4.552836    0.088622502
            185      3.2370134    0.061599656      2.6309272    0.049328599      4.0209465    0.086916548
            190      3.0552039    0.068548788      2.4776967     0.05289949      3.8190595     0.09635231
            195      2.6382933    0.058844278       2.126702    0.045397936      3.3253022    0.081844734
            200      2.4612782    0.055709993      1.9921811    0.043433252      3.0789767     0.07631283
            205      2.1990409    0.050527576      1.7791951    0.039750269      2.7612623    0.069483135
            210       2.063542    0.050944249      1.6752365    0.040319991      2.5712727     0.07005807
            215      1.7834564    0.049048122      1.4443283    0.037743614      2.2272019    0.068691367
            220      1.7757793    0.045055349      1.4442889    0.035657989      2.1987945    0.060920027
            225      1.5855788    0.043656098      1.2824627    0.034624265      1.9815714    0.059730361
            230      1.3640328    0.039366688      1.1031237    0.031030983      1.7053471    0.053078805
            235      1.1867555    0.037266574      0.9646899    0.029433016      1.4747626    0.050632991
            240      1.2168255    0.037628151     0.98294669    0.029540212      1.5208736    0.051478809
            245      1.0880735    0.037688906      0.8737543    0.028893797      1.3726154    0.052296266
            250       1.040654    0.034258663     0.84014047    0.027184343      1.3033605    0.046561222
            255     0.93231153    0.034198562     0.76884346    0.032647515      1.1274395    0.064437805
            260     0.89349945    0.032441832     0.72710458    0.025523123      1.1072158    0.044041946
            265     0.77729787    0.029437578     0.63057221     0.02318141     0.96553656    0.040147222
            270     0.77897252    0.030966626     0.63481093    0.025031437     0.97071034     0.04349003
            275     0.69089842    0.029958024      0.5531158    0.022980508     0.89044519    0.063874025
            280     0.62578289    0.027658633     0.50612481    0.021553828     0.77908759    0.039943891
            285     0.58129561    0.025181087     0.47239928     0.02001758     0.71826752    0.034277522
            290     0.50878695    0.025651423     0.40924634    0.019604004     0.63809063    0.035776728
            295     0.51199809    0.024095747     0.41375563    0.018952004     0.63917675    0.033123779
            300      0.4606062    0.023635444     0.37625545    0.018602177     0.56739814    0.032838906
            305     0.44701772    0.024974165     0.35978643    0.019023208     0.56232103    0.034983944
            310     0.39250209    0.021758054     0.31847046    0.017066507     0.48946522      0.0296966
            315     0.36867275    0.021587272     0.30268301     0.01696538     0.44921282    0.031615234
            320     0.36125781    0.020431996     0.29290729    0.016065992     0.44979538    0.027644995
            325     0.33386405      0.0192277     0.26788883    0.014804258     0.41917053    0.027021997
            330     0.33695498    0.020244368     0.27107994    0.015455782     0.42238082    0.028730263
            335     0.33504913    0.021146616     0.27035713    0.016007881     0.42006738    0.030952925
            340     0.27917687    0.018188614      0.2279718    0.014353586     0.34223309    0.026363992
            345     0.23540008    0.016479714     0.19133067    0.012716089     0.28965562    0.023492301
            350     0.21712029    0.016122754     0.17953951     0.01318792     0.26242935    0.022594872
            355     0.18649801    0.015383481     0.15459338    0.012240146     0.22351764    0.021580585
            360     0.22205506    0.015269722      0.1792047    0.012183894     0.27642524    0.020715851
            365     0.20500569    0.015938523     0.16481148    0.012215285     0.25778594    0.022243972
            370     0.19555563    0.015103579     0.15525909    0.011627957     0.24971218    0.020694833
            375     0.17138514    0.013645117     0.14018232    0.011001713     0.20919582     0.01806162
            380     0.15337285     0.01466034     0.12824246     0.01100845      0.1809503    0.021532376
            385     0.14472144    0.012636189      0.1143293   0.0097954867     0.18592539    0.017588066
            390     0.15195199       0.012867     0.12178549    0.010080422     0.19204435    0.017279714
            395     0.13472472    0.013583006     0.11556125    0.010368889     0.15279409    0.019995922
            400     0.11935569    0.012157735    0.096398385   0.0093752503     0.14850604    0.016797314
            405     0.13189276    0.012566548      0.1060086   0.0099433243     0.16654786    0.016821182
            410     0.12621272    0.012079368     0.09968815   0.0094283876     0.16270563    0.016449219
            415     0.10764016    0.011911912    0.085345964   0.0091153662     0.13726106    0.016376122
            420     0.10289813    0.010583715    0.084624705   0.0086636617     0.12476822    0.014206659
            425     0.06978937   0.0096557101     0.05651689   0.0074167294    0.085709133    0.013268826
            430     0.10855715    0.011499053    0.087061232   0.0088553753     0.13617166    0.015979229
            435    0.079902933     0.01049211    0.063302244   0.0078817893     0.10218856    0.014710005
            440    0.087341968    0.010143911    0.072886614    0.008198809     0.10390457     0.01373388
            445    0.064706457   0.0087744441    0.051685276    0.006687771    0.082076023    0.012199052
            450    0.059474547   0.0099644562    0.047237274   0.0073725027    0.075468268    0.014366296
            455     0.07906248   0.0097024288     0.06168439   0.0073930795     0.10315571    0.013320547
            460    0.082229055     0.01116228    0.065668297   0.0082745634     0.10377999    0.016126404
            465    0.091630373    0.030877765    0.070473221    0.020523363     0.12166899    0.048358345
            470    0.047955393    0.007630921    0.038263386   0.0058179089    0.060905888    0.010694316
            475    0.061878622   0.0093788833    0.048628189   0.0070914547     0.08005246    0.013305704
            480    0.046435984   0.0074975667    0.036765335   0.0056527742    0.059345275    0.010500326
            485    0.049029921   0.0077981856    0.040042342   0.0058776624    0.059957874    0.011327145
            490    0.033376299   0.0076600081    0.028148032   0.0057086344    0.038991771    0.010892773
            495    0.042377165   0.0071852018    0.035162205   0.0054192186    0.050055512     0.01036692
            500    0.042377165   0.0071852018    0.035162205   0.0054192186    0.050055512     0.01036692
