#      n_b_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      700.03569       2.235112      542.40864      1.6325139      1149.0958       13.08207
            0.5       6639.144      6.1421244      5343.4881      4.7386809      9211.3811      28.218074
            1.5      34407.085      9.8448964      27213.933      7.1684953      49473.008      65.696695
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
