# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21546.685       9.742104      16855.934      7.0471227      32991.126      65.488006
              1      21546.685       9.742104      16855.934      7.0471227      32991.126      65.488006
