#   y_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9   0.0012952736    0.054063925    -0.03087795    0.090286814    0.010890748    0.037190216
           -4.8   -0.035428149    0.035426377   -0.065384843    0.065381573   -0.020152559    0.020151552
           -4.7     0.58610335     0.15911488     0.42272934     0.11501296     0.84056595     0.23595683
           -4.6      1.4797687     0.25733854      1.1082598     0.18820968      2.0323553     0.37706074
           -4.5      4.1816348     0.42243511      3.0701358     0.31209575      5.9425168     0.62387092
           -4.4      8.2029518     0.61174081      6.2220525     0.46178561      11.123325     0.92921153
           -4.3      17.036492     0.91090963      13.221764     0.74717675      22.337003      1.4972863
           -4.2      31.208103      1.2123516      23.739713      0.9031176       42.16583      1.7748919
           -4.1      60.143383      1.6714108      45.882035      1.2461685      80.933417      2.3946156
             -4      90.989561      2.0776531      70.448908      1.5857605      120.66823      2.9644492
           -3.9      144.27252      2.6107702       111.6873      1.9870562      191.16684      3.6480172
           -3.8      200.88765      3.0804863      155.93013      2.3465906      265.02515      4.3126655
           -3.7      277.37511      3.6018934      215.68438      2.7639566      365.52199      5.0538176
           -3.6      366.01779      4.1442695      285.50442      3.1657293      481.19388      5.7611419
           -3.5      478.70222      4.7361546      374.17689       3.628248      625.69898      6.5987622
           -3.4      594.89833      5.2481626      464.95357      4.0365569       779.0632      7.2424843
           -3.3      728.16292      5.8373583      571.06716      4.4854932      949.00484      8.0508489
           -3.2      860.64732      6.3512336      675.50685       4.894611      1121.6807      8.9771763
           -3.1      1021.5467      7.1584673      803.90206       5.507444      1325.8779      9.8356142
             -3      1175.1785      7.3848198      926.72055      5.7278478      1522.3018      10.066397
           -2.9      1319.9816      7.8358135       1042.648      6.0867495      1705.6584      10.648464
           -2.8      1473.5265      8.3061637       1164.664      6.4606548      1905.2323      11.445501
           -2.7      1645.7135       8.753503      1304.5641      6.8276222      2115.9718      11.926725
           -2.6      1802.9217      9.6890018      1429.4149      7.5322311      2320.3091      13.353527
           -2.5      1959.0859      9.5429132      1556.9243      7.5246388      2513.8426      12.870032
           -2.4      2090.4133       9.881501      1663.3391       7.755342      2679.3065      13.390645
           -2.3      2223.9605       10.32694      1769.6761       8.111269      2848.9307      13.892743
           -2.2      2349.3855      10.429509      1870.8013        8.20519      3013.9443        14.7239
           -2.1      2479.1135      10.721657      1976.9313      8.4625806      3166.1694      14.443322
             -2      2604.6729      10.987456       2080.962      8.7127942      3318.2992      14.810435
           -1.9      2717.6902       11.24828      2172.1072      8.9229619       3469.868      16.025753
           -1.8      2793.2599      11.385215      2234.7249      9.0196382      3556.1616      15.168765
           -1.7      2904.8303      11.627427      2323.0224      9.3017263      3700.6185      15.679592
           -1.6      2954.0652        11.7318      2367.8149      9.4063281       3754.207      15.664259
           -1.5      3037.1228      11.985264      2435.7344      9.5307718       3856.369      15.996868
           -1.4      3119.3203      12.071554      2502.1197      9.6268962      3959.9166      16.088526
           -1.3       3170.304      12.135805      2543.1068      9.6891021      4024.4647      16.146689
           -1.2      3231.7121      12.287461      2596.0802      9.8986981      4094.9807      16.428512
           -1.1      3250.2283      12.339054      2609.7188      9.9249336      4121.0728      16.465807
             -1      3300.5961      12.493042      2650.8994      9.9710349      4185.7507      16.594674
           -0.9      3331.6884      12.524237      2673.8678      9.9747452      4228.9994      16.607511
           -0.8      3336.6775      12.453455      2678.2794       9.943702      4232.5672      16.446658
           -0.7      3380.0184      12.566553      2714.5721      10.032746      4284.8795      16.636023
           -0.6      3374.5387      12.623676      2712.1389      10.645391       4273.154      17.335175
           -0.5      3415.9239      12.773663      2743.6351      10.198004      4331.5896      16.926928
           -0.4      3439.3671      12.809377      2766.7302       10.43236      4351.5628      17.150528
           -0.3      3416.3041      12.660195      2742.6564      10.076252      4334.4803      16.708263
           -0.2      3430.4853      12.598602      2754.9617      10.047602      4350.4011      16.626635
           -0.1      3456.2858      12.717204      2778.0884      10.156888      4376.8576      16.840738
              0       3427.712      12.633747      2755.6336      10.173583      4337.1064       17.17584
            0.1      3416.9294       12.58982      2745.8847      10.085492      4328.7683      16.973449
            0.2      3402.8232      12.850086      2734.5166      10.220107      4311.6973      17.037827
            0.3      3418.2826      12.603247      2746.3827      10.076148      4333.0106      16.750109
            0.4      3416.9075      12.642067      2744.4043      10.096101      4336.7842       17.54527
            0.5       3379.974      12.571692       2718.811      10.212447      4276.1343      17.014447
            0.6      3361.1609      12.544902       2702.747      10.088908      4254.7574      16.769877
            0.7      3341.6635      12.577652       2683.365      10.035492      4239.7103      16.793834
            0.8      3297.1921      12.729745      2649.2249      10.391179      4177.2227      17.169465
            0.9      3272.9294      12.514826      2629.9601      10.122656      4146.0717      16.551107
              1      3235.1332      12.269384      2594.6866       9.987737      4107.8261      16.417891
            1.1      3191.5608      12.163099      2560.0772      9.6737767      4052.2516      16.065059
            1.2      3167.2454      12.266203      2542.0631      9.9205201      4022.3141      16.948992
            1.3      3087.2917      12.102591      2476.8954      9.6552232       3918.648      16.112502
            1.4      3021.0531       11.83851      2421.5146      9.4217483      3838.5714      15.769759
            1.5      2966.8664      11.749896       2375.454      9.3696134      3780.3484      16.450294
            1.6      2874.2426      11.587443      2301.6079      9.2125739      3655.4579      15.465899
            1.7      2787.6293       11.39924      2229.0492      9.0791237      3551.1911      15.248508
            1.8      2697.2129      11.717917      2154.5295      9.1864396      3441.5135      15.851069
            1.9      2597.4145      10.941584      2071.2656      8.6436229      3320.5936      14.598676
              2      2490.7632      10.704739      1988.1953      8.4983923      3180.7967      14.459201
            2.1      2385.4785      10.494981      1900.4044      8.4381982      3052.0098      14.556497
            2.2       2237.896      10.146218      1780.0751      7.9787351      2868.5241      13.651641
            2.3      2082.1552      9.7858743       1655.659      7.7391316      2669.6937      13.193004
            2.4      1952.7361      10.121477      1551.5903      7.8804898      2506.3826      13.937296
            2.5      1800.3069      9.1314483      1426.9419      7.1494449      2318.0353       12.39195
            2.6      1645.1054        8.73562      1302.5198      6.8205247      2119.4588       11.85687
            2.7      1480.7835      8.2822476      1172.0353      6.4680327      1908.4077      11.345134
            2.8      1332.8043      7.8829686       1051.791      6.1162403      1726.9476      10.868314
            2.9      1164.0554      7.3409186      918.30917      5.7070464      1504.7604      10.162033
              3      1001.6902      6.8244279      788.76481      5.4604041      1299.1784      9.3823784
            3.1      876.24628      6.3923566      689.36455      4.9712984      1137.4118      8.8052755
            3.2      732.18408      5.8509363       573.7812      4.4984603      953.08819      8.2846571
            3.3      591.18729      5.2493707       463.8604      4.1242503      770.16923      7.5422924
            3.4      472.90312      4.7031571      369.62646       3.656378      616.30979      7.1163917
            3.5      367.62013      4.1547812      286.08219      3.1535276      483.63422      5.8160984
            3.6      278.11352       3.604244       215.4936      2.7346046      368.35212      5.0150066
            3.7      203.58506      3.0841023      157.81111      2.3315424      269.35139      4.3058929
            3.8      136.94186      2.5554594      106.17395      1.9255967       181.1895      3.5890744
            3.9      92.716506       2.080332      71.005108      1.5560402      124.43463      2.9808153
              4      57.644845      1.6522681      44.615593      1.2452164        76.3123      2.3654142
            4.1      31.632787      1.2210578      23.994344     0.90236472      42.913544      1.7773111
            4.2      18.051805     0.92099517      13.672395     0.67704938      24.472077      1.3518585
            4.3      8.7169094     0.62301522      6.6942353     0.50678281      11.563589     0.93077849
            4.4      3.3459656     0.43514741      2.5316028     0.30942251      4.5370955     0.65897736
            4.5      1.4045049     0.24596781      1.0108691     0.17485766      2.0378937     0.37391304
            4.6      0.3784685     0.13981217     0.24639498    0.090366288     0.60379725     0.24137203
            4.7    0.076558072    0.054132025    0.055409451    0.039180649     0.11040453    0.078071178
            4.8              0              0              0              0              0              0
            4.9              0              0              0              0              0              0
              5              0              0              0              0              0              0
