# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      76.353243     0.14967285      61.380534     0.11684323      101.25748     0.50839149
             50      31.942858      0.0858098      25.937602    0.068112638      40.573349     0.24081192
             75       13.77586    0.047510337      11.291945    0.038023342      17.123849     0.11375344
            110      5.6338074    0.027107953      4.6418058    0.021906851      6.9078914    0.039375389
            155      2.1813717    0.014124681      1.7882902    0.011263057      2.6881106    0.019278764
            220     0.57952979   0.0049346767     0.47430194   0.0039199027     0.71352311   0.0067990061
            360    0.088140957   0.0014854446    0.071514077   0.0011523749     0.10922562   0.0020668077
            600    0.088140957   0.0014854446    0.071514077   0.0011523749     0.10922562   0.0020668077
