# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      41055.917      9.4709398       32527.05      6.6958413      58964.328      71.970091
              1      41055.917      9.4709398       32527.05      6.6958413      58964.328      71.970091
