# pt_bb-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      559.49382      0.8245573      432.81226     0.60476729      901.18273      5.1905907
              5      1204.6546      1.1804215       936.3573     0.87147185       1898.459      7.2429419
             10      1222.7086      1.1862908      956.71329     0.88314788      1855.8406      6.6265911
             15      1019.1684      1.0899305      802.17398     0.82031781      1506.5868      5.5169173
             20      799.62567     0.97169562      633.17583     0.73791357      1135.8607      4.5390574
             25      618.12953     0.85675164      491.53924     0.65378388      865.43077      3.6289426
             30      476.38131      0.7572558      380.31005     0.58101761      651.37483      2.9552869
             35      371.42678     0.66486006      297.63276      0.5146452      496.16942      2.4852055
             40      292.41292     0.59163261      235.00242     0.45959223      386.91657       2.028706
             45      232.69096     0.52592049      187.45013     0.41272347      304.52082      1.6086688
             50      186.65496     0.47005341      150.67139     0.36979749      241.41105      1.4732951
             55      150.91608     0.42336364      122.05158     0.33286842      195.22342       1.243349
             60      122.53778      0.3794419       99.37554     0.29861705      154.64447       1.090672
             65      101.20779     0.34357375      82.140537     0.27230651      127.57904      0.9314171
             70      83.831055     0.31406376      68.165376      0.2519104      106.74179     0.80599314
             75      70.359552     0.29079571      57.356161     0.25025685      86.903612     0.75936583
             80      58.901176     0.26072619      47.998978     0.20730616      73.935647     0.71850778
             85      49.589348     0.23986683       40.51906     0.20272289      62.804534     0.58587984
             90      42.179118     0.22120962      34.520534     0.17761453      52.267824      0.4982685
             95      35.910008     0.20233603      29.380322     0.16197208      44.767467     0.43252649
            100      30.389314      0.1865942      24.868225     0.14898192      37.766115     0.43753474
            105      26.663012      0.1734788      21.802635     0.13921452      33.101668     0.24700433
            110      22.962769     0.16295847      18.794909     0.13130671      28.672213     0.34565052
            115      19.723112     0.15165607      16.136095     0.12282415      24.480923     0.22282398
            120      17.210019     0.14015048      14.102724     0.11368456      21.251823     0.21450752
            125      14.994677     0.13241946      12.295058     0.10660616      18.471144     0.19555418
            130      13.271835     0.12086971      10.830504    0.097027934      16.510629      0.1638539
            135      11.543766     0.11335729      9.4358815    0.090848448      14.322345     0.15463693
            140      10.038029     0.10520079      8.1765047    0.084279037      12.454137     0.14663446
            145      8.7181902    0.099435849      7.1274039    0.079430066      10.847233     0.22658973
            150      7.6377321    0.098456755       6.274425    0.082033559      9.3791182     0.13577649
            155       6.876038    0.087036066      5.6207328    0.069693765      8.5219794     0.11930636
            160      5.9465632    0.079753786      4.8536015    0.064209348      7.3682836     0.11007487
            165      5.2438823    0.076285766       4.278858    0.060897727      6.4617031     0.13144667
            170      4.8188997    0.071849704      3.9194792     0.05742064      6.0298708     0.10901229
            175      4.1800034    0.067617263      3.4134981     0.05420215      5.1678186     0.10576539
            180      3.6642641    0.062546279      2.9782056    0.050179159      4.5449981    0.085196337
            185      3.2088941    0.058987444      2.6129183    0.046819232      3.9623576    0.081820303
            190      2.9027527    0.056790119      2.3667931    0.044961617      3.5953777    0.079761562
            195      2.6082673    0.053373494      2.1239056    0.042229729      3.2187512    0.074195254
            200      2.2743275    0.049086891      1.8396627    0.038712187      2.8475035    0.066088468
            205      2.1514233    0.048903966      1.7626479     0.03920331      2.6361089     0.06832426
            210      1.8205783    0.043697304      1.4815889    0.034731923       2.248521    0.059103935
            215      1.5804882    0.041140979      1.2847303    0.032672333      1.9605312    0.055980382
            220      1.4118175     0.03806551      1.1636415    0.031147221      1.7221779    0.061654766
            225      1.3146089    0.036940147      1.0678245    0.029161301      1.6344401    0.054711081
            230      1.2256489    0.035129708     0.99613534    0.027839824       1.515155    0.048197238
            235      1.0154058    0.030767609     0.81552077    0.024231624      1.2750428    0.041096896
            240     0.89867059      0.0298177     0.72894216    0.023361205      1.1122237    0.040744903
            245     0.82166332     0.03393099     0.66440696    0.025538427      1.0207209    0.048154566
            250     0.75378697    0.026924256     0.60954861    0.021183073      0.9360634    0.036487488
            255     0.68687659     0.02563293     0.56384469    0.020474685     0.83515333      0.0355338
            260     0.59958539    0.024013801     0.48610127    0.018855301     0.74103604    0.032801978
            265     0.54710014    0.023175237       0.443113    0.018296328     0.67646681    0.032071086
            270     0.48535583    0.022006537       0.387165     0.01695411     0.61317679    0.030287462
            275     0.42884888    0.020283423     0.35605679    0.017107073     0.51141607    0.030253461
            280     0.38119772    0.019293104     0.31321009    0.015156076     0.46204161    0.026559569
            285     0.37132624    0.018814631     0.29708103    0.014468501     0.46737195    0.026060371
            290     0.38054994    0.023600928     0.30468384    0.017359248     0.47812923    0.034774317
            295     0.29771254     0.01656426     0.24198482    0.012995863     0.36587894    0.022650432
            300     0.29585301    0.016470968     0.23729032    0.012901821     0.37045762    0.023390064
            305     0.25100736    0.015206802      0.2014826    0.011977392     0.31435533     0.02107547
            310      0.2273336    0.015534172     0.18460622    0.012160909       0.279788    0.021437186
            315     0.21166148    0.014388426     0.17273826    0.011088443       0.258195    0.020020381
            320     0.18000244    0.014429517      0.1446551    0.010799319     0.22445093     0.02072712
            325     0.17382868    0.012464021     0.13805565   0.0095143676     0.22066194     0.01752934
            330      0.1667614    0.012434859      0.1368901   0.0098547494     0.20166434    0.017852953
            335     0.14515823    0.011738556     0.11365439   0.0088630978     0.18786311    0.016408793
            340     0.12978565    0.011050843     0.10579583   0.0086398952     0.15847581    0.015260157
            345     0.12087571    0.010522964     0.10286397   0.0092512113     0.13788596    0.017985419
            350     0.11836098      0.0104514      0.1005839   0.0090869062     0.13442169    0.016082125
            355     0.11044252   0.0099039834    0.089352776   0.0077499099     0.13642772    0.014463198
            360    0.084234606     0.00950403    0.068306398   0.0070346222     0.10407348    0.013854961
            365    0.077301889   0.0090073978    0.064014835    0.006728668    0.092188327    0.013360988
            370    0.088311102   0.0090860278    0.069768642   0.0068973516      0.1125697    0.012593964
            375    0.071500019   0.0082560454    0.057614134   0.0064694085    0.088897894    0.011340299
            380    0.074996614   0.0084942743    0.063375563   0.0067920164    0.086388287    0.012935904
            385    0.070547204   0.0085353894    0.056947963   0.0065109378    0.087419803    0.012012455
            390    0.065789173   0.0083557653    0.053602323   0.0066586613     0.08004563    0.012206844
            395    0.041879271   0.0067691187    0.032332165     0.00498676    0.055244449   0.0098052872
            400    0.056561968   0.0074429196    0.046446595   0.0058837959    0.067826575    0.010416362
            405    0.064688031   0.0082275111      0.0504169   0.0060014864    0.084136004    0.011972728
            410    0.037519724   0.0062354236    0.031147576   0.0047484814    0.044491431   0.0088818785
            415    0.056578149   0.0071021244    0.043904331   0.0054190961    0.074024114   0.0097520318
            420     0.04481311   0.0060683301    0.035308819   0.0047874198    0.057252677   0.0081388207
            425    0.040177047   0.0063158585    0.031381929    0.004735018    0.051957913   0.0088853386
            430    0.028133799    0.005171753    0.024067874    0.004217498    0.031617714   0.0070755579
            435    0.029071082   0.0055249352    0.022864902   0.0040410805    0.037284212   0.0080352122
            440    0.022788858   0.0066235215     0.01751124   0.0045302098    0.030192677    0.010197651
            445    0.032592992   0.0052620761    0.025848248    0.004128622    0.041233552   0.0071103553
            450    0.027759704   0.0052107362    0.022239026   0.0038205834    0.034649033   0.0078413655
            455    0.032363326   0.0060263252    0.026454016   0.0045366264    0.039161359   0.0088439069
            460    0.018509744   0.0042184766    0.015365374   0.0031047897    0.021861398   0.0069621441
            465    0.024109409   0.0057293435    0.017915512   0.0040802748    0.033163327   0.0084229682
            470    0.021669468   0.0060606148    0.015818839   0.0040266575    0.030754547   0.0098400379
            475    0.017259901   0.0044111121    0.013431319   0.0031625295    0.022429547   0.0065786163
            480    0.015688701   0.0036767477    0.011612402   0.0026867321    0.021874173   0.0053066987
            485    0.014128523   0.0041308295    0.012085906   0.0032592624    0.015980573   0.0054866913
            490    0.014765512   0.0041657087    0.012263189   0.0031750576    0.017410256    0.005954563
            495    0.010996811   0.0033219696   0.0081847244   0.0023673384    0.015172914   0.0048934317
            500   0.0071066732   0.0038582439   0.0061791833   0.0025863152   0.0077593699   0.0062314321
            505   0.0077634251   0.0026846198   0.0059870866   0.0020091505    0.010214764   0.0037455837
            510    0.010327776   0.0028849955   0.0080506889   0.0022638076    0.013406122   0.0037620516
            515    0.016838583   0.0043275529    0.012569705   0.0030049129    0.023158209   0.0066666011
            520    0.013112598   0.0036926089    0.010191024   0.0027071216    0.017092401   0.0053617181
            525    0.012096988   0.0033234008   0.0094226771   0.0025469449    0.015702618   0.0044897843
            530    0.010635886   0.0029701529   0.0083359054   0.0023440939    0.013554626   0.0039582647
            535   0.0084228345   0.0031569016   0.0066137599   0.0023140362    0.010851555   0.0045274944
            540   0.0061258858    0.002652377   0.0049924213   0.0019883103   0.0073809842   0.0037534336
            545   0.0092398622    0.002667667   0.0072569291   0.0021253757    0.011855374   0.0035351744
            550    0.008426437   0.0029663403   0.0066590158   0.0021728687    0.010709823   0.0043258131
            555    0.003826811   0.0025388601   0.0031492519   0.0017460007   0.0045159648   0.0039423787
            560   0.0063391338   0.0027214052   0.0051365355   0.0020156744   0.0077215353   0.0039040663
            565    0.011618858    0.003191631   0.0095468897   0.0025239433    0.013888346   0.0042900909
            570   0.0091887204   0.0026524225   0.0069031496    0.002017981    0.012520177   0.0036900703
            575   0.0078967519     0.00250735   0.0059665945   0.0019263335    0.010656024    0.003478903
            580   0.0053861416   0.0027679962   0.0020231302   0.0045413398   0.0062870472   0.0029193888
            585    0.002300748   0.0020270856   0.0019362599   0.0014208399   0.0026220866    0.002806228
            590   0.0015313976   0.0015312915  0.00028110236   0.0035180694   0.0018976772  0.00099276724
            595   0.0080535235   0.0029886776   0.0073851791    0.002424695   0.0082762403   0.0031736772
            600   0.0030627559   0.0015313014   0.0024468504   0.0012298369   0.0038108465   0.0019293447
            605   0.0053598228   0.0020257213  -0.0016035436   0.0079637626   0.0076915946   0.0043890773
            610   0.0022970472   0.0017120206   0.0020041536   0.0011672108   0.0025195079   0.0019479938
            615    0.001548248   0.0018823709  0.00013503947   0.0027288506   0.0019951379   0.0014914717
            620   0.0023000787    0.001327887   0.0016642126  0.00096370695   0.0032851575    0.001904293
            625    0.001532126   0.0015316755   0.0012942716   0.0011157063   0.0017343307   0.0021976925
            630    0.010998937   0.0045247512   0.0075297836   0.0030346921    0.016711909    0.007059311
            635  0.00076564962  0.00076561133   0.0004844685  0.00048444428   0.0012647244   0.0012646612
            640  0.00076568897   0.0013261459  0.00058875974   0.0018942845  0.00080677168   0.0012641223
            645   0.0015313779   0.0018754374 -0.00099809056   0.0037549349   0.0024461615   0.0014411164
