# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.049297539    0.014297064     0.03698563    0.010727344    0.068453248    0.020130808
              1    0.097391928    0.019943356    0.078170571    0.016061434     0.12296004    0.025368363
              2     0.20323622    0.030520202     0.15910699    0.023633889     0.27327205    0.043594981
              3     0.36267638    0.041648733     0.27868061    0.031495128     0.49769655    0.060078263
              4     0.37177431    0.042836058     0.28385669    0.032171131     0.51905217    0.063320476
              5     0.50393553    0.047356779     0.39356237    0.036771671     0.66703376    0.064671237
              6     0.67057116    0.055306874      0.5108562    0.042820185     0.93092135    0.082057178
              7     0.73227706    0.057937119      0.5630687     0.04426599     0.99984597     0.08279277
              8     0.94922461    0.080960807     0.71202923    0.058570687      1.3214225     0.11846094
              9       1.087546    0.069725435     0.83338159    0.053337377      1.4721988    0.096889735
             10      1.2069252    0.090696466     0.91357303    0.065253797      1.6623867     0.13500012
             11       1.325936     0.08192805      1.0296131    0.061767985      1.7710796     0.11904625
             12      1.4757944    0.085083915      1.1313557    0.064350527      1.9977828     0.12015425
             13       1.594255     0.08911477      1.2158757    0.066775679      2.1689576     0.12802463
             14      1.6611869    0.090095687      1.2774353    0.068720464      2.2396133     0.12906027
             15      1.7265394    0.090632743      1.3167574    0.068477463      2.3478547     0.13114649
             16      1.9491298    0.094195332       1.488158    0.070955106      2.6479517     0.13496495
             17      2.0255552    0.096326639      1.5519548    0.072651413      2.7391675     0.13946299
             18      2.2625691     0.10947383      1.7111383    0.081548403      3.1050988     0.15586782
             19      2.5559601     0.11740246      1.9380583    0.087758386        3.49062     0.16595849
             20      2.6734566     0.11500387      2.0435487     0.08936807      3.6188338     0.16742514
             21      2.5737827     0.10804917      1.9481522    0.081119906      3.5233856     0.15279358
             22       2.807501     0.11586868      2.1207561    0.087406079      3.8516882     0.16448784
             23      3.0631747     0.12205824      2.3377353    0.091843341       4.149676      0.1734403
             24      3.2681929       0.124094       2.470246     0.09341893      4.4778574     0.17590572
             25      3.2547773     0.12347863       2.474332    0.092369787      4.4254539     0.17665928
             26      3.1890787     0.12226085      2.4186923     0.09190267      4.3432044     0.17321634
             27      3.3602764     0.12454479      2.5430311    0.093224556      4.5901908     0.17624223
             28      3.6570831     0.12694782      2.7677823    0.095856645      5.0004943      0.1804563
             29      3.8388626     0.13372732      2.9080226     0.10036398      5.2361316     0.19006136
             30      3.9343894     0.13629477      2.9923005      0.1023438      5.3333203     0.19258431
             31      3.9948162     0.13601524      3.0169133     0.10200273      5.4614423     0.19150101
             32      4.1830904     0.14111355      3.1709087     0.10505999      5.7039121     0.20222879
             33       4.519811     0.14460864      3.4263615     0.10845035      6.1592609      0.2045578
             34      4.9250553     0.34952911      3.7208257     0.24043291      6.7292959     0.52994299
             35       4.566283     0.14443067      3.4671763     0.10918257      6.2026405     0.20855982
             36      4.6261173     0.14692461      3.5249758     0.11330106      6.2641893     0.21348301
             37      4.8985325     0.16147113      3.7353344     0.12121003       6.623938     0.22939487
             38      4.9801267     0.15552298      3.7837996     0.11912021      6.7619126     0.22429009
             39      5.2476628     0.15505107      3.9725447     0.11752158      7.1549856     0.21936925
             40      5.2882008      0.1557742      3.9829253     0.11659728      7.2546576     0.22090679
             41       5.199335     0.15125497      4.0095634     0.12592428      6.9353835     0.22408859
             42      5.5529666     0.17892032      4.2365459     0.13532473      7.5026201     0.25721269
             43      5.3459647     0.16007999      4.0705755     0.12025484      7.2421428     0.23151032
             44      5.8252273     0.21380409      4.4263405     0.15755377      7.9162107     0.32460401
             45      5.9926464     0.16761261      4.5153841     0.12490873      8.2150861     0.23802919
             46      6.0237655     0.16886626      4.5807422        0.12726      8.1586396     0.23770152
             47      5.8068287     0.16206659         4.4263     0.12289096      7.8508955     0.23029251
             48      6.2033557     0.20044961      4.6717428     0.14715641      8.5043346     0.28697252
             49       6.542391     0.17142761      4.9664922     0.12969565       8.890141     0.23947622
             50       6.542391     0.17142761      4.9664922     0.12969565       8.890141     0.23947622
