# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      33285.148      10.103886       26231.94      7.2389518      48895.683      71.022915
              1      33285.148      10.103886       26231.94      7.2389518      48895.683      71.022915
