#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1664.6028      1.3482627      1302.2414      1.0046301      2554.3139      8.1102901
              5      2112.7195      1.4820733      1660.3749      1.1079261      3148.6593      8.1854149
             10      1393.5142      1.2467997      1102.3228     0.94324986      2010.3426      6.0558347
             15      885.81525      1.0203628       704.6146     0.77843379       1240.266      4.4491408
             20      584.52517      0.8342626      467.11252     0.64688547      800.07566      3.2177787
             25      398.91516     0.69287769        319.983     0.53566194      533.96567      2.5168098
             30       282.1163     0.58428929      227.16854     0.45492504      371.39077      1.9982312
             35      206.81564     0.50132958      166.85552     0.39071782      272.41679      1.5643695
             40      155.53313     0.43595759      125.76958     0.34338557       201.4365      1.3201376
             45      118.73176     0.37813864      96.281585     0.29962271      152.17168      1.0879056
             50      92.029311     0.33540522      74.754083     0.26420428      118.63743     0.88735819
             55      73.307118     0.29500462      59.660327     0.23786841      92.756749     0.81174591
             60      58.110303     0.26506979      47.402273     0.21390138      73.053632     0.66677938
             65      47.155355     0.23716821      38.546306     0.18947594      59.029654     0.56266194
             70      38.826773     0.21904212      31.790746     0.17438618      48.299677     0.35057795
             75       31.87662     0.20124543      26.167667     0.19012436      39.457157     0.28644734
             80      26.783863      0.1810413      21.909989     0.14586452      33.218899     0.29006583
             85      22.474928      0.1650683      18.378362     0.13233951      27.942212     0.24509933
             90       18.97245     0.14859826      15.527129     0.12098011      23.573822     0.20654012
             95      16.172443     0.13877441       13.19876     0.11160683      20.184078     0.19278748
            100      13.685259     0.12650632      11.162006      0.1015989      17.027393     0.18546924
            105      12.009614     0.11960921      9.8126152    0.096615083      14.910892     0.18148786
            110      10.413102     0.11020105       8.479634    0.088237237      13.053288     0.15305388
            115      9.0487245     0.10367168      7.3967426    0.083939291      11.151179     0.16089618
            120      7.6776514    0.094998796      6.2538599    0.075433568      9.5677408     0.13077531
            125      6.7088739    0.088934987      5.4819625    0.071932388      8.3056392       0.125368
            130      5.8421166    0.083079732      4.7498143    0.065944887      7.2899972      0.1131187
            135      5.2604556    0.078636272      4.2942501    0.063150178      6.5414988      0.1075896
            140      4.7143601    0.074870631      3.8308407    0.059240925      5.8786748     0.10247839
            145      4.0843911    0.069571439      3.3132674    0.054887061      5.1612323     0.11131051
            150      3.6287217    0.065705301       2.956898    0.052073004       4.533405    0.092048116
            155       3.287492    0.068947242      2.6527829    0.053020927      4.1432634    0.096145485
            160      2.9474179    0.058696507      2.3857359     0.04651063      3.6948546    0.080441882
            165      2.7324289    0.061437316      2.2048078    0.047505463       3.458689    0.088154764
            170      2.3835161     0.05549723      1.9206451    0.043112625      3.0200467    0.077602751
            175      2.0701778    0.049212623      1.6799846    0.038968212      2.5843584    0.067324216
            180      1.9379452    0.047230087      1.5680729    0.037873555      2.4317251    0.065366331
            185      1.7530609    0.046115236      1.4319972     0.03745383      2.1628242    0.067291362
            190      1.6854622    0.054311067      1.3684372    0.041587327      2.1076389    0.077526529
            195      1.4262828    0.045910344       1.145028    0.034874947      1.8112302    0.064708532
            200       1.276514     0.03816191      1.0388141     0.03013053      1.5861927    0.051649155
            205      1.1690325    0.036500469     0.94767667    0.028840603      1.4640695    0.050078277
            210      1.1100821    0.039451965     0.90012895    0.030842294      1.3889503    0.054740832
            215     0.98998284    0.038550349     0.80016796    0.029297116      1.2420729    0.054623941
            220     0.95788478     0.03367912     0.77964612    0.026677819      1.1850053    0.045488904
            225     0.82119315    0.031382346     0.66365515    0.024706792      1.0236271     0.04280596
            230     0.74923207    0.029664292     0.60529906    0.023433411     0.93990159    0.040060119
            235     0.61714537    0.027468846     0.50493109    0.021729816     0.75939721    0.037769406
            240     0.65464411    0.027182982     0.53384378    0.021458325     0.80885381    0.037130911
            245      0.5450338    0.027293507     0.43826695    0.020828695     0.68603181    0.037876186
            250     0.55593325     0.02574425     0.45103035    0.020531053     0.69208761    0.035166134
            255     0.50116795    0.024606927      0.4021688    0.019075047     0.63019759    0.033705909
            260     0.45095636    0.022760757     0.36494117    0.017809511     0.56289474    0.030749761
            265     0.43114327    0.022267926     0.34741841    0.017553557     0.54171823    0.029893085
            270     0.40092992    0.021800601     0.32741316    0.017545609     0.49247505    0.029431269
            275     0.37233104    0.021115448     0.29846798    0.016408811     0.49998451    0.057219282
            280     0.31323067    0.020681691     0.25245871    0.015601948      0.3921675    0.029814057
            285     0.30926464      0.0184188     0.25242729    0.014576253     0.38001165    0.025111565
            290     0.27443459    0.019771989     0.22251756    0.014935977     0.34059184    0.028029073
            295      0.2817575     0.01844643     0.22523907    0.014360456     0.35829169    0.024982739
            300     0.25233033    0.017876231     0.20690092    0.014052016     0.30955329    0.024792849
            305     0.24328409    0.019994058      0.1948905    0.014979128     0.30869961    0.028464523
            310     0.20124106    0.015974072      0.1637203    0.012517744     0.25005028    0.021550969
            315        0.19055    0.015968899     0.15710724    0.012725048     0.23079711    0.024440511
            320     0.18542197    0.014859537     0.14969359    0.011730167      0.2330341    0.020081483
            325     0.15834671    0.013261157     0.12555644    0.010177676     0.20300469     0.01824146
            330     0.19476835    0.014798704     0.15286173    0.011295798     0.25250819    0.020400993
            335     0.17094305    0.014283602     0.14075333    0.010784996     0.20747228    0.021713292
            340     0.16601593      0.0144014     0.13515982     0.01120058     0.20604978    0.020020367
            345     0.13736594    0.013287445      0.1113122     0.01010864     0.17027048    0.019500039
            350     0.12147079    0.011722624    0.097504789   0.0090685839     0.15269571    0.016151691
            355    0.098698838     0.01166025    0.083094068   0.0094260335     0.11653693    0.016490469
            360     0.12281734    0.011464557    0.097661102   0.0088502093     0.15600144     0.01562095
            365     0.10589031    0.011299124    0.085856398   0.0089495717     0.13181973     0.01529125
            370     0.11185413    0.011549094     0.08950187   0.0088729441     0.14157531    0.016000179
            375     0.08305561   0.0094160953    0.069723898   0.0078319612    0.097691157    0.012354152
            380     0.08540939     0.01210187    0.071722618   0.0087411971     0.10048008    0.018303909
            385    0.081877972   0.0096881973    0.064632202    0.007487778     0.10547752    0.013390185
            390    0.069456516   0.0089468134    0.056055866   0.0069666175    0.086798465    0.012049992
            395    0.060472933    0.010015316    0.052712608   0.0073457338    0.066462205    0.015672884
            400    0.058952244    0.008601976    0.047609232    0.006648926     0.07344189    0.011731346
            405    0.064993248   0.0091029281     0.05185565   0.0071303143    0.082013758    0.012251429
            410    0.065194016   0.0086695177    0.052210433   0.0068954616    0.082858878    0.011573759
