#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            415    0.052461594   0.0080297937     0.04160933    0.006204815    0.066743603        0.01088
            420    0.060921535   0.0081803777    0.048862106    0.006297994    0.076328459    0.011373886
            425    0.040756004   0.0068718586    0.032810649   0.0052917046    0.050821279   0.0093482213
            430    0.053243563   0.0076801255    0.044166646   0.0061474901    0.063658555    0.010327358
            435    0.042209448   0.0072956289    0.033513898   0.0055072496    0.053923681    0.010212403
            440     0.04534628   0.0075563998    0.037520492   0.0059831544    0.054661496    0.010221227
            445    0.038102284   0.0071151329    0.030492185   0.0053937321     0.04868376    0.010032448
            450    0.031832716   0.0075994626     0.02439059   0.0054624581    0.042399095    0.011145987
            455    0.040225748   0.0069997516    0.031358228   0.0053256542    0.052430768   0.0096218322
            460     0.04322376   0.0089157397    0.035915167   0.0066079097    0.051381134    0.012974578
            465    0.031496516   0.0063105118    0.026193347   0.0049688379    0.037708661   0.0086072372
            470    0.026600827   0.0054999817     0.02087441   0.0041924958    0.034298801   0.0076291386
            475    0.037967815   0.0071491563    0.028481732   0.0051967625    0.052089685    0.010338968
            480    0.027094862    0.005823902    0.021767599   0.0044577233    0.034006319   0.0080460922
            485    0.021231358   0.0055512631    0.018232618   0.0042212789    0.023876417   0.0081694058
            490    0.012431476   0.0047754845     0.01074313   0.0035388415       0.014085   0.0068392696
            495    0.022273366   0.0056129437    0.018409626   0.0043497569     0.02696378   0.0078036447
            500    0.022273366   0.0056129437    0.018409626   0.0043497569     0.02696378   0.0078036447
