# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.28642303    0.035704547     0.22674715    0.028201211     0.37123209    0.047082553
              1     0.82909744     0.06305372     0.65772795    0.049248347      1.2693296     0.18880701
              2      1.5182608    0.087738916       1.206598     0.06895699      2.0525549     0.13022416
              3       2.211311     0.10307418      1.7651844    0.080905078      2.8902937     0.14359379
              4      2.9686045     0.11953499      2.3492504    0.093669391      3.9184625     0.16473451
              5      3.4765303     0.12865782      2.7642277     0.10250632      4.5474742     0.17672142
              6      4.3763422     0.14425612      3.4558722     0.11319103      5.7654709     0.19841017
              7      5.2651255     0.16650141      4.1362133     0.12834708      6.9741326     0.23062607
              8       6.418023     0.18024157      5.0094649     0.13935542      8.5505364     0.24781099
              9      6.8327664     0.17990887      5.3808461     0.13969697      8.9727177     0.24734727
             10      7.9706723     0.20000669      6.2392778     0.15489267      10.533085      0.2738854
             11      9.3263905     0.21500205      7.3825506     0.19259041      12.157909     0.30643156
             12      9.5625205     0.21764367      7.4969177     0.16926565      13.148777     0.62817232
             13      10.590327     0.22694162      8.3154962     0.17725499      13.954435     0.31226315
             14      11.551894     0.23605054      9.0426695     0.18342032      15.236783     0.32090659
             15      12.317914     0.24241304      9.6798969     0.18866189      16.160108     0.33102534
             16      13.736695      0.2582595      10.792932     0.20314252      18.015874     0.35354455
             17      14.655064     0.26669219      11.457419     0.20648137      19.335844     0.36435449
             18      15.575223     0.27203077       12.19942      0.2134782      20.459771      0.3694053
             19      16.492567     0.28320522      12.972524     0.22125476      21.573172     0.39446362
             20      18.104396     0.29192914      14.229666     0.22875643      23.680033     0.40009691
             21      18.011274     0.29170982      14.122561     0.22623543      23.613528     0.39650065
             22      20.417926     0.34979676      15.986205     0.26565388      26.844312     0.49156275
             23      21.130078     0.31435371      16.507028     0.24471086      27.832743     0.42477289
             24      22.290791     0.32407886      17.461133     0.25417502      29.250115     0.44333852
             25      23.401558     0.33189746      18.386943     0.25857315      30.582485     0.45015221
             26      23.736679      0.3364337      18.620347     0.26360263      31.083988     0.46002815
             27      25.509627     0.34447691      19.978768     0.26822548      33.462817      0.4668175
             28      26.588073     0.35319761      20.807452     0.27382393      34.911752     0.48013133
             29      27.729853     0.36071193       21.65426     0.27964833      36.508015     0.48842303
             30      28.773099     0.36590203      22.511546      0.2842778      37.778712     0.49597805
             31      30.688162     0.37604849      24.031317     0.29347096      40.240997     0.50790627
             32      32.165431     0.38625878      25.110288     0.29891767      42.345136     0.52513449
             33      33.358211     0.39464939      26.230992     0.30853003       43.49057     0.54114792
             34      33.923137      0.5047894      26.564927     0.37828136      44.471373     0.70939734
             35      35.321191     0.40716179      27.771854     0.31841177      46.050034     0.55503981
             36      35.919128     0.40820363      28.247253     0.31990028      46.824204     0.55341981
             37      38.471054      0.4297396      30.130495      0.3335075      50.795735     0.68634511
             38      38.880255     0.42495764       30.54693     0.33396463      50.731252     0.58131097
             39      40.064635     0.42986673      31.447927     0.33501668      52.344859     0.58179644
             40      42.068836     0.43999866      33.001537     0.34320473      54.997584     0.59509859
             41      43.326535     0.44561535      34.050287      0.3517979       56.50858     0.60830453
             42      44.998812     0.46319505       35.40888     0.36082173      58.593078     0.62959396
             43      46.495327      0.4617573      36.602558     0.36154194      60.481154     0.62484514
             44      48.314057     0.48931987      37.948368      0.3840075      63.040781     0.65814266
             45      49.495021     0.47610918      38.916759     0.37644742      64.489627     0.65862264
             46      51.868189      0.5081787      40.836873     0.39592087      67.526033     0.68957804
             47      52.375387     0.48866854      41.301757     0.38319604      67.985228     0.66281165
             48      54.993254     0.51299193       43.22147     0.40062694      71.695459     0.69260385
             49      57.156966     0.51011909      45.011267     0.40005704      74.331545     0.68653132
             50      57.156966     0.51011909      45.011267     0.40005704      74.331545     0.68653132
