#  y_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5    0.076558068    0.054132022     0.04583563    0.032457806     0.13563976    0.096097487
           -4.4              0              0              0              0              0              0
           -4.3     -0.0383563    0.038354383   -0.071653546    0.071649964   -0.021537402    0.021536325
           -4.2     0.53166044     0.14214716      0.3448376    0.093514032     0.87152067     0.23708023
           -4.1     0.68798621     0.16232467     0.44001673     0.10461558       1.140127     0.27047076
             -4      1.0577293     0.20730623     0.72526476     0.14270286      1.6238297     0.32456171
           -3.9      2.6295718     0.33450041      1.8650591     0.23302874      3.8777274     0.52058782
           -3.8        4.32194     0.42112002      3.0404862     0.29708729      6.4352669     0.64368323
           -3.7      5.6997608     0.48509299      4.0489055     0.34653705      8.3865335     0.72507589
           -3.6      11.069593       0.696509      8.0416278     0.49849062      15.892668      1.0494316
           -3.5      14.629358     0.83463966      10.651879     0.59326435      20.887437      1.2717908
           -3.4      24.377218      1.0175338      17.861462     0.74546588      34.555139      1.4961569
           -3.3      34.965192      1.2166657      25.870395     0.89837064      48.897376       1.772954
           -3.2       45.40216      1.3880789      33.816461      1.0247599      63.094484      2.0193365
           -3.1      63.231023      2.5408818      46.773253      1.6964914      88.501844      4.0631459
             -3       80.24976      1.8496612      60.215007      1.3932618      110.34319      2.7167888
           -2.9      99.922868      2.0591471       75.61396      1.5790183      136.13498      2.9923368
           -2.8      122.28635      2.4476139      92.676149      1.8137987      166.24522       3.528458
           -2.7      147.09556      2.5587377      112.44093      1.9366349      197.60123      3.6645233
           -2.6       177.2492      4.2556331      135.78618      3.0285221      237.44708      6.3382509
           -2.5      198.37524      2.9378294      152.82684      2.2277202      263.80159      4.1399421
           -2.4       229.0725      3.1775488      176.97739      2.4232535      303.51629      4.4667018
           -2.3      250.92004      3.7913318      194.91043      2.9701051      330.04966      5.0937211
           -2.2      279.01002      3.4913806      216.09395      2.6817228       368.8226      4.8740757
           -2.1      309.01449      3.6960714      240.11159      2.8291881      406.48586      5.1334418
             -2      338.61499      3.8482119      263.64787      2.9563866      444.09824      5.3248947
           -1.9      363.84221      4.0310746      284.39012      3.1131187      474.74261       5.621281
           -1.8      387.91207      4.1477806      302.97526      3.1868102      506.57003      5.7493161
           -1.7       412.1126       4.321878      321.74707      3.3166373      538.25012      5.9732508
           -1.6      430.53988      4.4313278      336.92472      3.4066472       560.8572      6.1045488
           -1.5      456.44988       4.788111      358.82119      3.6691149      590.85953      6.7549111
           -1.4       480.3276      4.7597681      375.65605      3.6560218      626.11517      6.5598428
           -1.3      493.85972      4.7476059      388.43443      3.7209563      638.53675      6.6830697
           -1.2      502.97841      4.8264563      395.77205       3.743482      650.03547      6.6797886
           -1.1      508.32663      4.9767594      400.34057       4.058682      656.06374      7.3461315
             -1      518.26321      4.8543788      409.27187      3.8016048      666.42895      6.7653755
           -0.9      534.31483      4.9974756      420.19962      3.8538868      690.89083      6.8659701
           -0.8       533.9299      5.0129002       419.4228      3.8630961      691.07756      6.8854949
           -0.7      539.12685      5.0809894       424.4701      3.9211571      695.76638      7.0286524
           -0.6      545.56999        5.22179      428.62782      3.9996761       705.9954      7.2406908
           -0.5      555.76623      5.4991631      437.69783       4.186133      716.87369      7.7831564
           -0.4      566.04901       5.244892      446.44521      4.0665644      728.67977      7.2991088
           -0.3      560.84416      5.0337766      441.44318      3.9131146      723.62538      6.9089876
           -0.2      562.57535      5.1134819      442.81604      3.9580733      725.92491      7.0157585
           -0.1      570.90161      5.1027283      449.94004      3.9822263      735.33949      7.0872891
              0      552.95136      5.0546933      435.10394      3.9046262      713.83973      6.9298859
            0.1      554.58039       5.042794      437.11445      3.9263794      714.26385      6.9657818
            0.2      569.17359      5.8108271       448.3475      4.4060189      733.85136      8.1767623
            0.3      560.39931      5.1519096      440.52069      3.9760514      724.77944      7.1106201
            0.4      557.00838      5.1557086      439.27344      3.9832519       717.1113      7.1188428
            0.5      555.29101      5.1948815      438.14289       4.112012      714.21852      7.5097339
            0.6      549.61198      5.0954576      433.75712      3.9610442      707.02643      7.0448264
