#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.3627018    0.073561249      2.5548978    0.051846366      6.8078706     0.52481258
              5      35.756936     0.23845558      27.577054     0.17169926      63.845339      1.7574037
             10      110.36303     0.40022631      85.566688     0.29462609      186.93091      2.6627293
             15      216.06272     0.55043699      168.51235     0.40706943      348.26974       3.323426
             20      345.12746     0.68632633      269.69666     0.50964999      552.18928      4.1101371
             25      493.32426     0.80735843      386.31473     0.60055664      771.96847      4.6848027
             30      674.71214     0.93729863      529.25132     0.69857039      1047.7062      5.2419626
             35      953.38333      1.0953476      749.00069     0.82052412      1469.3669      6.1711181
             40      1273.0152      1.2390784       1002.687     0.92845016      1904.2279      6.7260923
             45      998.50958      1.0714026      791.92403     0.82107751      1404.8874      4.7267053
             50      720.22749     0.89252706      574.06673     0.68901515      978.10355      3.2255617
             55      525.84821     0.75583032      420.78889     0.59210882      692.32908      2.3468821
             60       391.7848     0.64746007      314.17712     0.50699924      506.52437      1.7488921
             65      297.74361     0.56923727        239.265     0.45014294       382.5295      1.4188336
             70      231.66544     0.49736782      186.42717     0.39302551      294.97085      1.1435126
             75      181.56361     0.43411711      146.17997     0.34545445      229.22759      1.1109358
             80      144.07409     0.38332123      116.20414     0.30505318      182.48174     0.72435246
             85      117.07208     0.34475752      94.451519     0.27385865      147.59192     0.77968838
             90      95.163116       0.312478      76.811782     0.24785323      120.18856     0.61592423
             95      78.033512     0.28006548      63.041895     0.22326833      98.183834     0.48189856
            100      64.339972     0.25727414      51.982547     0.20466175      81.226904     0.43374178
            105      53.425192     0.23334029      43.193141     0.18689648      67.237997       0.336123
            110      45.020574     0.21567912      36.324456     0.17223803      56.794978     0.31809922
            115      37.745706     0.19365962      30.459514     0.16310904      47.539513     0.27786091
            120      32.135339     0.17953643      25.920952     0.14303056      40.442418     0.25191171
            125       27.60213     0.16600978      22.225404     0.13201704      34.858916     0.22949325
            130      23.462223     0.15304375      18.835042     0.12120857      29.622994     0.21082615
            135      20.253413     0.14516241      16.306158     0.11548009      25.523611      0.2039945
            140      17.658471     0.13133265      14.196818     0.10522408      22.296712     0.17830669
            145      15.284985     0.13334318      12.252392     0.10354215       19.38153       0.187837
            150       13.49206     0.11800901      10.829187    0.094070594      17.044564     0.17314023
            155      11.611189     0.10629395      9.2881938    0.083956437      14.758518     0.14405417
            160      10.233299     0.10008079      8.2160947    0.079443441      12.946112     0.13715129
            165      8.7804476    0.092819706      7.0134776    0.073172441      11.167545     0.12678307
            170      7.8748755    0.089478196      6.3085035    0.070368808      9.9522102      0.1225513
            175      6.9274635    0.083033145      5.5342537    0.065403869      8.7946037     0.11233346
            180      6.1874172    0.081432834      4.9583519    0.066444181      7.7997424      0.1215945
            185      5.5561906    0.074884523      4.4733341    0.059789762      6.9758449     0.11528174
            190      4.9555342    0.070855231      3.9728677    0.056982651      6.2614521     0.10119787
            195      4.4421403    0.065416188      3.5528231    0.051589762      5.6331647    0.087925357
            200      4.0337045    0.062535591        3.22013    0.049315775      5.1260209    0.084988266
            205      3.4928992    0.059110795      2.7930898    0.046403879      4.4300817    0.080993902
            210      3.2685539    0.060177552       2.645925    0.060857113      4.0472817     0.12003533
            215      2.8594327    0.053494733       2.285556    0.041821504      3.6252697    0.073395393
            220      2.5675672    0.050523397      2.0381738    0.039389043      3.2938159    0.070068684
            225      2.2904048    0.046853482      1.8273197    0.036638383      2.9133851    0.065244669
            230      2.1656799    0.047131945      1.7184807     0.03651642      2.7712548    0.064831226
            235       1.911497    0.042824778      1.5182459    0.033557885      2.4369585    0.057545449
            240      1.7622869    0.041695516      1.3947577    0.032491828      2.2597396    0.056553757
            245       1.644564    0.040884924      1.3084782    0.031728632      2.0936116    0.056618478
            250      1.4171043    0.037791408      1.1309899     0.02960489      1.7921817    0.051339097
            255      1.3467121    0.037161023      1.0801631    0.029352541      1.6969234    0.051585509
            260      1.2224754    0.034599534     0.97329993    0.027084755      1.5541042    0.049462955
            265      1.1176013    0.033181222     0.89064289      0.0256874      1.4181638    0.045638126
            270      1.0794714    0.035740387     0.85244983    0.027327081      1.3880132    0.050157387
            275     0.92312336    0.032977999     0.72742758    0.024880226      1.1885528    0.046844888
            280     0.89050161    0.028956559     0.70983654    0.023058301      1.1281629     0.03976096
            285     0.79160092    0.028272595        0.62846    0.021910651      1.0097571    0.039272907
            290      0.7239436    0.046042697     0.57763529    0.037503593     0.91552586    0.056926839
            295     0.64971957    0.025248217     0.51257212    0.019603253     0.83872482    0.034631217
            300     0.60836498    0.024221093     0.48062006    0.018822549     0.78105812    0.033208426
            305      0.5785922    0.023992629     0.45827874    0.018739718     0.74166346    0.032536258
            310     0.49632705    0.022618724     0.39763096    0.017728811     0.62300306    0.030697584
            315     0.43724508    0.020560761     0.36802895    0.024651272     0.50688843    0.055252376
            320     0.46683687     0.02254926     0.37760674    0.017135478     0.58004689     0.03425393
            325      0.3869935    0.019908595     0.31062797    0.015548387     0.48642533    0.027483273
            330     0.34951549    0.018512683     0.27740184    0.014229222     0.44369814    0.025806859
            335     0.37263842     0.01982385      0.2952838    0.015317379     0.50462876    0.056688841
            340     0.33680777    0.018110781     0.26342852    0.013853184     0.43837768    0.025265148
            345     0.30993764    0.026054493     0.25101344    0.020987749     0.38062213    0.046439425
            350     0.28007614    0.016658889     0.22401786    0.013000884     0.35284187    0.022743841
            355     0.28215972    0.016672224      0.2231366    0.012963899     0.36193472    0.022668096
            360     0.24527858    0.016067561     0.19739516    0.012504562     0.30681818    0.022306304
            365     0.25227732    0.015912529     0.19780189    0.012307352     0.32688161    0.021817675
            370     0.21145838    0.014534389      0.1664139    0.011156718     0.27223164    0.020012823
