#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      161.69841     0.45084709      127.96938     0.34552287      234.35211      2.2066296
              5       467.8949      0.7487393      370.64865     0.57073965      671.05098       3.515127
             10      755.87009      0.9317912      599.93493     0.71056445      1069.1505      4.2175454
             15      1032.8929      1.0738578      820.20695     0.82587741      1458.8191      4.8682969
             20      1276.8946      1.1868846      1013.3773     0.91066638      1801.9189      5.6314035
             25      1441.0903      1.2698794      1141.5631     0.96357224      2072.1633      6.1133787
             30      1441.2613      1.2863724      1138.2852     0.96937169      2134.9007      6.6528131
             35      1069.7139       1.141326       843.6745      0.8538612      1602.1449      6.3230142
             40      329.52935     0.61500246      263.19266     0.47487932      448.31451      2.2527173
             45      130.47466     0.37611525      105.00654     0.29709149      168.46188     0.99844276
             50       73.59913     0.27645161      59.359943     0.21872412      94.578332     0.68900507
             55      45.972302     0.21940554      37.172071     0.17643468      57.871465     0.35439925
             60      30.634312     0.18199171      24.711257      0.1439544      38.663825     0.28999478
             65      21.331371     0.14904554      17.115965     0.11739349      27.088488     0.20753117
             70      15.653593     0.12604738      12.567285    0.099684097      19.912097     0.18632203
             75      11.426768     0.10732087      9.1738091    0.085616947      14.511731     0.15472445
             80      8.5806754    0.093047677      6.8783995    0.073948997      10.905602     0.14084392
             85      6.4013968    0.080686873      5.1324677    0.063850119      8.1390457     0.11236497
             90      4.9721078    0.070707674      3.9956769    0.055978087      6.2611289     0.10122597
             95      4.1294994    0.084358376      3.2892297     0.06265634      5.3025906     0.12203402
            100      3.2685362    0.057276183      2.6165564    0.045270735      4.1985774    0.087011799
            105      2.6548683    0.051677195      2.1184736    0.040453428      3.3862264    0.071119671
            110      2.1304949    0.059389754      1.6936854    0.047777559      2.7342995    0.076335165
            115      1.7094725    0.043410553      1.4199779    0.062544258       2.241889     0.18749879
            120      1.3846055    0.038640837      1.1042917    0.029875382      1.7637861     0.05404723
            125       1.153915    0.034781416     0.91748187    0.027545965      1.4831303    0.048244803
            130     0.96043203    0.037582561      0.7843187    0.033574125      1.1587241    0.073299843
            135     0.80081815    0.028259074     0.63159742     0.02183582      1.0343057    0.039670625
