# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      430.14696       1.650638      349.26562       1.305154      540.75337      4.5306861
              1      430.14696       1.650638      349.26562       1.305154      540.75337      4.5306861
