#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      678.20643      1.8953734      522.28844      1.4239694      899.57867      2.7599637
              1      678.20643      1.8953734      522.28844      1.4239694      899.57867      2.7599637
