#   pt_bb-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       211.2029     0.43263225      166.19848     0.33813025       274.6197     0.60616184
              5      493.33945     0.65869048      389.21341      0.5199821      639.55715     0.91113906
             10      554.79852     0.69957051      438.74841     0.55022367      717.37918     0.97171396
             15      509.84507     0.67983089      404.29197     0.53413734       657.2873     0.94217458
             20       437.7659     0.63218418      348.42052     0.50119016       561.7442     0.86471266
             25      365.18019     0.58118488      291.30291     0.45974422      467.49262     0.78658886
             30      302.13023     0.53225059      241.48565     0.42170803      385.80075     0.71383098
             35      249.81524     0.48650751      200.23819     0.38605927      317.89604     0.66108122
             40      207.51752     0.44534595       166.6824     0.35469177      263.57056     0.60644242
             45      172.57721     0.41121329      138.91073     0.33087808      218.50942     0.54890101
             50      144.28518     0.37376072      116.21641     0.29915425      182.61176     0.49670868
             55      121.10441     0.34542163       97.75182     0.27597425      152.84385     0.45813026
             60      101.84482     0.31886915       82.44886     0.25534439      128.01038     0.42256137
             65      86.730664     0.29282657      70.236615     0.23525656      109.01461     0.38839465
             70      73.757963     0.27341086      59.864919     0.22530965      92.421971     0.35944042
             75      63.644476     0.25295861      51.646268     0.20422293      79.637387     0.33953842
             80      54.318006     0.23435469      43.998368     0.18744779      68.049543     0.31663399
             85      47.068417     0.21870481      38.205615      0.1914838      58.784662     0.30614819
             90      40.787272     0.20361738      33.155876     0.17333028      50.802434     0.28422134
             95      35.522635     0.18932368      28.778374      0.1520929      44.426634     0.25434274
            100      30.695595     0.17673772      24.846622     0.14101365      38.419504     0.23450895
            105      27.456239     0.16702327      22.194006     0.13386841      34.421571     0.22203835
            110      23.994712     0.15677865      19.404642     0.12527039      30.052838      0.2088923
            115      21.225705     0.14741382      17.150536     0.11820749      26.617571      0.1963289
            120      18.714504     0.13873047      15.144935      0.1113855      23.408979     0.19631598
            125      16.594182     0.13287388      13.442206      0.1062858      20.717084     0.18308946
            130      14.935074     0.12303205       12.04516    0.097890964      18.753805     0.16420168
            135      13.323414     0.11793653      10.753003    0.093422329      16.710217     0.15817705
            140      11.963572     0.11089394      9.6278456    0.087715092       15.05978     0.14825406
            145      10.569817     0.10485702       8.532951    0.082983192      13.239725     0.14108939
            150       9.469146     0.10915569      7.6957474    0.088909126      11.756297     0.15002645
            155      8.6475048    0.098343005       6.987754    0.077022848      10.815595     0.13316987
            160      7.7477849     0.08930615      6.2820404    0.076175761       9.638571     0.13075262
            165      6.9515211    0.084710352       5.606382    0.067001575      8.7132756     0.11358958
            170      6.5064967    0.087473637      5.2238821    0.068041771      8.2044364     0.11930164
            175      5.8508919    0.078518532      4.7136955     0.06205149      7.3389553     0.10649595
            180      5.2127025    0.072580882      4.1914458    0.057522848      6.5556023     0.09704454
            185      4.6656474    0.070412603      3.7598722    0.055361808      5.8489224    0.095145678
            190      4.3146146    0.069355544      3.5043642    0.054367116      5.3486423    0.095550843
            195      4.1212599    0.065636115      3.3113669     0.05144426      5.1860279    0.088932081
            200      3.6281004    0.068549276      2.9071775    0.052437464      4.5802123    0.094507329
            205      3.3640568    0.060654666      2.7252542    0.048119736      4.1846846    0.083605795
            210      3.0930911    0.059324523      2.4911173    0.046468045      3.8766915    0.080426466
            215      2.8378491     0.05535697      2.2823019    0.043526818      3.5637349    0.075018732
            220      2.5416903    0.051831941      2.0636733    0.041630488      3.1471417    0.074252247
            225      2.3218771    0.049766733      1.8657449    0.038939293      2.9162553    0.069955774
            230      2.2153494    0.048277369      1.7933089    0.038103347      2.7539967    0.066442899
            235      2.0400329    0.046670533          1.629     0.03639609        2.58399    0.062841401
            240      1.8895075    0.047494908      1.5235752     0.03663526      2.3623846    0.065614225
            245           1.73     0.04685567      1.3909803    0.035676229      2.1698692    0.065751719
            250      1.5770924    0.040624833      1.2635491    0.031789651      1.9872456    0.055197373
            255      1.4852485     0.03926485      1.1997823    0.030960708      1.8507674    0.053520695
            260      1.3973696    0.043708867      1.1141966    0.032855738      1.7710667    0.061784133
            265       1.282069    0.036248246      1.0511227    0.034320961      1.5616658     0.06626951
            270      1.1707423    0.035137507      0.9345499    0.027310112      1.4820185    0.047720881
            275      1.0480328    0.033125375     0.84726266    0.026618068      1.3020451    0.046367326
            280     0.99156175    0.032537509     0.80262844    0.025383857      1.2311586     0.04445363
            285     0.95138686    0.032268304     0.76156745    0.025055193      1.1993321    0.044069905
            290     0.90544492    0.033707555     0.72828625    0.025846912      1.1323075    0.048042719
            295     0.86012645    0.031967397     0.69406405    0.025026459       1.071635    0.044069693
            300     0.74117471    0.029423807     0.59712187    0.022689539     0.92550122    0.041297194
            305     0.75532459     0.02939919     0.60209935    0.022587547     0.95652175    0.040615422
            310     0.65548065    0.026708388     0.52669649    0.020707656     0.82122801    0.036611233
            315     0.64708831     0.02608403     0.52174867    0.020133887     0.80702189    0.036170793
            320     0.58626994    0.026972132      0.4654752    0.020474484     0.74600865     0.03775846
            325     0.53708279    0.023253485     0.42976481    0.018088056      0.6767395     0.03176288
            330     0.51874272    0.023595055     0.41603123    0.018358475     0.65121362    0.032615853
            335     0.48745163    0.022336608     0.38243402    0.017138603     0.62992661    0.030424787
            340     0.41959669    0.021688864     0.33810129    0.016664906     0.52277394    0.029922459
            345     0.42017929    0.021031963     0.34721554    0.016984286     0.50471622    0.030682634
            350     0.39354171    0.021557816     0.32447104    0.016868509     0.47334708    0.032093375
            355     0.39728899    0.020067524      0.3153023    0.015533132     0.50554242    0.027698863
            360     0.35292726    0.020057785     0.28462339    0.015319109     0.43967685    0.027918983
            365     0.28587354    0.017957868     0.23314426     0.01359544     0.35031044    0.026697837
            370     0.32363596    0.019073642     0.25845331    0.014595404     0.40820504     0.02626393
            375     0.27833972    0.017271435     0.22490275    0.013533326     0.34568839    0.023265095
            380     0.28442023    0.017943454     0.23195212    0.014082032      0.3481146    0.025091729
            385     0.27820094    0.019754979     0.22041468    0.014831577     0.35503502    0.028584754
            390     0.24358569    0.017622368     0.20080305     0.01340044      0.2930687    0.025927261
