#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             38       983.1914      2.5438075      773.78709      1.9060854       1482.301      14.009566
             39      945.41633      2.4818922      744.44314      1.8712353       1426.899      13.201582
             40      902.99231      2.4235971      711.98185      1.8205757      1346.8624      12.399793
             41      863.15854      2.3810214      681.26861      1.8053844      1290.9769      11.854379
             42      816.40109      2.2852216      644.90738      1.7216002      1193.5139      11.594464
             43       766.6478      2.2127275      606.00326      1.6817318      1124.2544      10.584423
             44      715.23061      2.1142619      566.67226      1.6247824      1022.3754       9.250364
             45      666.52536      2.0245394      528.69226      1.5510949       932.4547      9.3139956
             46      623.03296      1.9467761      494.53305      1.4893959      869.08965      7.8743786
             47      580.72599      1.8741402      461.60638      1.4389909      809.44194      7.4199579
             48       543.2959      1.7969209      432.41321      1.3883186      754.06817      6.9139323
             49      509.48886      1.7513151      406.06539       1.435782      693.42927      6.0533651
             50      478.44452       1.670413      381.04615      1.2871674      651.42041      6.2552697
             51      446.51019      1.6162944      356.27874      1.2559589      600.75465      5.5604119
             52       415.8709      1.5418243      331.89343      1.1948936      556.72964      5.4421409
             53      389.13235       1.487213      310.86936      1.1583261      518.08404      4.5974418
             54       368.6951      1.4433292      294.62564      1.1256131      489.94665      4.0842228
             55      346.35529      1.3912036      277.33082      1.1002532       457.6098      4.2900984
             56      326.54338      1.3720914      260.96811      1.0710021      431.07788      4.3553381
             57      305.90747      1.3045224       245.0432      1.0189241      393.90223       3.807705
             58      289.65473      1.2647059      231.80282     0.99264721        381.677      3.8371944
             59      271.67424       1.226632      218.09258     0.96388659      354.27362      3.8548697
             60      256.98649      1.1908269      206.31587     0.93517286      327.97865      3.1847148
             61      247.10539      1.1578929      198.12058     0.90827478       317.9659      3.1809765
             62      228.55064      1.1205019      183.46291     0.87923641      297.80071      2.6756225
             63      218.34848      1.1068766      175.14833     0.86510206      282.56209      2.5749922
             64      207.01886      1.0535487      166.16141     0.82786847      264.82037      2.3991444
             65      195.84258      1.0287877       157.0847     0.80677792      252.38683      2.3291923
             66      185.83465     0.99661679      149.45319     0.78905146      239.80216       2.570933
             67      177.60439     0.96793152      142.96661     0.79107971       225.4283      2.5966913
             68      168.35275     0.94292431      135.26539      0.7430793      212.53428      2.4536874
             69      159.52259     0.93820142      128.34455     0.73966377      205.72717      1.8825898
             70      152.84089     0.90761336        122.889     0.71428562      194.01219      2.1292998
             71      145.27086     0.87537284      116.95142      0.6911778      186.19461      1.5713826
             72      137.27355      0.8454187      110.43915     0.66862437      174.87381      1.4564091
             73         132.34     0.83109348      106.40968      0.6553892      166.36209      2.0975049
             74      126.73806     0.81437491       101.9173      0.6452406      161.19069      1.5633144
             75      118.85039     0.78892997      95.662443     0.62235045      150.89065       1.759735
             76       116.0968     0.79091103      93.429415      0.6253113      148.20433      1.6596496
             77      110.27676     0.75712422      88.841043     0.60004142      137.80338      2.0583819
             78      105.17869     0.73335489      84.503797     0.57949263      133.59132      1.7521889
             79      100.23176     0.71779281      80.622226     0.56796459      126.80583      1.3870058
             80      94.178373     0.69070762      75.842787     0.54780354      119.48496      1.1867168
             81      92.688861     0.68907752      74.714455     0.54763351       116.7895      1.4995511
             82      88.644226     0.67341715      71.431891     0.53516579      113.42134      1.1087656
             83      85.189502     0.65493876      68.529322     0.51881364      107.82415      1.1356374
             84      79.407979     0.63456562      64.141386     0.50609143      100.18182      1.4019699
             85      77.858942     0.62819331      62.807646     0.50009902      97.775861      1.0177883
             86      74.211771     0.62038853      59.903817     0.49188673      93.682693      1.0371731
             87      71.806415      0.6038385      57.964442     0.47862054      90.646969      1.1829275
             88       69.58245     0.59407952      56.152975     0.47649656      87.156987     0.84462052
             89      66.099629     0.57695937      53.301057     0.45879254      82.895477     0.83585342
             90      63.973148     0.56865994      51.689001     0.45274193      80.901355       0.860401
             91       59.42056     0.54278831       48.02463     0.43210032      75.183022     0.78750715
             92       59.09017     0.57392316      47.544644     0.45144604      75.627165     0.85854187
             93      56.739736     0.53292318      45.807294     0.42463218      71.445707     0.82764053
             94      54.710298     0.52172379      44.132027     0.41459146      68.624307     0.71054745
             95      51.834006     0.50748243      41.853031     0.40407992      65.042062     0.69084567
             96      49.827846     0.49934755      40.215939     0.39611287      63.083172     0.69519685
             97      48.734742     0.49533566      39.325791     0.39542268      61.562471     0.68565011
             98      45.636182     0.47850668      36.900874     0.38316025      57.697097     0.77658841
             99       45.16644     0.46964963      36.424932     0.37405531      57.345015     0.66796347
            100       45.16644     0.46964963      36.424932     0.37405531      57.345015     0.66796347
