#          m_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             10      2428.7267     0.96401195      1916.8172     0.71017534      3575.2345      6.0735808
             20       817.9649     0.66351417      648.21084     0.50431448      1160.6894      3.1525504
             30      344.76793     0.45177931      274.66392     0.34779769      476.38007      1.8001027
             40      179.72499     0.33109028      143.81114     0.25611772      243.68417      1.1526622
             50      106.22784     0.26144411      85.302101     0.20366682      142.08648     0.87752158
             60      68.441164     0.20713234       55.14478      0.1621064      89.746816     0.67229658
             70      46.836698     0.17158064      37.830697     0.13679655      61.179108     0.55215766
             80      33.236036     0.14410648      26.906153     0.11375171      43.046704     0.40532589
             90      24.739498     0.12794032      20.092511      0.1122483      32.117308     0.31544619
            100      18.650748     0.10851895      15.155523    0.086005414      24.186319     0.25629772
            110      14.356581    0.095711071       11.69486    0.076230174      18.319099     0.31338608
            120      11.323456    0.085001079      9.2354219     0.06813432      14.178477      0.1326784
            130      9.1204093    0.077307382      7.4393667    0.061885025      11.423226      0.1300842
            140      7.4004518    0.069156717      6.0326522    0.055829157      9.3225903     0.10517345
            150      6.1559692    0.062892528      5.0134047    0.050349137      7.7715981    0.091667661
            160      5.0684974    0.057459307      4.1250235    0.045864085      6.4726467     0.14311534
            170      4.2772248    0.053623433      3.4854738    0.042740056      5.4412922     0.13950972
            180      3.4456501     0.05000933      2.8174088    0.048080256      4.3570014    0.083122392
            190      3.0214461    0.043874194      2.4556606      0.0354226      3.8067075    0.059969909
            200       2.547835    0.040974145      2.0635201    0.032503689      3.2179431    0.056166124
            210       2.125502    0.037505684      1.7257229    0.029937841      2.6788952    0.053717381
            220       1.958377    0.036678298      1.5930906    0.030036035      2.4652711    0.049379262
            230      1.6965771    0.036295689      1.3893476    0.028846492      2.1069911    0.053759983
            240      1.4777543    0.031382392      1.2024444    0.025192826      1.8972907    0.067179665
            250       1.269157    0.028560303       1.030654    0.022691699      1.6011242    0.039916231
            260      1.1187101    0.029133941     0.90408979    0.022854123      1.4121596    0.039825275
            270      1.0318155    0.027418674     0.83270848    0.021432716      1.3061217    0.038268863
            280     0.93056202    0.025168793     0.74982941    0.019840541      1.2483377    0.071320737
            290     0.82282533     0.02324321     0.66748664    0.018511366      1.0473586     0.03371377
            300     0.71047978    0.021361328     0.57685166    0.016964299     0.89807506     0.02923576
            310     0.64673652     0.02101002     0.52272257    0.016593317     0.82165644    0.028569197
            320     0.59449709    0.019587671     0.48080201    0.015595167     0.78276911    0.087692086
            330     0.51909549    0.018557516     0.41851072    0.014799056     0.66921887    0.044080964
            340     0.46527939    0.017706851     0.37823932    0.014119314     0.58706761    0.024172495
            350      0.4022887    0.016721882     0.33136022    0.012945813     0.49994859    0.024704827
            360     0.35259677    0.015338082     0.28380784    0.012096081     0.44964747    0.020658524
            370     0.35001347    0.015163281     0.28221237     0.01211102     0.44457915    0.020302153
            380     0.30673274    0.014619848     0.24755363    0.011395054     0.38813303    0.019919241
            390     0.32236768    0.021212467     0.26153373    0.015703942      0.4051068    0.030586472
            400     0.26172797    0.013922211      0.2102022    0.010871849     0.33401535    0.019104322
            410     0.21913578    0.012188633     0.17709243   0.0095957968     0.27698758    0.016356585
            420     0.21443849    0.012087639     0.16993503   0.0094013871     0.27724415    0.016298515
            430     0.21301678    0.011750726     0.17279992   0.0093197202     0.26251857    0.016943721
            440     0.16955471    0.011335459     0.13644586   0.0087525229     0.21534037    0.016499825
            450     0.15749878    0.011288033     0.12779185   0.0088332981     0.20333091    0.018720297
            460     0.15011287    0.009979531     0.12067654   0.0078444727     0.19046166    0.013319048
            470     0.14422164   0.0095866262     0.11390417   0.0074504371       0.183488    0.013741383
            480     0.12550987   0.0091386705     0.10087066   0.0072079202     0.15972337    0.012205011
            490     0.10599114   0.0094155008    0.064758558    0.066484317     0.11009836   0.0096203318
            500     0.10599114   0.0094155008    0.064758558    0.066484317     0.11009836   0.0096203318
