#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      77.674773     0.31636671      61.346399     0.24268653      115.64374      1.5480182
              5      234.09899     0.54562446      185.00151     0.41417741      343.01764      2.8109708
             10      401.05678     0.70617108      317.12837     0.53475498      588.14731      3.5392961
             15      580.72411     0.84144751       459.4619     0.64401407      850.69575      4.1477893
             20      760.75566      0.9584023      601.35805     0.72544446      1113.2722      4.9362751
             25      921.21073      1.0589503      726.87805     0.79822755      1365.8432      5.4527112
             30      1026.7448        1.11831      808.64487     0.83733177      1551.3158      6.0070043
             35       1001.001      1.1150985      787.78536     0.83294567       1515.707      6.2565749
             40      812.88607     0.99665851      642.16667     0.75354163      1195.5966      4.9939996
             45      584.61381     0.82525079      464.66206     0.64061721      811.69675       3.388012
             50      419.73061     0.68494821      334.94266     0.53104979      563.38708      2.3397196
             55      308.02702     0.58095154       246.6475      0.4556644      403.70811      1.8015148
             60      231.60197     0.49976046      185.84182     0.39183929      298.22554      1.2590741
             65      177.43139     0.43340386      142.62289      0.3440101      227.17575       1.062843
             70      138.89267     0.38056535      111.72131     0.30042021      176.52668      0.7976582
             75      110.12688     0.33766102      88.611785     0.26693378       139.4591     0.77572566
             80      88.021788     0.29811295      70.931968     0.23679522      111.54035     0.56980733
             85      71.911841     0.26979825      58.025987     0.21466718       90.26776     0.53565235
             90      58.786782     0.24468609      47.439519     0.19424312      74.279991     0.38210435
             95      48.239843      0.2188329      38.944113     0.17438866      60.800797     0.29739461
            100      40.076836     0.20019112      32.328935     0.15986828      50.571178     0.27382449
            105       33.55191      0.1820388      27.052091     0.14568137      42.342784     0.25850826
            110      28.343152     0.16844485      22.792862     0.13417547      35.942492     0.26881178
            115       23.86556     0.15406316      19.236783      0.1333035       30.08639     0.22896031
            120       20.55244     0.14309334      16.521608     0.11372189      25.950471     0.20389455
            125      17.584409      0.1323753       14.11939     0.10503443      22.271795     0.18553835
            130      14.964157      0.1229435      11.988416    0.098392213      18.963361     0.17464327
            135      12.995761     0.11298652      10.450419    0.089921204      16.417817     0.15596424
            140      11.335065     0.10477597      9.1059317    0.083730919      14.311576     0.14268284
            145      9.9025857     0.11172349      7.9216551    0.085935747      12.610064     0.15987876
            150      8.7920286    0.092989901      7.0301239    0.073829764      11.147452     0.12736287
            155      7.5952057    0.085928326      6.0604604    0.067584477      9.6859351     0.11762814
            160      6.6418655    0.080306903      5.3185819    0.063648756       8.424322     0.11101415
            165      5.6875339    0.074786343      4.5376624    0.058867458      7.2432495     0.10299373
            170       5.169568    0.075141709       4.128362    0.058122469      6.5484393     0.10467289
            175      4.4848792    0.066923436      3.5840705    0.052722723      5.6926124    0.090792463
            180      3.9962798    0.061916364       3.206725    0.052743687      5.0179973    0.096871576
            185       3.672984      0.0614167      2.9702213    0.049361711       4.577125    0.099637447
            190      3.2234979    0.057132603      2.5915525    0.046667767      4.0550075    0.084120569
            195      2.9299755     0.05292103      2.3347568     0.04163014      3.7299221    0.071202527
            200      2.6332222    0.050158389      2.0974928    0.039428842       3.354243    0.068462152
            205      2.2945744     0.04744944      1.8294984    0.037191094       2.917598    0.064732281
            210      2.0918643    0.047532181      1.6657514    0.037274506      2.6391537    0.061394121
            215      1.8931989     0.04335328        1.50906    0.033740216      2.4051561    0.059735436
            220      1.7317028    0.041446616      1.3725489    0.032191048      2.2231733    0.057772595
            225      1.5022791     0.03768417      1.1934463    0.029315188      1.9166615    0.051914935
