#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            230      1.4573189     0.03852035      1.1505865    0.029658309         1.8755    0.053027417
            235      1.2962345    0.034986191      1.0291269    0.027413432      1.6541695    0.046842009
            240       1.179702    0.034162318     0.93362182    0.026565707      1.5121449    0.046386486
            245      1.0899949    0.033619138     0.86439222    0.025857921      1.3939878    0.046594147
            250     0.93638303    0.030489119     0.74529682    0.023781387      1.1903823    0.041903447
            255     0.88983779    0.030033239     0.71584134     0.02386049      1.1161302     0.04219083
            260     0.84910155    0.028723602     0.67407454    0.022520776      1.0835944    0.041477364
            265     0.75709451    0.027204714     0.60156442    0.021001938     0.96440689     0.03766158
            270     0.72656275    0.030495901     0.57224919    0.023065175      0.9368651    0.042640925
            275     0.63310179      0.0281247     0.50033678    0.021081107     0.81141764    0.040385658
            280     0.61962795    0.023950334     0.49122053    0.018758514     0.78954055     0.03240255
            285     0.53287537    0.023390007      0.4205469    0.017947585     0.68518072     0.03281638
            290     0.49767079    0.043475667     0.39910125    0.035593393     0.62481647    0.053199181
            295     0.42885367    0.020333136     0.33718158    0.015736096     0.55416429     0.02796073
            300     0.40562478     0.01985742     0.31920693     0.01532592     0.52349927    0.027324025
            305     0.36928031    0.018781724     0.28945719    0.014527921     0.47810693    0.025591922
            310     0.35135807    0.018645114     0.28188717    0.014758152     0.44086124    0.025021663
            315     0.29798279    0.016831019     0.23777997    0.013147464     0.37652184    0.022654589
            320     0.32289884    0.019086977     0.26188749    0.014300936     0.40057864    0.030177331
            325     0.25397636    0.015832185     0.20412797    0.012487876     0.31832108    0.021761726
            330     0.23600984    0.015359196     0.18682584    0.011769964     0.30099382    0.021584229
            335     0.24805555    0.016275504     0.19522455    0.012414125     0.35296288    0.054727247
            340     0.21984498    0.014467529     0.17197571    0.011008446     0.28562821    0.020468643
            345       0.219999    0.024360485     0.17965478    0.019699766      0.2661625    0.044762149
            350     0.17068348    0.013233485     0.13647493    0.010171376     0.21588061    0.018321622
            355     0.20010039    0.014018331      0.1564239    0.010861995     0.26106587    0.019047941
            360     0.16233224    0.012756824     0.13019411   0.0099500414     0.20341843    0.017714179
            365     0.17169169    0.012944256     0.13408801   0.0099495331     0.22341171     0.01772385
            370     0.14918547    0.011856888     0.11705321    0.009180426      0.1925057    0.016149348
            375     0.11637659    0.010350344    0.090779177   0.0079294928     0.15122771    0.014172581
            380     0.14054057    0.012002913     0.10998356   0.0092251582     0.18268348      0.0165863
            385     0.12311841    0.011242902    0.097932833    0.008640161     0.15610163    0.015701825
            390     0.11935669    0.020073578    0.091308937    0.013899979     0.15922262    0.030214219
            395     0.12070671    0.010656213    0.093833405   0.0081324847     0.15771386    0.014619603
            400    0.094316476   0.0097572597    0.073074174   0.0075071556      0.1237898    0.013214805
            405     0.11357136    0.010361354     0.09333387   0.0091766428     0.13799548    0.014961132
            410    0.087183779   0.0093948043    0.069641144   0.0071892464     0.10971795    0.013258392
            415    0.079505039   0.0085841442    0.062382102    0.006533384     0.10245069     0.01198461
            420    0.073719724   0.0082815698    0.058313406   0.0063631351    0.093590964    0.011791656
            425    0.066991004   0.0077325477    0.052918859   0.0059976291    0.085523766     0.01054147
            430    0.073454074   0.0090879535    0.057978504   0.0068609855    0.093429666    0.012677677
            435    0.059279134    0.007664558    0.047607874   0.0060459382    0.073848603     0.01036527
            440    0.055149193   0.0070647405    0.042923091    0.005407598    0.071941437   0.0097260187
            445     0.06202872   0.0077084758    0.049937126   0.0059393563    0.077195492    0.010900879
            450    0.062254153   0.0081192479    0.050230652   0.0062845104    0.076579704    0.011840847
            455    0.043269941   0.0063355082    0.033978959     0.00485205     0.05596628   0.0089403287
            460    0.051718523   0.0072841963    0.040651595   0.0057429363    0.067046831   0.0097906101
            465    0.048860649   0.0067340191    0.038058012   0.0051247621    0.063480197   0.0093485232
            470    0.045470295   0.0065223029    0.035995472   0.0051017589     0.05750235   0.0086457641
            475    0.045740078   0.0065210615    0.036356437   0.0050800015    0.057797067   0.0088894699
            480    0.034086535   0.0056688736    0.026425433   0.0042783376    0.044669567   0.0078932491
            485    0.037899134   0.0061143505    0.028623602   0.0045629526    0.051353996   0.0085628524
            490    0.037792756   0.0058020854    0.028562264   0.0043979525    0.051077972   0.0079041777
            495    0.030856909   0.0055061575    0.024264134    0.004234219    0.039646161   0.0075430625
            500    0.030856909   0.0055061575    0.024264134    0.004234219    0.039646161   0.0075430625
