#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      87.386339     0.33138442      69.177876     0.25287991      125.51624      1.6585602
              5      269.55285     0.57349299       213.2242     0.43524071      391.87868      2.7497347
             10      465.17634     0.74164966      368.37325     0.56447815      667.93408      3.5198309
             15      668.23155     0.88350011       529.2574     0.67355986      956.39304      4.1954073
             20      861.26646      1.0017151      681.71592     0.76791075      1240.8359      4.9310407
             25      1013.2038      1.0894199      800.99974     0.82448359      1478.2886      5.4471257
             30      1089.2286      1.1451628      858.89168     0.86295404      1631.2911       5.975947
             35      1022.0962      1.1223262      804.88983     0.84200359      1555.8048       6.238513
             40      789.65848     0.98183088      623.71301     0.73932272      1156.9459       5.047706
             45      544.37043     0.80332101      432.26851     0.61254283      761.65253      3.4547248
             50        374.096      0.6514196      298.48401     0.50352542      509.29481      2.3330184
             55       263.7935      0.5414297      211.34498     0.42532093      346.23322      1.6151875
             60      190.81714     0.45705894      153.16761     0.35825108      246.62165      1.2927758
             65      141.64359     0.40262137       113.9101        0.31742      182.10724      0.9755198
             70      108.42635     0.34739534      87.403603     0.27526292      138.24041     0.86066004
             75      82.863504     0.29554583      66.868497     0.23770565      104.04454     0.82787715
             80      64.632979     0.25999595      52.251682     0.20771265      81.692856     0.49808752
             85      51.561631     0.23056364      41.648403     0.18303494      65.346701     0.57848996
             90      41.348441     0.20774011      33.438148     0.16485987      51.966115     0.50594222
             95      33.923168     0.19474115      27.455089     0.15409164      42.645324     0.36286523
            100      27.531673     0.17196036      22.314898     0.13698921      34.935343     0.30292348
            105      22.528151     0.15524424      18.259524     0.12418861       28.28144     0.22671766
            110      18.807917     0.14750216      15.225279     0.11832887      23.589868     0.23065883
            115      15.589619     0.12535374       12.64271     0.11307457      19.612021     0.25324695
            120      12.967504     0.11530156      10.503635    0.091902951      16.255733      0.1577231
            125      11.171637     0.10619909      9.0234956    0.084712237      14.070251     0.14360339
            130      9.4584983    0.098707238       7.630944    0.078439756      11.818357     0.13913141
            135      8.0584698    0.095509668      6.4873367    0.075748784        10.1401     0.13744153
            140      7.0402154    0.083599115      5.6643623    0.067153333      8.9027401     0.11353441
            145      5.9859077    0.078148593      4.8112656    0.061660732      7.5417555     0.10651173
            150      5.1785327    0.075970347      4.1808173    0.060828682      6.5071512     0.12112315
            155      4.4287676      0.0663919      3.5599717     0.05275451      5.5928789    0.088679805
            160      3.9506705    0.062739675      3.1816965    0.049784404      4.9804535    0.084780869
            165      3.3843087     0.05748826      2.7050961    0.045361539      4.3008986    0.077391542
            170      2.9588368     0.05697536      2.3780331    0.044797962      3.7343924    0.077724669
            175      2.6690069    0.051483745      2.1314487    0.040533715      3.3878445    0.069418274
            180      2.3705896    0.054644985      1.8969849    0.041806148      3.0043121    0.075894827
            185      2.0584762    0.044962949      1.6420444    0.035337505      2.6220833    0.061026749
            190      1.9131796    0.044018971      1.5275968    0.034585778      2.4329491    0.059577936
            195      1.6375645    0.040176153      1.3173374    0.031752833      2.0637731    0.053981783
            200      1.5155492    0.038928689      1.2149244    0.030829897      1.9194788    0.052808932
            205       1.301237    0.036623954       1.043668    0.028789463       1.647662    0.050516017
            210      1.2628923    0.038155927      1.0494534    0.048678315      1.5169643     0.10402326
            215      1.0501998    0.032646983     0.84274431    0.025694096      1.3289546    0.044576151
            220     0.91369777    0.030177317     0.72783388    0.023748447      1.1696123    0.041409965
            225     0.82747055    0.028738857     0.66707096    0.022683306      1.0427859    0.040742318
            230     0.76490055    0.028302172     0.61242052    0.022162922     0.96763898    0.038925886
            235     0.67421687    0.025769049     0.53433461     0.02014271      0.8613647    0.034925879
            240     0.63022964    0.024877982     0.49771563     0.01943076     0.81125688     0.03375905
            245     0.60786228      0.0246223     0.48498084     0.01933744     0.77084279    0.034152658
            250     0.52061275    0.023311269      0.4179954    0.018391432     0.65224526    0.031108901
            255     0.49088116    0.022630794     0.39101429    0.017662053      0.6247787    0.030689765
            260     0.39493116    0.019872566     0.31749508    0.015489236     0.49535401    0.027868553
            265     0.37952037    0.019504389     0.30400247       0.015174     0.47862608    0.026508071
            270     0.37262921    0.019201619     0.29551206    0.015088466     0.47626787    0.027109336
            275     0.31199193    0.017965506     0.24408403    0.013745282     0.40621646    0.024838911
            280     0.29287545    0.017286675     0.23644358     0.01410553     0.36549982    0.024488535
            285     0.28151033    0.016617379     0.22538664    0.013114627      0.3549533    0.022576666
            290     0.24633423    0.015821534     0.19452809    0.012310965      0.3159313    0.021214517
            295     0.23449037    0.015428301     0.18585637    0.012015441     0.30253252    0.021118214
            300     0.21619709    0.014409351      0.1725126    0.011356286     0.27395178    0.019586887
            305     0.22360827    0.015457674     0.18025427    0.012238508      0.2818897    0.020850058
            310     0.16005718    0.013364501     0.12772722    0.010288693     0.20140867    0.018471984
            315     0.15439799    0.012458372      0.1418486    0.021077075     0.15640715    0.014081893
            320     0.15398921    0.012472902     0.12405829   0.0098330842     0.19188754    0.016822782
            325     0.14317551    0.012395926     0.11413033   0.0095046616     0.18195435    0.017224239
            330     0.12357035    0.010966693    0.099256526    0.008549493     0.15388841    0.015044088
            335       0.133935     0.01171866     0.10783266   0.0093288636     0.16892382    0.016015008
            340     0.12166433    0.011111526    0.095201063   0.0085903804     0.15923002    0.015143896
            345    0.094646338   0.0094399661    0.074848878   0.0073793205     0.12095039    0.012653102
            350     0.11580687    0.010425151    0.092562382   0.0083338381     0.14527982    0.013868531
            355    0.089933208   0.0094226084    0.072585439   0.0073724799     0.11204085    0.012877224
            360    0.086531063    0.009935015    0.069981679   0.0077081119     0.10823739    0.013771067
            365    0.087746752   0.0096198503    0.069134075   0.0074949319     0.11315195    0.013257388
            370    0.068289724   0.0087148998    0.054139842   0.0065995106    0.087313697    0.012179851
            375    0.072574271   0.0081706916    0.059527382   0.0067424454    0.087943209    0.010895692
            380    0.062756949    0.007860207    0.049590622   0.0059814902    0.079890177    0.010864938
            385    0.053224429   0.0072196439    0.041604114   0.0055920583    0.069264803   0.0097846328
            390     0.05126063    0.007485556    0.043259154   0.0059515585    0.059546008    0.011030412
            395     0.06285687   0.0078462692    0.049864114   0.0061451905    0.079664784    0.010844462
