#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.96129787    0.027554143      0.7831876    0.021071667      1.1688893    0.058796928
             10      2.7169607    0.044772582      2.2121492    0.034200725      3.5959087     0.11361491
             20      3.6332308    0.034041864      2.9491177    0.026879292      4.5952989     0.11252078
             40      3.0293673    0.030878105      2.4625678    0.024511428      3.7765368    0.073448357
             60      2.9469759    0.030893432       2.396167    0.024454285      3.7073355    0.079499467
             80      2.5225384    0.028620902      2.0430263    0.022670693      3.2499191     0.08039839
            100      1.5487351    0.013796833      1.2566499    0.010961492      1.9495789    0.021050912
            150     0.71058559   0.0091155331     0.56983162   0.0072501297     0.90269452    0.014345198
            200     0.71058559   0.0091155331     0.56983162   0.0072501297     0.90269452    0.014345198
