#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7298.4598      20.602586      5821.8094      16.013127      10188.676      84.612236
            0.1       7281.642      20.622335      5806.1973      15.924626      10200.512      91.325038
            0.2      7263.7438       20.78462      5792.9608      16.011402      10139.416      88.794605
            0.3      7283.5308      20.674819      5808.7913      15.937453      10130.553      93.062502
            0.4      7263.3347      20.686819       5790.395      15.943953      10068.097      88.586453
            0.5      7220.9007      20.730027       5766.945      16.091965      10144.166      81.584568
            0.6      7198.3804      20.668893      5744.6619      16.024072      9963.9364      87.646558
            0.7      7184.6416      21.187005       5721.817      16.318075      10085.658      92.003014
            0.8      7125.0607      20.685364      5680.2637       16.15787      9839.2526      86.233041
            0.9      7038.2262      20.703748      5613.0276      15.951323      9894.8389      88.839089
              1      7037.8647      20.449038      5606.6479      15.856765      9772.5888      94.090294
            1.1      6954.8189      20.574317      5545.5825      16.526095      9756.4005      86.831623
            1.2      6889.1881      20.720815       5490.359      16.020403      9614.2362      90.583648
            1.3      6802.5053      20.226158      5421.3467      15.570051      9402.8921       86.27648
            1.4      6742.8209      20.192865      5367.0537      15.463859      9546.0884      91.340924
            1.5      6658.6907       20.08672      5297.9532       15.52222      9575.5021        92.3436
            1.6      6519.1782      19.848563      5185.7609      15.209213      9207.3148      87.434775
            1.7      6392.9383      19.761533      5075.6872      15.082325      9184.2681      89.650008
            1.8      6252.6873      19.995011      4964.3262      15.139548      8907.7167       87.81751
            1.9      6117.4635      19.403007      4852.1242      14.776266      8741.5895      87.813021
              2      5965.3876      19.234231      4732.2681      14.629884      8428.3007      89.311946
            2.1      5806.6294      18.985508      4600.5919      14.523104      8299.6013       88.67827
            2.2      5561.8379      18.861973       4404.988      14.445028      7991.2904       87.26965
            2.3      5349.3527      18.334936      4226.9982      13.837156      7755.3827      85.530142
            2.4      5150.2222      18.483134      4064.5636      13.880277      7584.3182      90.733049
            2.5      4893.7525      17.819487      3857.9739      13.304334       7183.396      88.433206
            2.6      4613.5308      17.288289      3635.1049      12.996219      6807.2208      80.773696
            2.7      4340.5064      16.948065        3417.22       12.65833      6398.9136      87.631672
            2.8      4038.4008       16.35648      3173.3131       12.19117      5890.6347      84.088947
            2.9      3707.0479      15.884149      2908.1962      11.802975      5479.5551      80.532239
              3      3379.6754      15.346103      2647.9821      11.567768      5167.7581      80.774904
            3.1      3111.2477      14.669057      2430.1201      10.826527      4780.2867      83.659833
            3.2      2742.7664      13.840137      2137.8049      10.146556      4231.8509      71.636808
            3.3      2413.8493      13.134942      1880.5683      9.6388587       3665.918      79.733892
            3.4      2044.6094      12.242523        1588.51       8.943958      3257.4459      74.437026
            3.5      1737.8731      11.283107      1347.8628      8.2489881      2768.6557      69.084725
            3.6      1420.2682      10.317927       1096.244      7.4443692      2296.8887      58.619753
            3.7       1143.642      9.3361367      879.04667      6.6844909      1956.9976       58.81673
            3.8      882.80158      8.2508325      675.21445      5.8776547      1547.6738      52.670073
            3.9       651.5161      7.1056436      495.94603      5.0254112      1117.2228      49.314951
              4      466.96448      6.1866859      356.12943      4.4322597      826.40322      40.476002
            4.1      310.70544      5.1292068      235.49815      3.5625194      544.17579      34.752424
            4.2      188.76166      3.9669308      142.42306      2.7380721      362.83757      28.901255
            4.3      110.25814      2.9802338      82.796273      2.0676895      172.15913      23.383805
            4.4       56.32283      2.1454021      42.040235      1.4722386      113.34032      12.234774
            4.5      27.803818      1.5493167      20.607314      1.0374577      44.143604      10.816798
            4.6      10.784648     0.96221309      8.0372194     0.66235687      14.023559      3.2963546
            4.7      2.7532208     0.54847965      2.0368243      0.3606789      7.4197166      2.6693221
            4.8      1.0977884     0.34941586     0.76005226     0.21838348      4.7514577      2.5274492
            4.9     0.10605807      0.3880441     -1.8621299      5.4839386     0.17885926      0.2903017
              5     0.10605807      0.3880441     -1.8621299      5.4839386     0.17885926      0.2903017
